x_k,direct_quadrature_coupling,final_mode_population,final_mode_population_density,broadened_reconstruction_weight
-9.024999999999998579e+00,6.162977839378826032e-03,6.919509577257514639e-07,1.383901915451502801e-05,3.194978094677547686e-05
-8.974999999999999645e+00,6.197146996673833473e-03,6.309932631634970445e-07,1.261986526326994089e-05,3.230554164150146963e-05
-8.924999999999998934e+00,6.231696219093554173e-03,5.477962743735574167e-07,1.095592548747114706e-05,3.266727074956801295e-05
-8.875000000000000000e+00,6.266631867415158735e-03,4.566423326877366294e-07,9.132846653754732376e-06,3.303510236871770117e-05
-8.824999999999999289e+00,6.301960444801783627e-03,3.738416264296566022e-07,7.476832528593131832e-06,3.340917437954620808e-05
-8.774999999999998579e+00,6.337688600773360922e-03,3.152010969340689397e-07,6.304021938681378582e-06,3.378962857412735025e-05
-8.724999999999999645e+00,6.373823135350538752e-03,2.934518348544218865e-07,5.869036697088437519e-06,3.417661078976335704e-05
-8.674999999999998934e+00,6.410371003323226888e-03,3.160465250583226340e-07,6.320930501166452469e-06,3.457027104809477878e-05
-8.625000000000000000e+00,6.447339318660264690e-03,3.836991254985477410e-07,7.673982509970953550e-06,3.497076369981628942e-05
-8.574999999999999289e+00,6.484735359085494998e-03,4.899380560194811696e-07,9.798761120389622969e-06,3.537824757525830761e-05
-8.524999999999998579e+00,6.522566570799741281e-03,6.217948651121594742e-07,1.243589730224318948e-05,3.579288614110667912e-05
-8.474999999999999645e+00,6.560840573368771807e-03,7.615741384881900184e-07,1.523148276976380037e-05,3.621484766354824959e-05
-8.424999999999998934e+00,6.599565164788992293e-03,8.894741615626828119e-07,1.778948323125365539e-05,3.664430537814449430e-05
-8.375000000000000000e+00,6.638748326721320009e-03,9.866797284776011793e-07,1.973359456955202189e-05,3.708143766675175068e-05
-8.324999999999999289e+00,6.678398229914730803e-03,1.038453591482824650e-06,2.076907182965649130e-05,3.752642824182388505e-05
-8.274999999999998579e+00,6.718523239827587160e-03,1.036729213729765415e-06,2.073458427459530745e-05,3.797946633845070792e-05
-8.224999999999999645e+00,6.759131922435597344e-03,9.817621285332480182e-07,1.963524257066495782e-05,3.844074691450519838e-05
-8.174999999999998934e+00,6.800233050274887697e-03,8.825255737231240281e-07,1.765051147446247972e-05,3.891047085929266242e-05
-8.125000000000000000e+00,6.841835608657227154e-03,7.557214095987771949e-07,1.511442819197554390e-05,3.938884521111622088e-05
-8.074999999999999289e+00,6.883948802177647201e-03,6.234929435273024297e-07,1.246985887054604732e-05,3.987608338419636677e-05
-8.024999999999998579e+00,6.926582061388638668e-03,5.101392672558116018e-07,1.020278534511623119e-05,4.037240540540629283e-05
-7.974999999999999645e+00,6.969745049776679587e-03,4.383068726815169332e-07,8.766137453630338240e-06,4.087803816131048039e-05
-7.924999999999998934e+00,7.013447670972176168e-03,4.252435468052609486e-07,8.504870936105217701e-06,4.139321565602154554e-05
-7.875000000000000000e+00,7.057700076219799654e-03,4.797208524445772900e-07,9.594417048891545376e-06,4.191817928041913119e-05
-7.824999999999999289e+00,7.102512672150606936e-03,6.001567908976096530e-07,1.200313581795219306e-05,4.245317809330610882e-05
-7.774999999999998579e+00,7.147896128838156227e-03,7.743063163511938161e-07,1.548612632702387463e-05,4.299846911510934512e-05
-7.724999999999999645e+00,7.193861388150860590e-03,9.806556260115505217e-07,1.961311252023101043e-05,4.355431763476838521e-05
-7.674999999999998934e+00,7.240419672433426324e-03,1.191389953440651121e-06,2.382779906881302072e-05,4.412099753049164423e-05
-7.625000000000000000e+00,7.287582493531684184e-03,1.376544620969155345e-06,2.753089241938310437e-05,4.469879160509975300e-05
-7.574999999999999289e+00,7.335361662136353871e-03,1.508737266281031057e-06,3.017474532562062115e-05,4.528799193671820462e-05
-7.524999999999998579e+00,7.383769297522359276e-03,1.567751984094331032e-06,3.135503968188661555e-05,4.588890024562569084e-05
-7.474999999999999645e+00,7.432817837651694085e-03,1.544228673557995562e-06,3.088457347115990701e-05,4.650182827811328592e-05
-7.424999999999998934e+00,7.482520049679675621e-03,1.441812113120038234e-06,2.883624226240076298e-05,4.712709820826005782e-05
-7.375000000000000000e+00,7.532889040876541813e-03,1.277325732631790857e-06,2.554651465263581460e-05,4.776504305858565573e-05
-7.324999999999999289e+00,7.583938269986345050e-03,1.078827302623242065e-06,2.157654605246483960e-05,4.841600714059861717e-05
-7.274999999999998579e+00,7.635681559035579179e-03,8.817357936828569899e-07,1.763471587365713768e-05,4.908034651632074149e-05
-7.224999999999999645e+00,7.688133105642161458e-03,7.235397018170353347e-07,1.447079403634070585e-05,4.975842948193532006e-05
-7.174999999999998934e+00,7.741307495785587287e-03,6.378552333863735375e-07,1.275710466772746948e-05,5.045063707477665367e-05
-7.125000000000000000e+00,7.795219717146821027e-03,6.487529502430511707e-07,1.297505900486102214e-05,5.115736360495497427e-05
-7.074999999999999289e+00,7.849885172954091175e-03,7.662834079697880597e-07,1.532566815939576162e-05,5.187901721299210191e-05
-7.024999999999998579e+00,7.905319696445350236e-03,9.839958372389118465e-07,1.967991674477823693e-05,5.261602045492877900e-05
-6.974999999999999645e+00,7.961539565899910381e-03,1.278971928076006996e-06,2.557943856152013822e-05,5.336881091645912564e-05
-6.924999999999998934e+00,8.018561520325354422e-03,1.614524553610576903e-06,3.229049107221153807e-05,5.413784185774594970e-05
-6.875000000000000000e+00,8.076402775798947539e-03,1.945292188066598250e-06,3.890584376133196331e-05,5.492358289067721556e-05
-6.824999999999999289e+00,8.135081042517942895e-03,2.224057920124831742e-06,4.448115840249663484e-05,5.572652069043957144e-05
-6.774999999999998579e+00,8.194614542560913970e-03,2.409302607949945956e-06,4.818605215899891744e-05,5.654715974340509415e-05
-6.724999999999999645e+00,8.255022028443984028e-03,2.472321027922430068e-06,4.944642055844860137e-05,5.738602313346136266e-05
-6.674999999999998934e+00,8.316322802465869052e-03,2.402725409302715220e-06,4.805450818605430441e-05,5.824365336905414992e-05
-6.625000000000000000e+00,8.378536736914632410e-03,2.211344388858603824e-06,4.422688777717207479e-05,5.912061325336446127e-05
-6.574999999999999289e+00,8.441684295152820233e-03,1.929879830317669369e-06,3.859759660635338739e-05,6.001748680020478594e-05
-6.524999999999998579e+00,8.505786553662821742e-03,1.607163510685800676e-06,3.214327021371601352e-05,6.093488019839350391e-05
-6.474999999999999645e+00,8.570865225058035136e-03,1.302391906192219182e-06,2.604783812384438109e-05,6.187342282755626123e-05
-6.424999999999998934e+00,8.636942682150915498e-03,1.076228290802557458e-06,2.152456581605114661e-05,6.283376832850434798e-05
-6.375000000000000000e+00,8.704041983103538715e-03,9.810638384055601402e-07,1.962127676811120026e-05,6.381659573155918969e-05
-6.324999999999999289e+00,8.772186897737907843e-03,1.051951931999016767e-06,2.103903863998033449e-05,6.482261064642753131e-05
-6.274999999999998579e+00,8.841401935060642231e-03,1.299724854791474124e-06,2.599449709582948078e-05,6.585254651748455302e-05
-6.224999999999999645e+00,8.911712372060920720e-03,1.707554903847428470e-06,3.415109807694856602e-05,6.690716594859637820e-05
-6.174999999999998934e+00,8.983144283868311000e-03,2.231755679109314489e-06,4.463511358218628808e-05,6.798726210190812779e-05
-6.125000000000000000e+00,9.055724575329484813e-03,2.806993214878490192e-06,5.613986429756979876e-05,6.909366017534239587e-05
-6.074999999999999289e+00,9.129481014081062759e-03,3.355379562472443498e-06,6.710759124944886149e-05,7.022721896389736470e-05
-6.024999999999998579e+00,9.204442265218897370e-03,3.798259646825165586e-06,7.596519293650330325e-05,7.138883251020565826e-05
-5.974999999999999645e+00,9.280637927632015907e-03,4.068983754361952917e-06,8.137967508723904818e-05,7.257943185021808574e-05
-5.924999999999998934e+00,9.358098572118783362e-03,4.124675743913256811e-06,8.249351487826512945e-05,7.379998686031185554e-05
-5.875000000000000000e+00,9.436855781352405589e-03,3.955022961821990420e-06,7.910045923643980841e-05,7.505150821259391259e-05
-5.824999999999999289e+00,9.516942191841362697e-03,3.586446935116048791e-06,7.172893870232096734e-05,7.633504944568343512e-05
-5.774999999999998579e+00,9.598391537979422683e-03,3.080634283962207984e-06,6.161268567924415630e-05,7.765170915880925033e-05
-5.724999999999999645e+00,9.681238698291596417e-03,2.527237239806655529e-06,5.054474479613310889e-05,7.900263333766222214e-05
-5.674999999999998934e+00,9.765519744041235156e-03,2.031476022524152881e-06,4.062952045048305762e-05,8.038901782109398502e-05
-5.625000000000000000e+00,9.851271990314958496e-03,1.698251074288395536e-06,3.396502148576790818e-05,8.181211091846342842e-05
-5.574999999999999289e+00,9.938534049723019709e-03,1.615058717552868849e-06,3.230117435105737614e-05,8.327321618820518261e-05
-5.524999999999998579e+00,1.002734588890381688e-02,1.836375486954055263e-06,3.672750973908110017e-05,8.477369538903159138e-05
-5.474999999999999645e+00,1.011774888797542342e-02,2.372150773366828761e-06,4.744301546733657184e-05,8.631497161609546890e-05
-5.424999999999998934e+00,1.020978590312711896e-02,3.182597618209638397e-06,6.365195236419276116e-05,8.789853263543559892e-05
-5.375000000000000000e+00,1.030350133253040562e-02,4.180635688374588583e-06,8.361271376749176488e-05,8.952593443111159699e-05
-5.324999999999999289e+00,1.039894118580344043e-02,5.242220917061549581e-06,1.048444183412309882e-04,9.119880498062113167e-05
-5.274999999999998579e+00,1.049615315722311239e-02,6.223548269475757522e-06,1.244709653895151335e-04,9.291884827548274140e-05
-5.224999999999999645e+00,1.059518670292624448e-02,6.982925568706635632e-06,1.396585113741327059e-04,9.468784860528204250e-05
-5.174999999999998934e+00,1.069609312237041442e-02,7.404181045487075222e-06,1.480836209097415078e-04,9.650767512502319049e-05
-5.125000000000000000e+00,1.079892564432028204e-02,7.417954781701816070e-06,1.483590956340363146e-04,9.838028672731721259e-05
-5.074999999999999289e+00,1.090373951763037516e-02,7.017251213372984691e-06,1.403450242674596769e-04,1.003077372427912164e-04
-5.024999999999998579e+00,1.101059210717378854e-02,6.264237602922096073e-06,1.252847520584419181e-04,1.022921809941299372e-04
-4.974999999999999645e+00,1.111954299523382726e-02,5.286414984753667094e-06,1.057282996950733385e-04,1.043358787313883773e-04
-4.924999999999998934e+00,1.123065408872898213e-02,4.261828481290065462e-06,8.523656962580130247e-05,1.064412039786561971e-04
-4.875000000000000000e+00,1.134398973264532512e-02,3.394713607069850357e-06,6.789427214139700714e-05,1.086106498248388822e-04
-4.824999999999999289e+00,1.145961683013374012e-02,2.884636798511638982e-06,5.769273597023277794e-05,1.108468361942757706e-04
-4.774999999999998579e+00,1.157760496968235180e-02,2.893512690017647499e-06,5.787025380035294659e-05,1.131525176361587937e-04
-4.724999999999999645e+00,1.169802655988652455e-02,3.515627615744426095e-06,7.031255231488851344e-05,1.155305916753015269e-04
-4.674999999999998934e+00,1.182095697232031506e-02,4.755797753159946989e-06,9.511595506319893640e-05,1.179841077707499122e-04
-4.625000000000000000e+00,1.194647469309031464e-02,6.519972603228462655e-06,1.303994520645692463e-04,1.205162769330829205e-04
-4.574999999999999289e+00,1.207466148368585394e-02,8.621013379038846265e-06,1.724202675807769050e-04,1.231304820560640879e-04
-4.524999999999998579e+00,1.220560255177550665e-02,1.080020922651269016e-05,2.160041845302537896e-04,1.258302890236207168e-04
-4.474999999999999645e+00,1.233938673269246306e-02,1.276262823769497554e-05,2.552525647538994905e-04,1.286194586590189506e-04
-4.424999999999998934e+00,1.247610668234510473e-02,1.422199500634783603e-05,2.844399001269566868e-04,1.315019595896208579e-04
-4.375000000000000000e+00,1.261585908244168726e-02,1.494882694047090948e-05,2.989765388094181488e-04,1.344819821078430643e-04
-4.324999999999999289e+00,1.275874485889268162e-02,1.481440012712120716e-05,2.962880025424241364e-04,1.375639531169658828e-04
-4.274999999999998579e+00,1.290486941441834623e-02,1.382301452601095299e-05,2.764602905202190666e-04,1.407525522593576939e-04
-4.224999999999999645e+00,1.305434287638426900e-02,1.212611052455372438e-05,2.425222104910744741e-04,1.440527293346063355e-04
-4.174999999999998934e+00,1.320728036108442631e-02,1.001400532828337998e-05,2.002801065656675860e-04,1.474697231260944116e-04
-4.125000000000000000e+00,1.336380225568293070e-02,7.884137864563230068e-06,1.576827572912645810e-04,1.510090817668709878e-04
-4.074999999999999289e+00,1.352403451921640153e-02,6.188340521854947234e-06,1.237668104370989481e-04,1.546766847894207736e-04
-4.024999999999998579e+00,1.368810900413553605e-02,5.365281031803734759e-06,1.073056206360746952e-04,1.584787670192798871e-04
-3.974999999999997868e+00,1.385616380002190409e-02,5.767270969855261734e-06,1.153454193971052347e-04,1.624219444896297850e-04
-3.925000000000000711e+00,1.402834360125058792e-02,7.592579923250043348e-06,1.518515984650008568e-04,1.665132425732264486e-04
-3.875000000000000000e+00,1.420480010050722240e-02,1.083480130305825064e-05,2.166960260611649992e-04,1.707601265495893551e-04
-3.824999999999999289e+00,1.438569241030726066e-02,1.525945258086294076e-05,3.051890516172587882e-04,1.751705348495704402e-04
-3.774999999999998579e+00,1.457118751477747519e-02,2.041487149528175749e-05,4.082974299056351362e-04,1.797529152466335368e-04
-3.724999999999997868e+00,1.476146075424146324e-02,2.567987383822823360e-05,5.135974767645646449e-04,1.845162642947733699e-04
-3.675000000000000711e+00,1.495669634534217002e-02,3.034510893681302587e-05,6.069021787362604767e-04,1.894701703474943708e-04
-3.625000000000000000e+00,1.515708793971884058e-02,3.371933134384222255e-05,6.743866268768443969e-04,1.946248605311773610e-04
-3.574999999999999289e+00,1.536283922452918657e-02,3.524676155274169306e-05,7.049352310548338612e-04,1.999912520901031630e-04
-3.524999999999998579e+00,1.557416456842289701e-02,3.461819282689288711e-05,6.923638565378576609e-04,2.055810085701336798e-04
-3.474999999999997868e+00,1.579128971694002473e-02,3.185724263774284798e-05,6.371448527548569324e-04,2.114066013643487005e-04
-3.425000000000000711e+00,1.601445254166300111e-02,2.736461818315540271e-05,5.472923636631079865e-04,2.174813772078215105e-04
-3.375000000000000000e+00,1.624390384789973704e-02,2.190758370153207747e-05,4.381516740306415358e-04,2.238196322812735820e-04
-3.324999999999999289e+00,1.647990824615898353e-02,1.654868660550566094e-05,3.309737321101131782e-04,2.304366936658717730e-04
-3.274999999999998579e+00,1.672274509315442581e-02,1.251650446473843700e-05,2.503300892947687333e-04,2.373490089854708219e-04
-3.224999999999997868e+00,1.697270950871362580e-02,1.103063628109964633e-05,2.206127256219929064e-04,2.445742451798535314e-04
-3.175000000000000711e+00,1.723011347556626174e-02,1.310205055519244397e-05,2.620410111038488725e-04,2.521313974750906037e-04
-3.125000000000000000e+00,1.749528702970909455e-02,1.933680491927927252e-05,3.867360983855854233e-04,2.600409097573916101e-04
-3.074999999999999289e+00,1.776857954984201182e-02,2.977476287673786856e-05,5.954952575347573305e-04,2.683248077175500856e-04
-3.024999999999998579e+00,1.805036115522988885e-02,4.379426012646720867e-05,8.758852025293441734e-04,2.770068463176142393e-04
-2.974999999999997868e+00,1.834102422231620455e-02,6.010821851907079995e-05,1.202164370381415999e-03,2.861126733435323402e-04
-2.925000000000000711e+00,1.864098503147687894e-02,7.686710125359100948e-05,1.537342025071820190e-03,2.956700110518224820e-04
-2.875000000000000000e+00,1.895068555651525932e-02,9.187017050540834877e-05,1.837403410108166867e-03,3.057088582000770508e-04
-2.824999999999999289e+00,1.927059541075734628e-02,1.028702335659199509e-04,2.057404671318398964e-03,3.162617150766279289e-04
-2.774999999999998579e+00,1.960121396510785749e-02,1.079404713903385471e-04,2.158809427806770726e-03,3.273638345214118298e-04
-2.724999999999997868e+00,1.994307265498567946e-02,1.058573875808781851e-04,2.117147751617563540e-03,3.390535023666822918e-04
-2.675000000000000711e+00,2.029673749482290360e-02,9.644379392653207219e-05,1.928875878530641281e-03,3.513723512331581953e-04
-2.625000000000000000e+00,2.066281182074853826e-02,8.081217825700133452e-05,1.616243565140026636e-03,3.643657122067200981e-04
-2.574999999999999289e+00,2.104193928417045015e-02,6.145329273846978615e-05,1.229065854769395560e-03,3.780830096074439418e-04
-2.524999999999998579e+00,2.143480712128047194e-02,4.212797551576098954e-05,8.425595103152197637e-04,3.925782048639595446e-04
-2.474999999999997868e+00,2.184214972599247614e-02,2.754160233617804535e-05,5.508320467235609070e-04,4.079102964423217967e-04
-2.425000000000000711e+00,2.226475255650430321e-02,2.280850870100499108e-05,4.561701740200998080e-04,4.241438838743401274e-04
-2.375000000000000000e+00,2.270345640854827887e-02,3.274546446062113304e-05,6.549092892124226337e-04,4.413498052146897443e-04
-2.324999999999999289e+00,2.315916209138905654e-02,6.106515807880568672e-05,1.221303161576113572e-03,4.596058587637244942e-04
-2.274999999999998579e+00,2.363283554578723619e-02,1.095684473139178587e-04,2.191368946278356850e-03,4.789976216650146542e-04
-2.224999999999997868e+00,2.412551344630056716e-02,1.774535675877776642e-04,3.549071351755553067e-03,4.996193800720235244e-04
-2.175000000000000711e+00,2.463830933342501389e-02,2.608677226252892182e-04,5.217354452505784147e-03,5.215751880352372622e-04
-2.125000000000000000e+00,2.517242032397821322e-02,3.528186698570826940e-04,7.056373397141653230e-03,5.449800751581337617e-04
-2.074999999999999289e+00,2.572913445059421197e-02,4.435396830846034311e-04,8.870793661692067539e-03,5.699614264887115480e-04
-2.024999999999998579e+00,2.630983868291602440e-02,5.213610815055780279e-04,1.042722163011156056e-02,5.966605621482803413e-04
-1.974999999999997868e+00,2.691602768357378300e-02,5.740878136697612688e-04,1.148175627339522407e-02,6.252345489617273239e-04
-1.925000000000000711e+00,2.754931335074168805e-02,5.908197900380063924e-04,1.181639580076012698e-02,6.558582819720956778e-04
-1.875000000000000000e+00,2.821143519502048239e-02,5.640858554375707996e-04,1.128171710875141599e-02,6.887268803432663490e-04
-1.824999999999999289e+00,2.890427159053627834e-02,4.921007342709191133e-04,9.842014685418381398e-03,7.240584499414655676e-04
-1.774999999999998579e+00,2.962985192668720139e-02,3.809046834052573494e-04,7.618093668105146987e-03,7.620972740171942346e-04
-1.724999999999997868e+00,3.039036966578112856e-02,2.461153057812263327e-04,4.922306115624526003e-03,8.031175040681012801e-04
-1.675000000000000711e+00,3.118819627976273517e-02,1.140161366046866560e-04,2.280322732093732849e-03,8.474274353270283208e-04
-1.625000000000000000e+00,3.202589599216739552e-02,2.173128903685388484e-05,4.346257807370776968e-04,8.953744655298443789e-04
-1.574999999999999289e+00,3.290624118367554279e-02,1.629099412771214543e-05,3.258198825542428815e-04,9.473508517374732091e-04
-1.524999999999998579e+00,3.383222822353512682e-02,1.524774944395709212e-04,3.049549888791418424e-03,1.003800397924617741e-03
-1.474999999999997868e+00,3.480709335420672373e-02,4.894493745965937436e-04,9.788987491931874438e-03,1.065226225436579190e-03
-1.425000000000000711e+00,3.583432806896134221e-02,1.086266888414872712e-03,2.172533776829745425e-02,1.132199798417953679e-03
-1.375000000000000000e+00,3.691769316301096032e-02,1.996570514863177728e-03,3.993141029726355457e-02,1.205371395315133713e-03
-1.324999999999999289e+00,3.806123028312375506e-02,3.262787545746716547e-03,6.525575091493432400e-02,1.285482232665309879e-03
-1.274999999999998579e+00,3.926926931544646310e-02,4.910344141585534609e-03,9.820688283171068178e-02,1.373378453702255421e-03
-1.224999999999997868e+00,4.054642929317152367e-02,6.942430852251480627e-03,1.388486170450295987e-01,1.470027183730564669e-03
-1.175000000000000711e+00,4.189760961882948304e-02,9.335897886068866836e-03,1.867179577213773367e-01,1.576534813646131468e-03
-1.125000000000000000e+00,4.332796720967123372e-02,1.203883526418049466e-02,2.407767052836098931e-01,1.694167581574311608e-03
-1.074999999999999289e+00,4.484287360223735558e-02,1.497031912152851051e-02,2.994063824305702171e-01,1.824374347669108264e-03
-1.024999999999998579e+00,4.644784399232907562e-02,1.802267981981078848e-02,3.604535963962157696e-01,1.968811148050076537e-03
-9.749999999999978684e-01,4.814842752987732316e-02,2.106647548890055316e-02,4.213295097780110354e-01,2.129366593354876241e-03
-9.250000000000007105e-01,4.995004483451715577e-02,2.395814507743247723e-02,4.791629015486495446e-01,2.308186329371407584e-03
-8.750000000000000000e-01,5.185775459256377479e-02,2.655007957969898746e-02,5.310015915939797493e-01,2.507693431069779773e-03
-8.249999999999992895e-01,5.387592630011286271e-02,2.870260163084024582e-02,5.740520326168049303e-01,2.730599513831541772e-03
-7.749999999999985789e-01,5.600779102798342235e-02,3.029709457054501065e-02,6.059418914109001575e-01,2.979898185565095763e-03
-7.249999999999978684e-01,5.825483724002929187e-02,3.124928315027045850e-02,6.249856630054091422e-01,3.258827812919086811e-03
-6.749999999999971578e-01,6.061601568632879466e-02,3.152144813331832912e-02,6.304289626663664992e-01,3.570783979625876195e-03
-6.250000000000000000e-01,6.308671889284357681e-02,3.113216481923761908e-02,6.226432963847523538e-01,3.919153148369843194e-03
-5.749999999999992895e-01,6.565751115847988373e-02,3.016200508376519485e-02,6.032401016753038414e-01,4.307028099136349375e-03
-5.249999999999985789e-01,6.831261075018446594e-02,2.875356414293630397e-02,5.750712828587259962e-01,4.736754258687374611e-03
-4.749999999999978684e-01,7.102817564536838268e-02,2.710423034395842423e-02,5.420846068791684846e-01,5.209248449080137316e-03
-4.249999999999971578e-01,7.377052660724073285e-02,2.545042530585391385e-02,5.090085061170782632e-01,5.723037337208595511e-03
-3.750000000000000000e-01,7.649456151971521789e-02,2.404278281050115096e-02,4.808556562100230192e-01,6.272998883126506067e-03
-3.249999999999992895e-01,7.914276516648503790e-02,2.311312559433618616e-02,4.622625118867236815e-01,6.848880747806981167e-03
-2.749999999999985789e-01,8.164536646070350012e-02,2.283628869393327515e-02,4.567257738786654753e-01,7.433838534096551612e-03
-2.249999999999978684e-01,8.392227163190461858e-02,2.329268628287201395e-02,4.658537256574402652e-01,8.003481333644186721e-03
-1.749999999999971578e-01,8.588730447451353722e-02,2.444030266057775971e-02,4.888060532115551804e-01,8.526157665637279157e-03
-1.250000000000000000e-01,8.745491258966008041e-02,2.610604287554206884e-02,5.221208575108413630e-01,8.965273081893246690e-03
-7.499999999999928946e-02,8.854882971928718094e-02,2.800426338208560073e-02,5.600852676417119591e-01,9.284038347027233004e-03
-2.499999999999857891e-02,8.911136583321579985e-02,2.978376004202008126e-02,5.956752008404015974e-01,9.452075240186095725e-03
2.500000000000213163e-02,8.911136583321577209e-02,3.109477545600206061e-02,6.218955091200412122e-01,9.452075240186090521e-03
7.500000000000284217e-02,8.854882971928711155e-02,3.165878567266414145e-02,6.331757134532828291e-01,9.284038347027213922e-03
1.250000000000000000e-01,8.745491258966008041e-02,3.132100633994788774e-02,6.264201267989577548e-01,8.965273081893246690e-03
1.750000000000007105e-01,8.588730447451341232e-02,3.007118457306368411e-02,6.014236914612736129e-01,8.526157665637244462e-03
2.250000000000014211e-01,8.392227163190445205e-02,2.802983256262263703e-02,5.605966512524527268e-01,8.003481333644146822e-03
2.750000000000021316e-01,8.164536646070336134e-02,2.540862614755425020e-02,5.081725229510849484e-01,7.433838534096509978e-03
3.250000000000028422e-01,7.914276516648482973e-02,2.245992457481502808e-02,4.491984914963005338e-01,6.848880747806939534e-03
3.750000000000000000e-01,7.649456151971521789e-02,1.942980856612361654e-02,3.885961713224723169e-01,6.272998883126506067e-03
4.250000000000007105e-01,7.377052660724058020e-02,1.652392217837722263e-02,3.304784435675444110e-01,5.723037337208559082e-03
4.750000000000014211e-01,7.102817564536814676e-02,1.388923630658490949e-02,2.777847261316981897e-01,5.209248449080102622e-03
5.250000000000021316e-01,6.831261075018429940e-02,1.161014903682209762e-02,2.322029807364419385e-01,4.736754258687342518e-03
5.750000000000028422e-01,6.565751115847971719e-02,9.714935861726723895e-03,1.942987172345344571e-01,4.307028099136320752e-03
6.250000000000000000e-01,6.308671889284357681e-02,8.188091452574012760e-03,1.637618290514802344e-01,3.919153148369843194e-03
6.750000000000007105e-01,6.061601568632870446e-02,6.984766775472679018e-03,1.396953355094535665e-01,3.570783979625852343e-03
7.250000000000014211e-01,5.825483724002909758e-02,6.044594840480520606e-03,1.208918968096104052e-01,3.258827812919065994e-03
7.750000000000021316e-01,5.600779102798332520e-02,5.303278545366007374e-03,1.060655709073201475e-01,2.979898185565076248e-03
8.250000000000028422e-01,5.387592630011275863e-02,4.701190037306574553e-03,9.402380074613148064e-02,2.730599513831524425e-03
8.750000000000000000e-01,5.185775459256377479e-02,4.188858496898502544e-03,8.377716993797004741e-02,2.507693431069779773e-03
9.250000000000007105e-01,4.995004483451715577e-02,3.729628354973139881e-03,7.459256709946279762e-02,2.308186329371407584e-03
9.750000000000014211e-01,4.814842752987708724e-02,3.300000161449185600e-03,6.600000322898370853e-02,2.129366593354864098e-03
1.025000000000002132e+00,4.644784399232883970e-02,2.888267725088142657e-03,5.776535450176285141e-02,1.968811148050065695e-03
1.075000000000002842e+00,4.484287360223760538e-02,2.492075239674617238e-03,4.984150479349234303e-02,1.824374347669098289e-03
1.125000000000000000e+00,4.332796720967123372e-02,2.115465730923023896e-03,4.230931461846047792e-02,1.694167581574311608e-03
1.175000000000000711e+00,4.189760961882948304e-02,1.765899538648362053e-03,3.531799077296723932e-02,1.576534813646131468e-03
1.225000000000001421e+00,4.054642929317125305e-02,1.451606411715062467e-03,2.903212823430124934e-02,1.470027183730557730e-03
1.275000000000002132e+00,3.926926931544590105e-02,1.179511679553427259e-03,2.359023359106854345e-02,1.373378453702249133e-03
1.325000000000002842e+00,3.806123028312375506e-02,9.538578363155906853e-04,1.907715672631181414e-02,1.285482232665303808e-03
1.375000000000000000e+00,3.691769316301096032e-02,7.755372240103171029e-04,1.551074448020634163e-02,1.205371395315133713e-03
1.425000000000000711e+00,3.583432806896134221e-02,6.420662295127581385e-04,1.284132459025516190e-02,1.132199798417953679e-03
1.475000000000001421e+00,3.480709335420672373e-02,5.480706907922931618e-04,1.096141381584586280e-02,1.065226225436574636e-03
1.525000000000002132e+00,3.383222822353512682e-02,4.861174766404544761e-04,9.722349532809088438e-03,1.003800397924614054e-03
1.575000000000002842e+00,3.290624118367520973e-02,4.477173434708766144e-04,8.954346869417531204e-03,9.473508517374694144e-04
1.625000000000000000e+00,3.202589599216739552e-02,4.243358940092327686e-04,8.486717880184655588e-03,8.953744655298443789e-04
1.675000000000000711e+00,3.118819627976273517e-02,4.082778608297705516e-04,8.165557216595410381e-03,8.474274353270283208e-04
1.725000000000001421e+00,3.039036966578076773e-02,3.933491529284057560e-04,7.866983058568114903e-03,8.031175040680981359e-04
1.775000000000002132e+00,2.962985192668720139e-02,3.752450172590729308e-04,7.504900345181458182e-03,7.620972740171915241e-04
1.825000000000002842e+00,2.890427159053589670e-02,3.516555566005660728e-04,7.033111132011321022e-03,7.240584499414630740e-04
1.875000000000000000e+00,2.821143519502048239e-02,3.221169301884570257e-04,6.442338603769140297e-03,6.887268803432663490e-04
1.925000000000000711e+00,2.754931335074168805e-02,2.876643967667979942e-04,5.753287935335959884e-03,6.558582819720956778e-04
1.975000000000001421e+00,2.691602768357378300e-02,2.503600310347144390e-04,5.007200620694288347e-03,6.252345489617251555e-04
2.025000000000002132e+00,2.630983868291560460e-02,2.127730961331404061e-04,4.255461922662807581e-03,5.966605621482782814e-04
2.075000000000002842e+00,2.572913445059421197e-02,1.774857232585602598e-04,3.549714465171205195e-03,5.699614264887097048e-04
2.125000000000000000e+00,2.517242032397821322e-02,1.466828690944976246e-04,2.933657381889952492e-03,5.449800751581337617e-04
2.175000000000000711e+00,2.463830933342501389e-02,1.218663381322943691e-04,2.437326762645887056e-03,5.215751880352372622e-04
2.225000000000001421e+00,2.412551344630010572e-02,1.037111030512605556e-04,2.074222061025211058e-03,4.996193800720221149e-04
2.275000000000002132e+00,2.363283554578723619e-02,9.206124405366818283e-05,1.841224881073363602e-03,4.789976216650131905e-04
2.325000000000002842e+00,2.315916209138857776e-02,8.604510127728952687e-05,1.720902025545790375e-03,4.596058587637232473e-04
2.375000000000000000e+00,2.270345640854827887e-02,8.427651755523344278e-05,1.685530351104668747e-03,4.413498052146897443e-04
