t,tau,detuning,population,dP_dtau,heat_power,mutual_information
6.800000000000000488e-02,5.440000000000000391e-02,6.799580788348261184e-03,9.989130348194767972e-01,-3.993978664057933753e-02,-3.173457026771786538e-02,1.700844423822446203e-02
7.000000000000000666e-02,5.600000000000000810e-02,6.999542702518756800e-03,9.988481935652007149e-01,-4.111176216371890957e-02,-3.265919890310253065e-02,1.788950654777089061e-02
7.200000000000000844e-02,5.760000000000001230e-02,7.199502377274779111e-03,9.987814773389567247e-01,-4.228350105177367674e-02,-3.358326470834555044e-02,1.878841694305277352e-02
7.399999999999999634e-02,5.920000000000000262e-02,7.399459748667944203e-03,9.987128865247414389e-01,-4.345499657827039258e-02,-3.450676246416878312e-02,1.970495910937265435e-02
7.599999999999999811e-02,6.079999999999999988e-02,7.599414752752816325e-03,9.986424215173130836e-01,-4.462624201965082610e-02,-3.542968695814942282e-02,2.063892246850269896e-02
7.799999999999999989e-02,6.240000000000000407e-02,7.799367325586986817e-03,9.985700827221840603e-01,-4.579723065535221127e-02,-3.635203298478119349e-02,2.159010186981601478e-02
8.000000000000000167e-02,6.400000000000000133e-02,7.999317403231157378e-03,9.984958705556178371e-01,-4.696795576788764109e-02,-3.727379534553551532e-02,2.255829730551085072e-02
8.200000000000000344e-02,6.560000000000000553e-02,8.199264921749225069e-03,9.984197854446232867e-01,-4.813841064292636446e-02,-3.819496884892244204e-02,2.354331364757047962e-02
8.400000000000000522e-02,6.720000000000000973e-02,8.399209817208357770e-03,9.983418278269491353e-01,-4.930858856937406220e-02,-3.911554831055159137e-02,2.454496040427608591e-02
8.600000000000000699e-02,6.880000000000001392e-02,8.599152025679080921e-03,9.982619981510798546e-01,-5.047848283945298442e-02,-4.003552855319271464e-02,2.556305149436841756e-02
8.799999999999999489e-02,7.040000000000000424e-02,8.799091483235359917e-03,9.981802968762295558e-01,-5.164808674878216405e-02,-4.095490440683644678e-02,2.659740503723707558e-02
8.999999999999999667e-02,7.199999999999999456e-02,8.999028125954681642e-03,9.980967244723362164e-01,-5.281739359645739457e-02,-4.187367070875461228e-02,2.764784315763349487e-02
9.199999999999999845e-02,7.359999999999999876e-02,9.198961889918125592e-03,9.980112814200560178e-01,-5.398639668513129097e-02,-4.279182230356062128e-02,2.871419180360260809e-02
9.400000000000000022e-02,7.520000000000000295e-02,9.398892711210462755e-03,9.979239682107593490e-01,-5.515508932109308704e-02,-4.370935404326952572e-02,2.979628057645008349e-02
9.600000000000000200e-02,7.680000000000000715e-02,9.598820525920225000e-03,9.978347853465220352e-01,-5.632346481434857832e-02,-4.462626078735813101e-02,3.089394257178655276e-02
9.800000000000000377e-02,7.840000000000001135e-02,9.798745270139790076e-03,9.977437333401222297e-01,-5.749151647869985005e-02,-4.554253740282482310e-02,3.200701423058948530e-02
1.000000000000000056e-01,8.000000000000001554e-02,9.998666879965464882e-03,9.976508127150325311e-01,-5.865923763182492867e-02,-4.645817876424926385e-02,3.313533519957908430e-02
1.020000000000000073e-01,8.160000000000000586e-02,1.019858529149757047e-02,9.975560240054129890e-01,-5.982662159535740570e-02,-4.737317975385200997e-02,3.427874820008824930e-02
1.040000000000000091e-01,8.320000000000001006e-02,1.039850044084050969e-02,9.974593677561072180e-01,-6.099366169496593659e-02,-4.828753526155388220e-02,3.543709890472597490e-02
1.059999999999999970e-01,8.480000000000000038e-02,1.059841226410286434e-02,9.973608445226338493e-01,-6.216035126043366332e-02,-4.920124018503531371e-02,3.661023582131858745e-02
1.079999999999999988e-01,8.640000000000000457e-02,1.079832069739747324e-02,9.972604548711807571e-01,-6.332668362573755372e-02,-5.011428942979536533e-02,3.779801018348782904e-02
1.100000000000000006e-01,8.800000000000000877e-02,1.099822567684150508e-02,9.971581993785973985e-01,-6.449265212912763667e-02,-5.102667790921077556e-02,3.900027584742196685e-02
1.120000000000000023e-01,8.960000000000001297e-02,1.119812713855655034e-02,9.970540786323895954e-01,-6.565825011320618187e-02,-5.193840054459468447e-02,4.021688919433513698e-02
1.140000000000000041e-01,9.120000000000000329e-02,1.139802501866870113e-02,9.969480932307102083e-01,-6.682347092500671992e-02,-5.284945226525537137e-02,4.144770903827896258e-02
1.160000000000000059e-01,9.280000000000000748e-02,1.159791925330862575e-02,9.968402437823551399e-01,-6.798830791607299306e-02,-5.375982800855463178e-02,4.269259653881988387e-02
1.180000000000000077e-01,9.440000000000001168e-02,1.179780977861165543e-02,9.967305309067516772e-01,-6.915275444253789205e-02,-5.466952271996623758e-02,4.395141511838968063e-02
1.199999999999999956e-01,9.600000000000000200e-02,1.199769653071786762e-02,9.966189552339557167e-01,-7.031680386520211545e-02,-5.557853135313393228e-02,4.522403038380346657e-02
1.219999999999999973e-01,9.760000000000000620e-02,1.219757944577216403e-02,9.965055174046403286e-01,-7.148044954961282893e-02,-5.648684886992954429e-02,4.651031005186011952e-02
1.239999999999999991e-01,9.920000000000001039e-02,1.239745845992435737e-02,9.963902180700916489e-01,-7.264368486614231069e-02,-5.739447024051078788e-02,4.781012387857732499e-02
1.260000000000000009e-01,1.008000000000000007e-01,1.259733350932924593e-02,9.962730578921979996e-01,-7.380650319006626381e-02,-5.830139044337891152e-02,4.912334359198008982e-02
1.280000000000000027e-01,1.024000000000000049e-01,1.279720453014669690e-02,9.961540375434433381e-01,-7.496889790164222578e-02,-5.920760446543619354e-02,5.044984282809313048e-02
1.300000000000000044e-01,1.040000000000000091e-01,1.299707145854172956e-02,9.960331577069001519e-01,-7.613086238618776980e-02,-6.011310730204327130e-02,5.178949706998781793e-02
1.320000000000000062e-01,1.056000000000000133e-01,1.319693423068459513e-02,9.959104190762190223e-01,-7.729239003415852571e-02,-6.101789395707624825e-02,5.314218358972439687e-02
1.340000000000000080e-01,1.072000000000000175e-01,1.339679278275087045e-02,9.957858223556227406e-01,-7.845347424122625646e-02,-6.192195944298373861e-02,5.450778139292702940e-02
1.360000000000000098e-01,1.088000000000000078e-01,1.359664705092150996e-02,9.956593682598960937e-01,-7.961410840835668468e-02,-6.282529878084355812e-02,5.588617116592829726e-02
1.380000000000000115e-01,1.104000000000000120e-01,1.379649697138296202e-02,9.955310575143783147e-01,-8.077428594188723610e-02,-6.372790700041949807e-02,5.727723522525597633e-02
1.400000000000000133e-01,1.120000000000000162e-01,1.399634248032722260e-02,9.954008908549538681e-01,-8.193400025360463024e-02,-6.462977914021757198e-02,5.868085746937093394e-02
1.420000000000000151e-01,1.136000000000000204e-01,1.419618351395193247e-02,9.952688690280444561e-01,-8.309324476082247113e-02,-6.553091024754249816e-02,6.009692333249570112e-02
1.440000000000000169e-01,1.152000000000000246e-01,1.439602000846045872e-02,9.951349927905991377e-01,-8.425201288645846331e-02,-6.643129537855356481e-02,6.152531974044769814e-02
1.459999999999999909e-01,1.168000000000000010e-01,1.459585190006196069e-02,9.949992629100863351e-01,-8.541029805911166950e-02,-6.733092959832058522e-02,6.296593506832499909e-02
1.479999999999999927e-01,1.184000000000000052e-01,1.479567912497149404e-02,9.948616801644831753e-01,-8.656809371313982371e-02,-6.822980798087979748e-02,6.441865909998981121e-02
1.499999999999999944e-01,1.199999999999999956e-01,1.499550161941007147e-02,9.947222453422681632e-01,-8.772539328873595055e-02,-6.912792560928907037e-02,6.588338298918919311e-02
1.519999999999999962e-01,1.215999999999999998e-01,1.519531931960475639e-02,9.945809592424098566e-01,-8.888219023200551183e-02,-7.002527757568347000e-02,6.735999922230062609e-02
1.539999999999999980e-01,1.232000000000000040e-01,1.539513216178873926e-02,9.944378226743585403e-01,-9.003847799504294258e-02,-7.092185898133036848e-02,6.884840158254433573e-02
1.559999999999999998e-01,1.248000000000000081e-01,1.559494008220141913e-02,9.942928364580366773e-01,-9.119425003600817314e-02,-7.181766493668427509e-02,7.034848511562842577e-02
1.580000000000000016e-01,1.264000000000000123e-01,1.579474301708849379e-02,9.941460014238289178e-01,-9.234949981920324846e-02,-7.271269056144182008e-02,7.186014609674473697e-02
1.600000000000000033e-01,1.280000000000000027e-01,1.599454090270201884e-02,9.939973184125712180e-01,-9.350422081514823958e-02,-7.360693098459605843e-02,7.338328199885134351e-02
1.620000000000000051e-01,1.296000000000000207e-01,1.619433367530051168e-02,9.938467882755425142e-01,-9.465840650065779349e-02,-7.450038134449113447e-02,7.491779146214144758e-02
1.640000000000000069e-01,1.312000000000000111e-01,1.639412127114903486e-02,9.936944118744529542e-01,-9.581205035891675326e-02,-7.539303678887618321e-02,7.646357426470021257e-02
1.660000000000000087e-01,1.328000000000000014e-01,1.659390362651924286e-02,9.935401900814346821e-01,-9.696514587955615272e-02,-7.628489247495953696e-02,7.802053129423081046e-02
1.680000000000000104e-01,1.344000000000000195e-01,1.679368067768950701e-02,9.933841237790319578e-01,-9.811768655872885048e-02,-7.717594356946234913e-02,7.958856452082997690e-02
1.700000000000000122e-01,1.360000000000000098e-01,1.699345236094496753e-02,9.932262138601893886e-01,-9.926966589918502504e-02,-7.806618524867224573e-02,8.116757697077431333e-02
1.720000000000000140e-01,1.376000000000000278e-01,1.719321861257762721e-02,9.930664612282412707e-01,-1.004210774103476700e-01,-7.895561269849679653e-02,8.275747270124049482e-02
1.740000000000000158e-01,1.392000000000000182e-01,1.739297936888643120e-02,9.929048667969021524e-01,-1.015719146083875479e-01,-7.984422111451645876e-02,8.435815677591369799e-02
1.759999999999999898e-01,1.408000000000000085e-01,1.759273456617733641e-02,9.927414314902553993e-01,-1.027221710162983664e-01,-8.073200570203771520e-02,8.596953524147502024e-02
1.779999999999999916e-01,1.423999999999999988e-01,1.779248414076341905e-02,9.925761562427413143e-01,-1.038718401639717182e-01,-8.161896167614587916e-02,8.759151510491204606e-02
1.799999999999999933e-01,1.439999999999999891e-01,1.799222802896491974e-02,9.924090419991472567e-01,-1.050209155882717710e-01,-8.250508426175752474e-02,8.922400431159206724e-02
1.819999999999999951e-01,1.456000000000000072e-01,1.819196616710936146e-02,9.922400897145966514e-01,-1.061693908331096808e-01,-8.339036869367290328e-02,9.086691172409309958e-02
1.839999999999999969e-01,1.471999999999999975e-01,1.839169849153160161e-02,9.920693003545352218e-01,-1.073172594495181292e-01,-8.427481021662810989e-02,9.252014710177564050e-02
1.859999999999999987e-01,1.488000000000000156e-01,1.859142493857392220e-02,9.918966748947232182e-01,-1.084645149957255417e-01,-8.515840408534695871e-02,9.418362108097849683e-02
1.880000000000000004e-01,1.504000000000000059e-01,1.879114544458613048e-02,9.917222143212204299e-01,-1.096111510372298897e-01,-8.604114556459263596e-02,9.585724515593740946e-02
1.900000000000000022e-01,1.520000000000000240e-01,1.899085994592560056e-02,9.915459196303766376e-01,-1.107571611468728401e-01,-8.692302992921942251e-02,9.754093166027544282e-02
1.920000000000000040e-01,1.536000000000000143e-01,1.919056837895739484e-02,9.913677918288194002e-01,-1.119025389049133484e-01,-8.780405246422375021e-02,9.923459374911750008e-02
1.940000000000000058e-01,1.552000000000000046e-01,1.939027068005430218e-02,9.911878319334416210e-01,-1.130472778991011701e-01,-8.868420846479542485e-02,1.009381453817793789e-01
1.960000000000000075e-01,1.568000000000000227e-01,1.958996678559697668e-02,9.910060409713893348e-01,-1.141913717247500931e-01,-8.956349323636837723e-02,1.026515013050038339e-01
1.980000000000000093e-01,1.584000000000000130e-01,1.978965663197395849e-02,9.908224199800501619e-01,-1.153348139848112269e-01,-9.044190209467138641e-02,1.043745770367164732e-01
2.000000000000000111e-01,1.600000000000000311e-01,1.998934015558178484e-02,9.906369700070417617e-01,-1.164775982899458606e-01,-9.131943036577834516e-02,1.061072888502868072e-01
2.020000000000000129e-01,1.616000000000000214e-01,2.018901729282508370e-02,9.904496921101970663e-01,-1.176197182585983769e-01,-9.219607338615866399e-02,1.078495537593034126e-01
2.040000000000000147e-01,1.632000000000000117e-01,2.038868798011661196e-02,9.902605873575544004e-01,-1.187611675170687220e-01,-9.307182650272707858e-02,1.096012895027687062e-01
2.060000000000000164e-01,1.648000000000000298e-01,2.058835215387738032e-02,9.900696568273431586e-01,-1.199019396995848891e-01,-9.394668507289349879e-02,1.113624145307813146e-01
2.080000000000000182e-01,1.664000000000000201e-01,2.078800975053672270e-02,9.898769016079709271e-01,-1.210420284483750830e-01,-9.482064446461241358e-02,1.131328479906342360e-01
2.099999999999999922e-01,1.680000000000000104e-01,2.098766070653233784e-02,9.896823227980123816e-01,-1.221814274137397321e-01,-9.569370005643228205e-02,1.149125097133085888e-01
2.119999999999999940e-01,1.696000000000000008e-01,2.118730495831044544e-02,9.894859215061954094e-01,-1.233201302541234445e-01,-9.656584723754461919e-02,1.167013202003896744e-01
2.139999999999999958e-01,1.712000000000000188e-01,2.138694244232579311e-02,9.892876988513858993e-01,-1.244581306361863815e-01,-9.743708140783263749e-02,1.184992006113758933e-01
2.159999999999999976e-01,1.728000000000000091e-01,2.158657309504177779e-02,9.890876559625786379e-01,-1.255954222348761029e-01,-9.830739797792024948e-02,1.203060727512991479e-01
2.179999999999999993e-01,1.743999999999999995e-01,2.178619685293051167e-02,9.888857939788809892e-01,-1.267319987334982745e-01,-9.917679236921997377e-02,1.221218590587637154e-01
2.200000000000000011e-01,1.760000000000000175e-01,2.198581365247291933e-02,9.886821140494994609e-01,-1.278678538237881801e-01,-1.000452600139813963e-01,1.239464825942988568e-01
2.220000000000000029e-01,1.776000000000000079e-01,2.218542343015879673e-02,9.884766173337286022e-01,-1.290029812059813319e-01,-1.009127963553390628e-01,1.257798670290178333e-01
2.240000000000000047e-01,1.792000000000000259e-01,2.238502612248690141e-02,9.882693050009342395e-01,-1.301373745888840250e-01,-1.017793968473599819e-01,1.276219366336431293e-01
2.260000000000000064e-01,1.808000000000000163e-01,2.258462166596504270e-02,9.880601782305421521e-01,-1.312710276899439199e-01,-1.026450569550912961e-01,1.294726162677872217e-01
2.280000000000000082e-01,1.824000000000000066e-01,2.278420999711013376e-02,9.878492382120226400e-01,-1.324039342353201809e-01,-1.035097721546072713e-01,1.313318313695627515e-01
2.300000000000000100e-01,1.840000000000000246e-01,2.298379105244831647e-02,9.876364861448778676e-01,-1.335360879599533923e-01,-1.043735379330563845e-01,1.331995079454510178e-01
2.320000000000000118e-01,1.856000000000000150e-01,2.318336476851500308e-02,9.874219232386262091e-01,-1.346674826076355580e-01,-1.052363497887080640e-01,1.350755725604695368e-01
2.340000000000000135e-01,1.872000000000000330e-01,2.338293108185496294e-02,9.872055507127890372e-01,-1.357981119310795459e-01,-1.060982032309992773e-01,1.369599523285813247e-01
2.360000000000000153e-01,1.888000000000000234e-01,2.358248992902242658e-02,9.869873697968772897e-01,-1.369279696919883382e-01,-1.069590937805804248e-01,1.388525749033600598e-01
2.380000000000000171e-01,1.904000000000000137e-01,2.378204124658113774e-02,9.867673817303734829e-01,-1.380570496611243370e-01,-1.078190169693617473e-01,1.407533684689405429e-01
2.399999999999999911e-01,1.920000000000000040e-01,2.398158497110445056e-02,9.865455877627222758e-01,-1.391853456183783089e-01,-1.086779683405589142e-01,1.426622617311313901e-01
2.419999999999999929e-01,1.935999999999999943e-01,2.418112103917540584e-02,9.863219891533118178e-01,-1.403128513528379695e-01,-1.095359434487385430e-01,1.445791839088370612e-01
2.439999999999999947e-01,1.952000000000000124e-01,2.438064938738681436e-02,9.860965871714600928e-01,-1.414395606628563729e-01,-1.103929378598634131e-01,1.465040647256572459e-01
2.459999999999999964e-01,1.968000000000000027e-01,2.458016995234132973e-02,9.858693830964009308e-01,-1.425654673561207175e-01,-1.112489471513378458e-01,1.484368344017037988e-01
2.479999999999999982e-01,1.984000000000000208e-01,2.477968267065152122e-02,9.856403782172676875e-01,-1.436905652497194874e-01,-1.121039669120519194e-01,1.503774236456437152e-01
2.500000000000000000e-01,2.000000000000000111e-01,2.497918747893998481e-02,9.854095738330800325e-01,-1.448148481702110635e-01,-1.129579927424265162e-01,1.523257636469163567e-01
2.520000000000000018e-01,2.016000000000000014e-01,2.517868431383939523e-02,9.851769712527259637e-01,-1.459383099536909756e-01,-1.138110202544573984e-01,1.542817860681841569e-01
2.540000000000000036e-01,2.032000000000000195e-01,2.537817311199259268e-02,9.849425717949493730e-01,-1.470609444458590709e-01,-1.146630450717591593e-01,1.562454230379240194e-01
2.560000000000000053e-01,2.048000000000000098e-01,2.557765381005267305e-02,9.847063767883320606e-01,-1.481827455020870155e-01,-1.155140628296092015e-01,1.582166071432467291e-01
2.580000000000000071e-01,2.064000000000000279e-01,2.577712634468304689e-02,9.844683875712803012e-01,-1.493037069874849354e-01,-1.163640691749912026e-01,1.601952714228534191e-01
2.600000000000000089e-01,2.080000000000000182e-01,2.597659065255755045e-02,9.842286054920081906e-01,-1.504238227769680858e-01,-1.172130597666383445e-01,1.621813493601895473e-01
2.620000000000000107e-01,2.096000000000000085e-01,2.617604667036048730e-02,9.839870319085214367e-01,-1.515430867553232974e-01,-1.180610302750763757e-01,1.641747748767590775e-01
2.640000000000000124e-01,2.112000000000000266e-01,2.637549433478674973e-02,9.837436681886035927e-01,-1.526614928172752295e-01,-1.189079763826664804e-01,1.661754823255789104e-01
2.660000000000000142e-01,2.128000000000000169e-01,2.657493358254186741e-02,9.834985157097970720e-01,-1.537790348675522334e-01,-1.197538937836477163e-01,1.681834064848301002e-01
2.680000000000000160e-01,2.144000000000000350e-01,2.677436435034209750e-02,9.832515758593899369e-01,-1.548957068209519117e-01,-1.205987781841791895e-01,1.701984825516123512e-01
2.700000000000000178e-01,2.160000000000000253e-01,2.697378657491451837e-02,9.830028500343973574e-01,-1.560115026024069262e-01,-1.214426253023822982e-01,1.722206461358866958e-01
2.720000000000000195e-01,2.176000000000000156e-01,2.717320019299707470e-02,9.827523396415478452e-01,-1.571264161470498633e-01,-1.222854308683823388e-01,1.742498332545210082e-01
2.740000000000000213e-01,2.192000000000000337e-01,2.737260514133869199e-02,9.825000460972632688e-01,-1.582404414002783477e-01,-1.231271906243499165e-01,1.762859803255221736e-01
2.760000000000000231e-01,2.208000000000000240e-01,2.757200135669935631e-02,9.822459708276473078e-01,-1.593535723178198249e-01,-1.239679003245424127e-01,1.783290241623329275e-01
2.780000000000000249e-01,2.224000000000000421e-01,2.777138877585015597e-02,9.819901152684641366e-01,-1.604658028657958702e-01,-1.248075557353447440e-01,1.803789019683361972e-01
2.800000000000000266e-01,2.240000000000000324e-01,2.797076733557340641e-02,9.817324808651242130e-01,-1.615771270207865817e-01,-1.256461526353102320e-01,1.824355513314272481e-01
2.820000000000000284e-01,2.256000000000000227e-01,2.817013697266269878e-02,9.814730690726686246e-01,-1.626875387698944186e-01,-1.264836868152009186e-01,1.844989102187188923e-01
2.840000000000000302e-01,2.272000000000000408e-01,2.836949762392300053e-02,9.812118813557475505e-01,-1.637970321108081773e-01,-1.273201540780279639e-01,1.865689169714113693e-01
2.860000000000000320e-01,2.288000000000000311e-01,2.856884922617072831e-02,9.809489191886089365e-01,-1.649056010518659687e-01,-1.281555502390913093e-01,1.886455102996951461e-01
2.880000000000000338e-01,2.304000000000000492e-01,2.876819171623380342e-02,9.806841840550784006e-01,-1.660132396121188347e-01,-1.289898711260194786e-01,1.907286292778350989e-01
2.899999999999999800e-01,2.319999999999999840e-01,2.896752503095178372e-02,9.804176774485414692e-01,-1.671199418213937526e-01,-1.298231125788090745e-01,1.928182133393436803e-01
2.919999999999999818e-01,2.336000000000000021e-01,2.916684910717589480e-02,9.801494008719281448e-01,-1.682257017203561134e-01,-1.306552704498637751e-01,1.949142022722408774e-01
2.939999999999999836e-01,2.351999999999999924e-01,2.936616388176913756e-02,9.798793558376940327e-01,-1.693305133605720603e-01,-1.314863406040331362e-01,1.970165362144433163e-01
2.959999999999999853e-01,2.368000000000000105e-01,2.956546929160634718e-02,9.796075438678042424e-01,-1.704343708045710226e-01,-1.323163189186513933e-01,1.991251556492307784e-01
2.979999999999999871e-01,2.384000000000000008e-01,2.976476527357429722e-02,9.793339664937146249e-01,-1.715372681259075827e-01,-1.331452012835758203e-01,2.012400014008298155e-01
2.999999999999999889e-01,2.399999999999999911e-01,2.996405176457174815e-02,9.790586252563541203e-01,-1.726391994092225379e-01,-1.339729836012243103e-01,2.033610146300827981e-01
3.019999999999999907e-01,2.416000000000000092e-01,3.016332870150956191e-02,9.787815217061078821e-01,-1.737401587503054068e-01,-1.347996617866140112e-01,2.054881368302020062e-01
3.039999999999999925e-01,2.431999999999999995e-01,3.036259602131075735e-02,9.785026574027980706e-01,-1.748401402561543527e-01,-1.356252317673979357e-01,2.076213098226304399e-01
3.059999999999999942e-01,2.448000000000000176e-01,3.056185366091058661e-02,9.782220339156679767e-01,-1.759391380450379405e-01,-1.364496894839030139e-01,2.097604757529634989e-01
3.079999999999999960e-01,2.464000000000000079e-01,3.076110155725664264e-02,9.779396528233617047e-01,-1.770371462465553658e-01,-1.372730308891665640e-01,2.119055770869889554e-01
3.099999999999999978e-01,2.479999999999999982e-01,3.096033964730889737e-02,9.776555157139062979e-01,-1.781341590016966292e-01,-1.380952519489730967e-01,2.140565566067895165e-01
3.119999999999999996e-01,2.496000000000000163e-01,3.115956786803982664e-02,9.773696241846950850e-01,-1.792301704629030989e-01,-1.389163486418911464e-01,2.162133574069162456e-01
3.140000000000000013e-01,2.512000000000000344e-01,3.135878615643444833e-02,9.770819798424681402e-01,-1.803251747941266858e-01,-1.397363169593088261e-01,2.183759228906614336e-01
3.160000000000000031e-01,2.528000000000000247e-01,3.155799444949043686e-02,9.767925843032935207e-01,-1.814191661708897119e-01,-1.405551529054700766e-01,2.205441967664008573e-01
3.180000000000000049e-01,2.544000000000000150e-01,3.175719268421816482e-02,9.765014391925496140e-01,-1.825121387803441131e-01,-1.413728524975103595e-01,2.227181230440014592e-01
3.200000000000000067e-01,2.560000000000000053e-01,3.195638079764081402e-02,9.762085461449053758e-01,-1.836040868213305866e-01,-1.421894117654920464e-01,2.248976460313163450e-01
3.220000000000000084e-01,2.575999999999999956e-01,3.215555872679443788e-02,9.759139068043033438e-01,-1.846950045044367106e-01,-1.430048267524390015e-01,2.270827103307292705e-01
