sigma_ep,r_ep,C_half,C_three_quarters,C_one,weight_1,weight_2,width_ratio_1,width_ratio_2
-9.389296470798397243e-01,1.702728289303805376e+00,4.369945723754667277e+00,-1.207193523069762575e+00,-5.942696953650382641e-01,6.500000000000000222e-01,3.499999999999999778e-01,1.000000000000000000e+00,3.000000000000000000e+00
