a,ell,positive_heatlike_integral_over_gamma0,probability_backflow,final_population,min_Pdot,max_Pdot
4.165990831887118190e-02,2.782014478003976610e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.255583418429095317e-15,-6.374997173008367657e-01,0.000000000000000000e+00
4.165990831887118190e-02,2.955580687098715575e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.919784570676180256e-15,-6.466252368746010504e-01,0.000000000000000000e+00
4.165990831887118190e-02,3.139975462751139812e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.130054045991108301e-15,-6.556682318200600657e-01,0.000000000000000000e+00
4.165990831887118190e-02,3.335874384927570713e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.705509835460909736e-15,-6.645923547951904098e-01,0.000000000000000000e+00
4.165990831887118190e-02,3.543995182136195243e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.543462541774628167e-15,-6.734886368254140443e-01,0.000000000000000000e+00
4.165990831887118190e-02,3.765100361018915542e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.584007523818978907e-15,-6.822565193792018423e-01,0.000000000000000000e+00
4.165990831887118190e-02,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.791655665779918766e-15,-6.909515509950929779e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.000000000000000021e-02,6.110519511966566952e+00,3.182117141927959802e-01,8.726745931780395260e-01,-4.283246337880512733e-02,4.645929868504631438e-02
4.445159245362464984e-02,1.062388679306682480e-02,6.367432140580399746e+00,3.315577994908103787e-01,8.652102425656321705e-01,-4.506477428050285200e-02,4.854800360689693478e-02
4.445159245362464984e-02,1.128669705918996895e-02,6.627248292092342119e+00,3.450497269459466554e-01,8.573188267245255290e-01,-4.739880246013390697e-02,5.068319878600487105e-02
4.445159245362464984e-02,1.199085918244744732e-02,6.889275853968722885e+00,3.586512236418743504e-01,8.489763593205870151e-01,-4.982832774764912875e-02,5.285983898972661937e-02
4.445159245362464984e-02,1.273895305059274952e-02,7.152776852569168398e+00,3.723237560907924903e-01,8.401577051767138427e-01,-5.235461879390325424e-02,5.507311953240590086e-02
4.445159245362464984e-02,1.353371950716906330e-02,7.416698103691692801e+00,3.860120773871493216e-01,8.308366349847889909e-01,-5.497882364996675708e-02,5.731681190165774376e-02
4.445159245362464984e-02,1.437807039332842686e-02,7.679834487604660254e+00,3.996529791962683542e-01,8.209859247442037322e-01,-5.770183805491346796e-02,5.958437785586176427e-02
4.445159245362464984e-02,1.527509921614669981e-02,7.940922408982543423e+00,4.131802673212462418e-01,8.105775120471114814e-01,-6.052450166013287336e-02,6.186788778606797101e-02
4.445159245362464984e-02,1.622809248252063061e-02,8.198489983740049780e+00,4.265168740733417119e-01,7.995827231063952212e-01,-6.344688685816403384e-02,6.415876504476762665e-02
4.445159245362464984e-02,1.724054174017179350e-02,8.451057705836220180e+00,4.395854338194689070e-01,7.879725860499855461e-01,-6.646932472557941229e-02,6.644790986794693599e-02
4.445159245362464984e-02,1.831615636987284426e-02,8.697094637557725605e+00,4.523059046854481791e-01,7.757182472898359604e-01,-6.959164622790404986e-02,6.872572420864798970e-02
4.445159245362464984e-02,1.945887717576388898e-02,8.934797032014296647e+00,4.645840760620741361e-01,7.627915084533303247e-01,-7.281338112001591034e-02,7.098143886516065926e-02
4.445159245362464984e-02,2.067289082355074428e-02,9.162451146961902992e+00,4.763304410570043945e-01,7.491655011036434386e-01,-7.613397072400351906e-02,7.320299980600336598e-02
4.445159245362464984e-02,2.196264517948329914e-02,9.378213310606438924e+00,4.874489028952758707e-01,7.348155148582516949e-01,-7.955208844600529516e-02,7.537890006136632737e-02
4.445159245362464984e-02,2.333286560631255002e-02,9.580176366377930464e+00,4.978400768021863376e-01,7.197199910542836365e-01,-8.306710119075329246e-02,7.749614789773005830e-02
4.445159245362464984e-02,2.478857227593068979e-02,9.766480374220327221e+00,5.074071720692758802e-01,7.038616882584149970e-01,-8.667722978899389252e-02,7.954161354869612732e-02
4.445159245362464984e-02,2.633509856212426156e-02,9.935188739607012209e+00,5.160495555511885879e-01,6.872290171075449150e-01,-9.038092594906538269e-02,8.150254300625583981e-02
4.445159245362464984e-02,2.797811058082649155e-02,1.008446415125517426e+01,5.236717539512028008e-01,6.698175296569037762e-01,-9.417664411818499337e-02,8.336469879963304130e-02
4.445159245362464984e-02,2.972362794946058900e-02,1.021246316861690318e+01,5.301783084327309492e-01,6.516315321861745335e-01,-9.806244318123297221e-02,8.511498432314701379e-02
4.445159245362464984e-02,3.157804584143061172e-02,1.031744022857767007e+01,5.354789154607566548e-01,6.326857700956785013e-01,-1.020364956408810891e-01,8.673929617997035157e-02
4.445159245362464984e-02,3.354815841656336173e-02,1.039781826785018204e+01,5.394921615488759148e-01,6.130071093362244872e-01,-1.060967884096284536e-01,8.822595252727330473e-02
4.445159245362464984e-02,3.564118371334409202e-02,1.045208440479184908e+01,5.421402529667190828e-01,5.926361115742541097e-01,-1.102415075943012635e-01,8.956122973094471362e-02
4.445159245362464984e-02,3.786479009414649155e-02,1.047901799271455126e+01,5.433607096772961054e-01,5.716283716197884113e-01,-1.144687203827377681e-01,9.073493006792840432e-02
4.445159245362464984e-02,4.022712434034501905e-02,1.047749632858102942e+01,5.430963199234944971e-01,5.500554581768136719e-01,-1.187772136987888943e-01,9.173506378463525124e-02
4.445159245362464984e-02,4.273684150024484318e-02,1.044675189769580825e+01,5.413086060917844389e-01,5.280052765312831520e-01,-1.231648294201294624e-01,9.255262145352885494e-02
4.445159245362464984e-02,4.540313659918413652e-02,1.038611834686391688e+01,5.379643938946406800e-01,5.055816594213984327e-01,-1.276311127741894813e-01,9.317993498600515845e-02
4.445159245362464984e-02,4.823577832798812970e-02,1.029548856643734744e+01,5.330599125093947732e-01,4.829029961836223683e-01,-1.321745569541826204e-01,9.361023822762881696e-02
4.445159245362464984e-02,5.124514483320120189e-02,1.017480355865198938e+01,5.265938439948990579e-01,4.600997371454269569e-01,-1.367944786288846915e-01,9.383851302963393259e-02
4.445159245362464984e-02,5.444226174022428338e-02,1.002445805530679834e+01,5.185887532525172983e-01,4.373106667978900464e-01,-1.414904228833504529e-01,9.386277710943484454e-02
4.445159245362464984e-02,5.783884254866560048e-02,9.845171207207840780e+00,5.090840026854065448e-01,4.146779307464653619e-01,-1.462628905363776433e-01,9.368082356345354411e-02
4.445159245362464984e-02,6.144733154790400081e-02,9.637937206383245581e+00,4.981334099318174280e-01,3.923409298338368933e-01,-1.511115742324514177e-01,9.329494960127988901e-02
4.445159245362464984e-02,6.528094941009757179e-02,9.404130887160404129e+00,4.858105454318650818e-01,3.704293568712054840e-01,-1.560366982140073966e-01,9.270667206752981893e-02
4.445159245362464984e-02,6.935374162767990458e-02,9.145342584648451734e+00,4.722001557587486298e-01,3.490558363084941829e-01,-1.610404172698111092e-01,9.192063063340989715e-02
4.445159245362464984e-02,7.368062997280773463e-02,8.863506207610955201e+00,4.574047500836396218e-01,3.283088148280086660e-01,-1.661224063882436597e-01,9.094445402883162555e-02
4.445159245362464984e-02,7.827746716729556964e-02,8.560770691006414523e+00,4.415378742177947791e-01,3.082465112383804828e-01,-1.712853942203815261e-01,8.978475159619922485e-02
4.445159245362464984e-02,8.316109496333533302e-02,8.239562654981567036e+00,4.247274295353088980e-01,2.888928286258483635e-01,-1.765299037975540664e-01,8.845132289466262066e-02
4.445159245362464984e-02,8.834940584779542305e-02,7.902368981659513736e+00,4.071041569492644396e-01,2.702361177385375623e-01,-1.818587719649457091e-01,8.695444983362295155e-02
4.445159245362464984e-02,9.386140859616946830e-02,7.552605450694041878e+00,3.888477519958455919e-01,2.522315188931801844e-01,-1.872733500908076720e-01,8.530574555491551858e-02
4.445159245362464984e-02,9.971729791634936779e-02,7.198404968348370403e+00,3.703891964877079612e-01,2.348072758694696449e-01,-1.927756264967217248e-01,8.351733708042857751e-02
4.445159245362464984e-02,1.059385284373813990e-01,6.841708254589106808e+00,3.518286621807395487e-01,2.178749125682354904e-01,-1.983689912439119130e-01,8.160103896502493570e-02
4.445159245362464984e-02,1.125478933142830401e-01,6.482420575249524752e+00,3.331576124243359471e-01,2.013425345796043819e-01,-2.040544845143993091e-01,7.956948670662167267e-02
4.445159245362464984e-02,1.195696077369105548e-01,6.120632565264849667e+00,3.143770264238433532e-01,1.851298522944161695e-01,-2.098346183905006879e-01,7.743475102819079303e-02
4.445159245362464984e-02,1.270293976488344745e-01,5.756675705660335041e+00,2.955007359374888787e-01,1.691829508624466405e-01,-2.157118390522484719e-01,7.520911240362854189e-02
4.445159245362464984e-02,1.349545940012686629e-01,5.391453718252944505e+00,2.765728955095920205e-01,1.534865092395873709e-01,-2.216883939319457542e-01,7.290405164006515115e-02
4.445159245362464984e-02,1.433742328873773286e-01,5.026535879585531497e+00,2.576730806834242049e-01,1.380712379760702657e-01,-2.277661674369180489e-01,7.053030391148121248e-02
4.445159245362464984e-02,1.523191619238295214e-01,4.664263605714660699e+00,2.389219137252620584e-01,1.230148474097212397e-01,-2.339464800929715038e-01,6.809788411085850035e-02
4.445159245362464984e-02,1.618221532693579490e-01,4.307455523172252221e+00,2.204656864707272845e-01,1.084358547713989984e-01,-2.402334458570774545e-01,6.561607444711335668e-02
4.445159245362464984e-02,1.719180236943967377e-01,3.959447866586383924e+00,2.024781624755546405e-01,9.448083875382214114e-02,-2.466255165156951146e-01,6.309336783397710702e-02
4.445159245362464984e-02,1.826437621417049684e-01,3.626312561127448486e+00,1.852791764011963160e-01,8.130707827039720947e-02,-2.531279968909532774e-01,6.053736339388562232e-02
4.445159245362464984e-02,1.940386652453297833e-01,3.311874822937631357e+00,1.690687773559748919e-01,6.906352598847037561e-02,-2.597395587755418900e-01,5.795549674482015912e-02
4.445159245362464984e-02,2.061444813044173707e-01,3.017084778910552600e+00,1.538938897848352305e-01,5.787345551783315556e-02,-2.664619291745772278e-01,5.535427126015847465e-02
4.445159245362464984e-02,2.190055632393610729e-01,2.743339815501885770e+00,1.398255408938808286e-01,4.782171823523469895e-02,-2.732960483301796195e-01,5.273928841902291581e-02
4.445159245362464984e-02,2.326690310906809056e-01,2.488839521460609383e+00,1.267652144771845013e-01,3.894841756578121955e-02,-2.802417799458793435e-01,5.011614976507294122e-02
4.445159245362464984e-02,2.471849446559939156e-01,2.251673331589029381e+00,1.146092237552104875e-01,3.124926421732233603e-02,-2.873035963768671430e-01,4.749009281591195369e-02
4.445159245362464984e-02,2.626064868975767630e-01,2.031777750475200151e+00,1.033523217870321587e-01,2.468138110396875251e-02,-2.944760196837113986e-01,4.486690035806906174e-02
4.445159245362464984e-02,2.789901587924841775e-01,1.829510077013687841e+00,9.301148515949778095e-02,1.917233826601348265e-02,-3.017650787481632180e-01,4.225124460671940418e-02
4.445159245362464984e-02,2.963959863391089078e-01,1.642988900509432026e+00,8.348666318599926028e-02,1.462998341707774652e-02,-3.091662903364970627e-01,3.964881484737800554e-02
4.445159245362464984e-02,3.148877404786074030e-01,1.469665644253439929e+00,7.464340903516317183e-02,1.095116089742705946e-02,-3.166803830752571991e-01,3.706488914017359165e-02
4.445159245362464984e-02,3.345331707369330609e-01,1.309157939166503803e+00,6.646089874542138176e-02,8.028371367186416113e-03,-3.243069721831656760e-01,3.450571879840676204e-02
4.445159245362464984e-02,3.554042534434871947e-01,1.161036213846455389e+00,5.891593669388576343e-02,5.754380469728806978e-03,-3.320442095243247849e-01,3.197710654379685297e-02
4.445159245362464984e-02,3.775774554358037882e-01,1.024748218507719244e+00,5.197918893459221173e-02,4.025379167116480313e-03,-3.398910758699495438e-01,2.948640174221269297e-02
4.445159245362464984e-02,4.011340142164213640e-01,8.997455576017088230e-01,4.562158983679527602e-02,2.743402445653655292e-03,-3.478501514984259635e-01,2.703989365927532765e-02
4.445159245362464984e-02,4.261602355883718496e-01,7.854893223159834514e-01,3.981466816857410357e-02,1.818445012718129198e-03,-3.559128002246519928e-01,2.464618103668940463e-02
4.445159245362464984e-02,4.527478098597549905e-01,6.814317519393915390e-01,3.452962254420539195e-02,1.170328500436539207e-03,-3.640807184994912515e-01,2.231305470098355476e-02
4.445159245362464984e-02,4.809941477758980510e-01,5.871400148672845098e-01,2.974363576287553795e-02,7.301087977392522977e-04,-3.723543232405351899e-01,2.004835528243546772e-02
4.445159245362464984e-02,5.110027374098795594e-01,5.023776764477267953e-01,2.544411378782198904e-02,4.407660379498794462e-04,-3.807267807489852496e-01,1.786256153988990264e-02
4.445159245362464984e-02,5.428835233189813758e-01,4.255778458189498625e-01,2.155015059224683893e-02,2.570517954807993439e-04,-3.891955813779348072e-01,1.576324198556070671e-02
4.445159245362464984e-02,5.767533093562111635e-01,3.562087280950901880e-01,1.803419346521100211e-02,1.445622312879633799e-04,-3.977563931667977282e-01,1.376063391801666223e-02
4.445159245362464984e-02,6.127361866127036816e-01,2.940777885256726232e-01,1.488614362050581265e-02,7.825692047341793658e-05,-4.064139495431969284e-01,1.186389509997147311e-02
4.445159245362464984e-02,6.509639880588831140e-01,2.389276666989700315e-01,1.209265575155149021e-02,4.070333327239180016e-05,-4.151572430292875815e-01,1.008287452161508654e-02
4.445159245362464984e-02,6.915767715500877877e-01,1.904904108019591369e-01,9.639879504300114324e-03,2.030451160270338516e-05,-4.239786239880996010e-01,8.425730761063971591e-03
4.445159245362464984e-02,7.347233329662770096e-01,1.484769492212112962e-01,7.512931977821550762e-03,9.697457188581635535e-06,-4.328860844533259922e-01,6.902049394310346905e-03
4.445159245362464984e-02,7.805617513658469342e-01,1.125736993556522014e-01,5.695721669244035133e-03,4.427203329197372491e-06,-4.418658469130536393e-01,5.518608057523110774e-03
4.445159245362464984e-02,8.292599681508731058e-01,8.242499362283399467e-02,4.170063550873833423e-03,1.929287912462231050e-06,-4.509112103270617178e-01,4.282092050679015167e-03
4.445159245362464984e-02,8.809964023657076426e-01,5.766178430209790984e-02,2.917128677389232549e-03,8.016318241502421626e-07,-4.600208365864617011e-01,3.197425161565005131e-03
4.445159245362464984e-02,9.359606043832426892e-01,3.788200929664090749e-02,1.916451412918954243e-03,3.173610958005873573e-07,-4.691934991436249591e-01,2.268095663504563712e-03
4.445159245362464984e-02,9.943539503737974794e-01,2.268037548272736764e-02,1.147434717231684328e-03,1.196935813776751581e-07,-4.784213592450657360e-01,1.494472051992611766e-03
4.445159245362464984e-02,1.056390380101000614e+00,1.162136277411634361e-02,5.879851134566588516e-04,4.303393130423010208e-08,-4.877022731375302289e-01,8.747803677910278002e-04
4.445159245362464984e-02,1.122297180747786838e+00,4.294180921009194997e-03,2.172918863985438289e-04,1.477573026713858206e-08,-4.970265438421411774e-01,4.039553719602638634e-04
4.445159245362464984e-02,1.192315819644253594e+00,4.101969221562839921e-04,2.076047686294719527e-05,4.861384851616134638e-09,-5.063826681340168889e-01,7.376693464093994439e-05
4.445159245362464984e-02,1.266702828948323756e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.541470603031941032e-09,-5.157573559333532565e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.345730745520447469e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.753984837136414052e-10,-5.251818606632777664e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.429689109435866134e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.446450251327521776e-10,-5.345956936758177180e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.518885524792715991e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.435673545004317826e-11,-5.440501231677652427e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.613646786702571667e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.413295276112418403e-11,-5.534879618975774296e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.714320078592415975e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.862426931732360961e-12,-5.629193784201185213e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.821274244204725834e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.878279284954655741e-12,-5.723622303527818866e-01,0.000000000000000000e+00
4.445159245362464984e-02,1.934901138955933853e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.356954805353931759e-13,-5.817811277050477514e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.055617065604391058e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.293814112362727912e-13,-5.911730725823878263e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.183864299487725980e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.508324098354289338e-13,-6.005336925942627024e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.320112708917779543e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.630932399154530053e-13,-6.098567823111956665e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.464861476669807594e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158571348814412390e-13,-6.191337441804337649e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.618640928873157581e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.866501344170427170e-14,-6.283529033726393820e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.782014478003976610e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.233454965401737752e-14,-6.374986630328619563e-01,0.000000000000000000e+00
4.445159245362464984e-02,2.955580687098715575e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.237502757748013592e-14,-6.466245652581393832e-01,0.000000000000000000e+00
4.445159245362464984e-02,3.139975462751139812e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.643147943703293417e-14,-6.556675462301350121e-01,0.000000000000000000e+00
4.445159245362464984e-02,3.335874384927570713e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.320003495865316505e-14,-6.645916075241284915e-01,0.000000000000000000e+00
4.445159245362464984e-02,3.543995182136195243e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.192863166039193408e-14,-6.734882125431858046e-01,0.000000000000000000e+00
4.445159245362464984e-02,3.765100361018915542e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.217029938446100195e-14,-6.822559566877993698e-01,0.000000000000000000e+00
4.445159245362464984e-02,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.365356403503778659e-14,-6.909512719599403274e-01,0.000000000000000000e+00
4.743035093930038359e-02,1.000000000000000021e-02,5.444883810023917192e+00,2.835211113432200558e-01,8.606979308345278357e-01,-4.206597326435232431e-02,4.558549884150558257e-02
4.743035093930038359e-02,1.062388679306682480e-02,5.693720967469475092e+00,2.964676788235277582e-01,8.535891742868256804e-01,-4.403763427372996142e-02,4.767091061761546261e-02
4.743035093930038359e-02,1.128669705918996895e-02,5.948138258846952020e+00,3.097027990702213573e-01,8.461809639814948936e-01,-4.634087866782874571e-02,4.980683037361771648e-02
4.743035093930038359e-02,1.199085918244744732e-02,6.207517626648600739e+00,3.231940026363634422e-01,8.384637405739751026e-01,-4.874047314649525287e-02,5.198868155425842574e-02
4.743035093930038359e-02,1.273895305059274952e-02,6.471108496161681600e+00,3.369018598642151141e-01,8.304272372089006593e-01,-5.123816834317047181e-02,5.421250414467561340e-02
4.743035093930038359e-02,1.353371950716906330e-02,6.737985324804185439e+00,3.507778165431966189e-01,8.220602997003922940e-01,-5.383535011192108755e-02,5.647200427207632600e-02
4.743035093930038359e-02,1.437807039332842686e-02,7.007205277154274548e+00,3.647723823068445559e-01,8.133506817794017296e-01,-5.653310062962998983e-02,5.876115588940338669e-02
4.743035093930038359e-02,1.527509921614669981e-02,7.277595446827162640e+00,3.788240129756725860e-01,8.042848176259702608e-01,-5.933232104612060076e-02,6.107294632802238304e-02
4.743035093930038359e-02,1.622809248252063061e-02,7.547862905043075443e+00,3.928648668340294359e-01,7.948475760851587690e-01,-6.223382377599723930e-02,6.339926944098989159e-02
4.743035093930038359e-02,1.724054174017179350e-02,7.816568172894931443e+00,4.068194703636434650e-01,7.850220037459767486e-01,-6.523784953818134724e-02,6.573092025798987770e-02
4.743035093930038359e-02,1.831615636987284426e-02,8.082123600149078158e+00,4.206045458907822221e-01,7.747890674997441884e-01,-6.834455872320480130e-02,6.805935546199110009e-02
4.743035093930038359e-02,1.945887717576388898e-02,8.342751027717477896e+00,4.341268620687316337e-01,7.641274113135668733e-01,-7.155369658255752996e-02,7.037323902302330958e-02
4.743035093930038359e-02,2.067289082355074428e-02,8.596500560061400620e+00,4.472841432090220448e-01,7.530131467344819418e-01,-7.486490359623365620e-02,7.266150950955292676e-02
4.743035093930038359e-02,2.196264517948329914e-02,8.841356327752798450e+00,4.599707494762021454e-01,7.414197019863066895e-01,-7.827743104761074322e-02,7.491197322494301536e-02
4.743035093930038359e-02,2.333286560631255002e-02,9.075019905750934868e+00,4.720661262433021310e-01,7.293177602420775063e-01,-8.179011140613638708e-02,7.711328262339808837e-02
4.743035093930038359e-02,2.478857227593068979e-02,9.295175380820690947e+00,4.834489929424344301e-01,7.166753234266243222e-01,-8.540204874661107282e-02,7.925096719840252213e-02
4.743035093930038359e-02,2.633509856212426156e-02,9.499371194401438956e+00,4.939908326307259068e-01,7.034579432382627173e-01,-8.911141513474600540e-02,8.131198087414097386e-02
4.743035093930038359e-02,2.797811058082649155e-02,9.684995860876002283e+00,5.035548655595641909e-01,6.896291652923182136e-01,-9.291674172579610091e-02,8.328213327644502784e-02
4.743035093930038359e-02,2.972362794946058900e-02,9.849559591733394015e+00,5.120107303207951377e-01,6.751512344805766785e-01,-9.681624540260568013e-02,8.514805543174169822e-02
4.743035093930038359e-02,3.157804584143061172e-02,9.990350362842463028e+00,5.192165171063714002e-01,6.599861086808482824e-01,-1.008078250865187681e-01,8.689504509436617175e-02
4.743035093930038359e-02,3.354815841656336173e-02,1.010487294880748799e+01,5.250417610913153954e-01,6.440968225102308153e-01,-1.048896870579587304e-01,8.850946363848953558e-02
4.743035093930038359e-02,3.564118371334409202e-02,1.019060806958469456e+01,5.293548631343854005e-01,6.274492314247805957e-01,-1.090595256387904000e-01,8.997790536624870883e-02
4.743035093930038359e-02,3.786479009414649155e-02,1.024536842110070189e+01,5.320418382267320112e-01,6.100141476480852587e-01,-1.133156691861314097e-01,9.128753920470382421e-02
4.743035093930038359e-02,4.022712434034501905e-02,1.026708602901981493e+01,5.329951067945537524e-01,5.917698518715355238e-01,-1.176562175748255279e-01,9.242684266899113543e-02
4.743035093930038359e-02,4.273684150024484318e-02,1.025624244507361205e+01,5.322429147167300201e-01,5.727049276052018634e-01,-1.220794102039258477e-01,9.338372578609645258e-02
4.743035093930038359e-02,4.540313659918413652e-02,1.021616982015853914e+01,5.299653868607780982e-01,5.528213185335689728e-01,-1.265833102427355861e-01,9.414995112488404316e-02
4.743035093930038359e-02,4.823577832798812970e-02,1.014638190417411856e+01,5.261388800574410274e-01,5.321374546451129728e-01,-1.311669204890557605e-01,9.471725466482085187e-02
4.743035093930038359e-02,5.124514483320120189e-02,1.004670180015367187e+01,5.207560262662239703e-01,5.106912334981638102e-01,-1.358287054154033724e-01,9.507768740943023378e-02
4.743035093930038359e-02,5.444226174022428338e-02,9.917320952814394630e+00,5.138287285026263973e-01,4.885425842994736145e-01,-1.405684952324177117e-01,9.522826366489534067e-02
4.743035093930038359e-02,5.783884254866560048e-02,9.758661855087051862e+00,5.053809811488384485e-01,4.657752926498351931e-01,-1.453854637014854456e-01,9.516580128570560626e-02
4.743035093930038359e-02,6.144733154790400081e-02,9.571526124376012135e+00,4.954566129791914131e-01,4.424977335548360147e-01,-1.502793665099836917e-01,9.488870705062596445e-02
4.743035093930038359e-02,6.528094941009757179e-02,9.357004199912012155e+00,4.841145880429550408e-01,4.188421622835660219e-01,-1.552503548598018202e-01,9.439884196625154822e-02
4.743035093930038359e-02,6.935374162767990458e-02,9.116493541031680081e+00,4.714297281727277689e-01,3.949622601829010371e-01,-1.602992898211918760e-01,9.369894805674063021e-02
4.743035093930038359e-02,7.368062997280773463e-02,8.851752929425661165e+00,4.574957303361030791e-01,3.710287372749310753e-01,-1.654268737575114723e-01,9.279481293973478040e-02
4.743035093930038359e-02,7.827746716729556964e-02,8.564749601641132415e+00,4.424169714829793709e-01,3.472229621858695103e-01,-1.706339227388988244e-01,9.169379458577754660e-02
4.743035093930038359e-02,8.316109496333533302e-02,8.257765778549901015e+00,4.263140974997594035e-01,3.237288207225453851e-01,-1.759217186896931961e-01,9.040297002890521072e-02
4.743035093930038359e-02,8.834940584779542305e-02,7.933179935005632011e+00,4.093126134331144805e-01,3.007232824975057950e-01,-1.812920420323740900e-01,8.893406756195149088e-02
4.743035093930038359e-02,9.386140859616946830e-02,7.593711371767373208e+00,3.915554401210447621e-01,2.783664498074002736e-01,-1.867474183242519015e-01,8.729768718770045122e-02
4.743035093930038359e-02,9.971729791634936779e-02,7.242024179111994364e+00,3.731824905497038714e-01,2.567921272815289480e-01,-1.922889658421361447e-01,8.550616521548651261e-02
4.743035093930038359e-02,1.059385284373813990e-01,6.880985599991189972e+00,3.543438603702239176e-01,2.361001240335959539e-01,-1.979188458806264150e-01,8.357206586875666476e-02
4.743035093930038359e-02,1.125478933142830401e-01,6.513477140972876889e+00,3.351901334283551859e-01,2.163515167023170593e-01,-2.036393288422222170e-01,8.150876744093552007e-02
4.743035093930038359e-02,1.195696077369105548e-01,6.142378151657197805e+00,3.158714243746587602e-01,1.975679057800397431e-01,-2.094527091609768021e-01,7.932973793977385335e-02
4.743035093930038359e-02,1.270293976488344745e-01,5.770497937079796635e+00,2.965338744471119337e-01,1.797352609879483143e-01,-2.153611965130138028e-01,7.704780740627693858e-02
4.743035093930038359e-02,1.349545940012686629e-01,5.400621477070067122e+00,2.773220082425995603e-01,1.628122936059146764e-01,-2.213667794598654648e-01,7.467673321235755723e-02
4.743035093930038359e-02,1.433742328873773286e-01,5.035615622466093733e+00,2.583846860927146438e-01,1.467424955334073466e-01,-2.274710570422796563e-01,7.222806978910732700e-02
4.743035093930038359e-02,1.523191619238295214e-01,4.680002048133125037e+00,2.399587629655855758e-01,1.314681899413774890e-01,-2.336784007532698437e-01,6.971373361956999248e-02
4.743035093930038359e-02,1.618221532693579490e-01,4.334630293876498897e+00,2.220853202148085070e-01,1.169443341584193025e-01,-2.399875088552356206e-01,6.714443298903274848e-02
4.743035093930038359e-02,1.719180236943967377e-01,3.999698134121170146e+00,2.047707886251216858e-01,1.031495926632969296e-01,-2.464032621729509431e-01,6.453037030121627771e-02
4.743035093930038359e-02,1.826437621417049684e-01,3.675808020803908338e+00,1.880433278960149113e-01,9.009249314618850146e-02,-2.529248817193265886e-01,6.188079337061656859e-02
4.743035093930038359e-02,1.940386652453297833e-01,3.364154590475778583e+00,1.719626459771434746e-01,7.781131408422906071e-02,-2.595546154882368284e-01,5.920345710764306213e-02
4.743035093930038359e-02,2.061444813044173707e-01,3.066139934160245772e+00,1.566001739671550319e-01,6.636759785913844134e-02,-2.662941712342474232e-01,5.650665018315560034e-02
4.743035093930038359e-02,2.190055632393610729e-01,2.785088940179142547e+00,1.421297420761271357e-01,5.583456097893572251e-02,-2.731444752692440137e-01,5.379774184965204625e-02
4.743035093930038359e-02,2.326690310906809056e-01,2.524881351367560978e+00,1.287551281144928839e-01,4.628281828987436397e-02,-2.801053826058185203e-01,5.108293620947827046e-02
4.743035093930038359e-02,2.471849446559939156e-01,2.282237004192765539e+00,1.162989970778247617e-01,3.776641134411142658e-02,-2.871787767001173775e-01,4.836717612529223970e-02
4.743035093930038359e-02,2.626064868975767630e-01,2.057180588711199132e+00,1.047605304437765339e-01,3.031194163838388939e-02,-2.943645900548191308e-01,4.565817089891137381e-02
4.743035093930038359e-02,2.789901587924841775e-01,1.849966916033609188e+00,9.415122339900901249e-02,2.391270359991796296e-02,-3.016638684282665350e-01,4.296044954175805286e-02
4.743035093930038359e-02,2.963959863391089078e-01,1.659820428103366607e+00,8.442869717206123725e-02,1.852837699424124754e-02,-3.090747039594893275e-01,4.028081376411414560e-02
