a,ell,positive_heatlike_integral_over_gamma0,probability_backflow,final_population,min_Pdot,max_Pdot
1.428662276596492642e-01,1.429689109435866134e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.035867002618820736e-03,-5.342966908672794890e-01,0.000000000000000000e+00
1.428662276596492642e-01,1.518885524792715991e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.657865598558574911e-04,-5.437847082266806797e-01,0.000000000000000000e+00
1.428662276596492642e-01,1.613646786702571667e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.712519628687847545e-04,-5.532536488492121318e-01,0.000000000000000000e+00
1.428662276596492642e-01,1.714320078592415975e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.320217522128117220e-04,-5.627158715748066253e-01,0.000000000000000000e+00
1.428662276596492642e-01,1.821274244204725834e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.327558605705424068e-04,-5.721833980294017685e-01,0.000000000000000000e+00
1.428662276596492642e-01,1.934901138955933853e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.620758231541699492e-04,-5.816245645174742407e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.055617065604391058e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.117016148356399045e-04,-5.910363942861328601e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.183864299487725980e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.757053508611737861e-04,-6.004145412352400735e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.320112708917779543e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.498976447496486002e-04,-6.097528301474681722e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.464861476669807594e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.313443421933749625e-04,-6.190426963269440863e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.618640928873157581e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179999331742657043e-04,-6.282724991323747066e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.782014478003976610e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.084383489097500851e-04,-6.374274443855688643e-01,0.000000000000000000e+00
1.428662276596492642e-01,2.955580687098715575e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.016606391976250181e-04,-6.465677993745039265e-01,0.000000000000000000e+00
1.428662276596492642e-01,3.139975462751139812e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.696062477331261406e-05,-6.556158525523316793e-01,0.000000000000000000e+00
1.428662276596492642e-01,3.335874384927570713e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.383264383293178439e-05,-6.645428150612270324e-01,0.000000000000000000e+00
1.428662276596492642e-01,3.543995182136195243e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.190893720448753445e-05,-6.734519091183402972e-01,0.000000000000000000e+00
1.428662276596492642e-01,3.765100361018915542e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.091740892012985080e-05,-6.822192184962101447e-01,0.000000000000000000e+00
1.428662276596492642e-01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.065315393306551395e-05,-6.909253423434759123e-01,0.000000000000000000e+00
1.524398776565901725e-01,1.000000000000000021e-02,1.042887936041831720e+00,5.507558553211476526e-02,9.678989867838581063e-01,-2.577054596029875605e-02,2.965728633324355226e-02
1.524398776565901725e-01,1.062388679306682480e-02,1.101156823857790457e+00,5.815122996574050018e-02,9.658894303829129724e-01,-2.728185769395918489e-02,3.129460636118301664e-02
1.524398776565901725e-01,1.128669705918996895e-02,1.162220224105214195e+00,6.137417751091005930e-02,9.637532135631604602e-01,-2.887566433525501700e-02,3.300902487311711819e-02
1.524398776565901725e-01,1.199085918244744732e-02,1.226173357592917013e+00,6.474940640289016114e-02,9.614822067236657999e-01,-3.055605232873569513e-02,3.480111017027311821e-02
1.524398776565901725e-01,1.273895305059274952e-02,1.293067187153666309e+00,6.827957806401667440e-02,9.590677364020743223e-01,-3.232659408549313357e-02,3.667482030552043915e-02
1.524398776565901725e-01,1.353371950716906330e-02,1.362960282180220473e+00,7.196774073817453765e-02,9.565005463323614787e-01,-3.419148318206068071e-02,3.862899023405950982e-02
1.524398776565901725e-01,1.437807039332842686e-02,1.435927191802680802e+00,7.581776457088321153e-02,9.537707556395701447e-01,-3.615469115054092963e-02,4.066734722877431846e-02
1.524398776565901725e-01,1.527509921614669981e-02,1.511976355291450691e+00,7.983005882706604994e-02,9.508678140360178332e-01,-3.822001565324161659e-02,4.278812364079079972e-02
1.524398776565901725e-01,1.622809248252063061e-02,1.591161260678894074e+00,8.400736694328082843e-02,9.477804539105987303e-01,-4.039226118492498380e-02,4.499471447870361657e-02
1.524398776565901725e-01,1.724054174017179350e-02,1.673467866877603294e+00,8.834889386264707656e-02,9.444966392434137603e-01,-4.267500787516621819e-02,4.728470465042396847e-02
1.524398776565901725e-01,1.831615636987284426e-02,1.758905585696179052e+00,9.285504807848665720e-02,9.410035113357451131e-01,-4.507243372485148641e-02,4.965863083146013213e-02
1.524398776565901725e-01,1.945887717576388898e-02,1.847422540059401541e+00,9.752302076447620649e-02,9.372873314247966992e-01,-4.758875867696690798e-02,5.211636442982511136e-02
1.524398776565901725e-01,2.067289082355074428e-02,1.938989229606792097e+00,1.023511454542395116e-01,9.333334203590314404e-01,-5.022848464047133255e-02,5.465483091605138899e-02
1.524398776565901725e-01,2.196264517948329914e-02,2.033485275244200086e+00,1.073329907540983286e-01,9.291260956494609147e-01,-5.299526716806519933e-02,5.727195277174869370e-02
1.524398776565901725e-01,2.333286560631255002e-02,2.130834948033808462e+00,1.124644233388034376e-01,9.246486063915920761e-01,-5.589309279956398285e-02,5.996565271006146225e-02
1.524398776565901725e-01,2.478857227593068979e-02,2.230857924564923600e+00,1.177358244905459400e-01,9.198830667806493500e-01,-5.892581482888490513e-02,6.273200940479622956e-02
1.524398776565901725e-01,2.633509856212426156e-02,2.333356670157952450e+00,1.231366430520936250e-01,9.148103892269462412e-01,-6.209711247180643018e-02,6.556549520959246979e-02
1.524398776565901725e-01,2.797811058082649155e-02,2.438120906720394832e+00,1.286556249277678310e-01,9.094102184292611746e-01,-6.541044551004104868e-02,6.846036781172752661e-02
1.524398776565901725e-01,2.972362794946058900e-02,2.544858647055626921e+00,1.342772155936103884e-01,9.036608681910486274e-01,-6.886941568211275844e-02,7.140972504075049354e-02
1.524398776565901725e-01,3.157804584143061172e-02,2.653221559225886761e+00,1.399828799296019000e-01,8.975392632767491552e-01,-7.247706033561283900e-02,7.440538993878813290e-02
1.524398776565901725e-01,3.354815841656336173e-02,2.762818406221045020e+00,1.457518001514615802e-01,8.910208892130555558e-01,-7.623565366798146226e-02,7.743814069371374176e-02
1.524398776565901725e-01,3.564118371334409202e-02,2.873196287156599471e+00,1.515598961511337439e-01,8.840797536484799046e-01,-8.014772586473876970e-02,8.049921743416961484e-02
1.524398776565901725e-01,3.786479009414649155e-02,2.983836258189949575e+00,1.573795958877056422e-01,8.766883636989160067e-01,-8.421608213552754518e-02,8.357440005370229963e-02
1.524398776565901725e-01,4.022712434034501905e-02,3.094149257466213943e+00,1.631796223423877812e-01,8.688177246252496433e-01,-8.844125898295071564e-02,8.664936139035793461e-02
1.524398776565901725e-01,4.273684150024484318e-02,3.203472504296278611e+00,1.689248061005155510e-01,8.604373662038254933e-01,-9.282548643320963355e-02,8.971390760948540211e-02
1.524398776565901725e-01,4.540313659918413652e-02,3.311066574571760235e+00,1.745759343039556544e-01,8.515154042435598702e-01,-9.736922284844949649e-02,9.274609641881366440e-02
1.524398776565901725e-01,4.823577832798812970e-02,3.416113388043564569e+00,1.800896484907540673e-01,8.420186458441671906e-01,-1.020724174473539303e-01,9.573449285154986277e-02
1.524398776565901725e-01,5.124514483320120189e-02,3.517990776271981979e+00,1.854330813983489645e-01,8.319127481315177208e-01,-1.069350953385308362e-01,9.865537242733876666e-02
1.524398776565901725e-01,5.444226174022428338e-02,3.616312015085888731e+00,1.905859120887456737e-01,8.211624412806647344e-01,-1.119566687091595597e-01,1.014895759478441906e-01
1.524398776565901725e-01,5.783884254866560048e-02,3.710284600403058963e+00,1.955063773512260017e-01,8.097318275542311206e-01,-1.171358821280360368e-01,1.042164864770066257e-01
1.524398776565901725e-01,6.144733154790400081e-02,3.799017586383746092e+00,2.001473934387052456e-01,7.975847687238435402e-01,-1.224707573012723816e-01,1.068140296008167206e-01
1.524398776565901725e-01,6.528094941009757179e-02,3.881616741770151258e+00,2.044618090886960726e-01,7.846853744571811173e-01,-1.279585378464348777e-01,1.092586963134701133e-01
1.524398776565901725e-01,6.935374162767990458e-02,3.957154611115388132e+00,2.084007577799380784e-01,7.709986038625741278e-01,-1.335971637877237939e-01,1.115255940857554501e-01
1.524398776565901725e-01,7.368062997280773463e-02,4.024631979607868892e+00,2.119116638490336768e-01,7.564909911790590469e-01,-1.393829191836255255e-01,1.135885324743149266e-01
1.524398776565901725e-01,7.827746716729556964e-02,4.083197041368922697e+00,2.149497113603371090e-01,7.411315043503726718e-01,-1.453120101716449675e-01,1.154276081666761461e-01
1.524398776565901725e-01,8.316109496333533302e-02,4.131862941382026477e+00,2.174631358035516437e-01,7.248925416836337066e-01,-1.513794533167071577e-01,1.170123337112020101e-01
1.524398776565901725e-01,8.834940584779542305e-02,4.169640369867738450e+00,2.194000210062370115e-01,7.077510667307912451e-01,-1.575818441666070602e-01,1.183251554033016989e-01
1.524398776565901725e-01,9.386140859616946830e-02,4.195689355128578768e+00,2.207164549273048226e-01,6.896898747390393103e-01,-1.639140790175093731e-01,1.193396019700981719e-01
1.524398776565901725e-01,9.971729791634936779e-02,4.209212149427705718e+00,2.213708276437927891e-01,6.706989753601458881e-01,-1.703704112254449121e-01,1.200342240621324469e-01
1.524398776565901725e-01,1.059385284373813990e-01,4.209405971436790850e+00,2.213213128514588957e-01,6.507770657641466228e-01,-1.769466289535321368e-01,1.203890160030979678e-01
1.524398776565901725e-01,1.125478933142830401e-01,4.195629655987407780e+00,2.205347262619472837e-01,6.299330560137008650e-01,-1.836371135681209577e-01,1.203914753954591632e-01
1.524398776565901725e-01,1.195696077369105548e-01,4.167404238735560540e+00,2.189864914018442021e-01,6.081875948854160718e-01,-1.904352537371918341e-01,1.200211170705140634e-01
1.524398776565901725e-01,1.270293976488344745e-01,4.124256082835971782e+00,2.166523327339625049e-01,5.855745299197336884e-01,-1.973377440308559383e-01,1.192716361581583062e-01
1.524398776565901725e-01,1.349545940012686629e-01,4.065972642596697995e+00,2.135219752932864812e-01,5.621422213115692124e-01,-2.043378990239376192e-01,1.181322497049963338e-01
1.524398776565901725e-01,1.433742328873773286e-01,3.992529177659040585e+00,2.095948746906451110e-01,5.379546166441433463e-01,-2.114335613168259742e-01,1.166012014704867622e-01
1.524398776565901725e-01,1.523191619238295214e-01,3.903921926279630306e+00,2.048718277754004446e-01,5.130919840823986444e-01,-2.186179193448654079e-01,1.146794696535062275e-01
1.524398776565901725e-01,1.618221532693579490e-01,3.800667685262223650e+00,1.993809230712004221e-01,4.876511974228301960e-01,-2.258876652276916308e-01,1.123709752373745346e-01
1.524398776565901725e-01,1.719180236943967377e-01,3.683086586631840742e+00,1.931400242013694424e-01,4.617454694291651118e-01,-2.332397252070113614e-01,1.096883781195346214e-01
1.524398776565901725e-01,1.826437621417049684e-01,3.552021130662357695e+00,1.861944514130171868e-01,4.355034421839625303e-01,-2.406712991847609062e-01,1.066430741032642626e-01
1.524398776565901725e-01,1.940386652453297833e-01,3.408441751577215850e+00,1.785961118833228889e-01,4.090675663994585154e-01,-2.481798968221254620e-01,1.032586795492183435e-01
1.524398776565901725e-01,2.061444813044173707e-01,3.253423270279797830e+00,1.704025016898194356e-01,3.825917366580054990e-01,-2.557633690925051329e-01,9.955494365284402181e-02
