t,tau,detuning,population,dP_dtau,heat_power,mutual_information
2.447999999999999954e+00,1.958400000000000141e+00,2.269494500174314977e-01,1.343922928843159503e-01,-3.135298269733983734e-01,-1.938995241421801463e-01,7.893035773085257389e-01
2.450000000000000178e+00,1.960000000000000187e+00,2.271082163411295429e-01,1.338913113340375605e-01,-3.126971763340083421e-01,-1.933448626895072353e-01,7.874350922175137324e-01
2.451999999999999957e+00,1.961600000000000010e+00,2.272669249838919214e-01,1.333916620841120171e-01,-3.118644520851618362e-01,-1.927903816383846614e-01,7.855672647816144272e-01
2.454000000000000181e+00,1.963200000000000278e+00,2.274255759263877630e-01,1.328933452483328781e-01,-3.110316592029198079e-01,-1.922360839818846590e-01,7.837001162886760852e-01
2.455999999999999961e+00,1.964800000000000102e+00,2.275841691493370178e-01,1.323963609325372603e-01,-3.101988026570194346e-01,-1.916819727065620094e-01,7.818336680219931667e-01
2.458000000000000185e+00,1.966400000000000148e+00,2.277427046335107619e-01,1.319007092346156373e-01,-3.093658874108485834e-01,-1.911280507924446037e-01,7.799679412601722150e-01
2.459999999999999964e+00,1.967999999999999972e+00,2.279011823597307806e-01,1.314063902445222198e-01,-3.085329184214220533e-01,-1.905743212130253106e-01,7.781029572770032932e-01
2.462000000000000188e+00,1.969600000000000239e+00,2.280596023088699853e-01,1.309134040442850311e-01,-3.076999006393560387e-01,-1.900207869352525669e-01,7.762387373413262015e-01
2.463999999999999968e+00,1.971200000000000063e+00,2.282179644618520520e-01,1.304217507080164540e-01,-3.068668390088448161e-01,-1.894674509195227174e-01,7.743753027169013592e-01
2.466000000000000192e+00,1.972800000000000331e+00,2.283762687996516993e-01,1.299314303019229733e-01,-3.060337384676358186e-01,-1.889143161196709941e-01,7.725126746622741347e-01
2.467999999999999972e+00,1.974400000000000155e+00,2.285345153032943277e-01,1.294424428843161945e-01,-3.052006039470051002e-01,-1.883613854829629120e-01,7.706508744306461711e-01
2.470000000000000195e+00,1.976000000000000201e+00,2.286927039538564355e-01,1.289547885056227250e-01,-3.043674403717337995e-01,-1.878086619500863030e-01,7.687899232697412710e-01
2.471999999999999975e+00,1.977600000000000025e+00,2.288508347324651193e-01,1.284684672083946932e-01,-3.035342526600842694e-01,-1.872561484551432121e-01,7.669298424216721699e-01
2.474000000000000199e+00,1.979200000000000292e+00,2.290089076202985185e-01,1.279834790273203515e-01,-3.027010457237741536e-01,-1.867038479256404593e-01,7.650706531228087526e-01
2.475999999999999979e+00,1.980800000000000116e+00,2.291669225985854264e-01,1.274998239892341789e-01,-3.018678244679554035e-01,-1.861517632824833124e-01,7.632123766036424950e-01
2.478000000000000203e+00,1.982400000000000162e+00,2.293248796486055952e-01,1.270175021131281778e-01,-3.010345937911879100e-01,-1.855998974399654944e-01,7.613550340886561241e-01
2.479999999999999982e+00,1.983999999999999986e+00,2.294827787516893480e-01,1.265365134101614775e-01,-3.002013585854171329e-01,-1.850482533057626611e-01,7.594986467961863941e-01
2.482000000000000206e+00,1.985600000000000254e+00,2.296406198892180506e-01,1.260568578836716302e-01,-2.993681237359502312e-01,-1.844968337809236303e-01,7.576432359382910819e-01
2.483999999999999986e+00,1.987200000000000077e+00,2.297984030426235003e-01,1.255785355291849925e-01,-2.985348941214318041e-01,-1.839456417598624993e-01,7.557888227206150944e-01
2.486000000000000210e+00,1.988800000000000345e+00,2.299561281933885371e-01,1.251015463344274659e-01,-2.977016746138210768e-01,-1.833946801303510676e-01,7.539354283422542435e-01
2.487999999999999989e+00,1.990400000000000169e+00,2.301137953230465161e-01,1.246258902793350720e-01,-2.968684700783683628e-01,-1.828439517735110098e-01,7.520830739956197997e-01
2.490000000000000213e+00,1.992000000000000215e+00,2.302714044131816129e-01,1.241515673360648470e-01,-2.960352853735912504e-01,-1.822934595638059097e-01,7.502317808663034882e-01
2.491999999999999993e+00,1.993600000000000039e+00,2.304289554454285738e-01,1.236785774690057488e-01,-2.952021253512522314e-01,-1.817432063690341548e-01,7.483815701329424863e-01
2.494000000000000217e+00,1.995200000000000307e+00,2.305864484014729376e-01,1.232069206347891632e-01,-2.943689948563342207e-01,-1.811931950503205269e-01,7.465324629670799794e-01
2.495999999999999996e+00,1.996800000000000130e+00,2.307438832630507863e-01,1.227365967823000337e-01,-2.935358987270192399e-01,-1.806434284621097619e-01,7.446844805330306016e-01
2.498000000000000220e+00,1.998400000000000176e+00,2.309012600119489944e-01,1.222676058526875609e-01,-2.927028417946637706e-01,-1.800939094521581962e-01,7.428376439877427684e-01
2.500000000000000000e+00,2.000000000000000000e+00,2.310585786300048683e-01,1.217999477793764856e-01,-2.918698288837763832e-01,-1.795446408615266332e-01,7.409919744806608977e-01
2.502000000000000224e+00,2.001600000000000268e+00,2.312158390991064794e-01,1.213336224880775249e-01,-2.910368648119949775e-01,-1.789956255245730987e-01,7.391474931535860771e-01
2.504000000000000004e+00,2.003200000000000092e+00,2.313730414011923586e-01,1.208686298967988626e-01,-2.902039543900648555e-01,-1.784468662689461527e-01,7.373042211405400614e-01
2.506000000000000227e+00,2.004800000000000360e+00,2.315301855182517188e-01,1.204049699158570436e-01,-2.893711024218141303e-01,-1.778983659155764230e-01,7.354621795676239415e-01
2.508000000000000007e+00,2.006400000000000183e+00,2.316872714323242322e-01,1.199426424478879788e-01,-2.885383137041328538e-01,-1.773501272786706384e-01,7.336213895528800322e-01
2.510000000000000231e+00,2.008000000000000451e+00,2.318442991255001973e-01,1.194816473878581309e-01,-2.877055930269493134e-01,-1.768021531657038847e-01,7.317818722061513181e-01
2.512000000000000011e+00,2.009600000000000275e+00,2.320012685799203445e-01,1.190219846230757134e-01,-2.868729451732089930e-01,-1.762544463774132764e-01,7.299436486289410109e-01
2.514000000000000234e+00,2.011200000000000099e+00,2.321581797777760581e-01,1.185636540332015987e-01,-2.860403749188504263e-01,-1.757070097077899906e-01,7.281067399142722163e-01
2.516000000000000014e+00,2.012799999999999923e+00,2.323150327013089878e-01,1.181066554902611837e-01,-2.852078870327848237e-01,-1.751598459440737443e-01,7.262711671465467145e-01
2.518000000000000238e+00,2.014400000000000190e+00,2.324718273328114648e-01,1.176509888586548952e-01,-2.843754862768723135e-01,-1.746129578667447724e-01,7.244369514014010747e-01
2.520000000000000018e+00,2.016000000000000014e+00,2.326285636546261137e-01,1.171966539951699443e-01,-2.835431774059009036e-01,-1.740663482495178604e-01,7.226041137455671004e-01
2.522000000000000242e+00,2.017600000000000282e+00,2.327852416491461018e-01,1.167436507489916231e-01,-2.827109651675638324e-01,-1.735200198593353504e-01,7.207726752367267231e-01
2.524000000000000021e+00,2.019200000000000106e+00,2.329418612988149173e-01,1.162919789617146288e-01,-2.818788543024383642e-01,-1.729739754563607568e-01,7.189426569233696718e-01
2.526000000000000245e+00,2.020800000000000374e+00,2.330984225861265913e-01,1.158416384673542771e-01,-2.810468495439628067e-01,-1.724282177939717164e-01,7.171140798446485887e-01
2.528000000000000025e+00,2.022400000000000198e+00,2.332549254936253369e-01,1.153926290923582010e-01,-2.802149556184161949e-01,-1.718827496187543824e-01,7.152869650302340343e-01
2.530000000000000249e+00,2.024000000000000465e+00,2.334113700039059103e-01,1.149449506556177308e-01,-2.793831772448949757e-01,-1.713375736704959851e-01,7.134613335001708245e-01
2.532000000000000028e+00,2.025600000000000289e+00,2.335677560996133606e-01,1.144986029684795098e-01,-2.785515191352930797e-01,-1.707926926821793367e-01,7.116372062647307040e-01
2.534000000000000252e+00,2.027200000000000113e+00,2.337240837634430579e-01,1.140535858347566933e-01,-2.777199859942793836e-01,-1.702481093799761702e-01,7.098146043242661296e-01
2.536000000000000032e+00,2.028799999999999937e+00,2.338803529781406099e-01,1.136098990507410228e-01,-2.768885825192767824e-01,-1.697038264832410603e-01,7.079935486690636104e-01
2.538000000000000256e+00,2.030400000000000205e+00,2.340365637265020837e-01,1.131675424052139278e-01,-2.760573134004394302e-01,-1.691598467045044574e-01,7.061740602791948263e-01
2.540000000000000036e+00,2.032000000000000028e+00,2.341927159913736178e-01,1.127265156794586137e-01,-2.752261833206344765e-01,-1.686161727494683571e-01,7.043561601243701897e-01
2.542000000000000259e+00,2.033600000000000296e+00,2.343488097556518379e-01,1.122868186472714275e-01,-2.743951969554178638e-01,-1.680728073169984460e-01,7.025398691637871895e-01
2.544000000000000039e+00,2.035200000000000120e+00,2.345048450022833575e-01,1.118484510749737232e-01,-2.735643589730145653e-01,-1.675297530991190498e-01,7.007252083459829528e-01
2.546000000000000263e+00,2.036800000000000388e+00,2.346608217142652497e-01,1.114114127214235472e-01,-2.727336740342979349e-01,-1.669870127810071936e-01,6.989121986086815896e-01
2.548000000000000043e+00,2.038400000000000212e+00,2.348167398746446033e-01,1.109757033380276564e-01,-2.719031467927679468e-01,-1.664445890409866069e-01,6.971008608786457561e-01
2.550000000000000266e+00,2.040000000000000480e+00,2.349725994665188000e-01,1.105413226687527450e-01,-2.710727818945307122e-01,-1.659024845505217283e-01,6.952912160715213341e-01
2.552000000000000046e+00,2.041600000000000303e+00,2.351284004730353483e-01,1.101082704501379489e-01,-2.702425839782782169e-01,-1.653607019742125706e-01,6.934832850916872182e-01
2.554000000000000270e+00,2.043200000000000127e+00,2.352841428773919663e-01,1.096765464113064470e-01,-2.694125576752665063e-01,-1.648192439697883926e-01,6.916770888321011057e-01
2.556000000000000050e+00,2.044799999999999951e+00,2.354398266628363601e-01,1.092461502739771745e-01,-2.685827076092962562e-01,-1.642781131881026202e-01,6.898726481741448424e-01
2.558000000000000274e+00,2.046400000000000219e+00,2.355954518126665287e-01,1.088170817524770073e-01,-2.677530383966914007e-01,-1.637373122731269337e-01,6.880699839874689916e-01
2.560000000000000053e+00,2.048000000000000043e+00,2.357510183102303480e-01,1.083893405537529192e-01,-2.669235546462797593e-01,-1.631968438619463280e-01,6.862691171298398451e-01
2.561999999999999833e+00,2.049599999999999866e+00,2.359065261389259593e-01,1.079629263773835834e-01,-2.660942609593712760e-01,-1.626567105847529782e-01,6.844700684469789964e-01
2.564000000000000057e+00,2.051200000000000134e+00,2.360619752822015194e-01,1.075378389155915854e-01,-2.652651619297388685e-01,-1.621169150648413548e-01,6.826728587724073538e-01
2.565999999999999837e+00,2.052799999999999958e+00,2.362173657235550617e-01,1.071140778532556209e-01,-2.644362621435979444e-01,-1.615774599186030336e-01,6.808775089272880443e-01
2.568000000000000060e+00,2.054400000000000226e+00,2.363726974465349129e-01,1.066916428679223761e-01,-2.636075661795863057e-01,-1.610383477555212550e-01,6.790840397202645429e-01
2.569999999999999840e+00,2.056000000000000050e+00,2.365279704347390821e-01,1.062705336298189612e-01,-2.627790786087438879e-01,-1.604995811781655679e-01,6.772924719473035760e-01
2.572000000000000064e+00,2.057600000000000318e+00,2.366831846718158161e-01,1.058507498018648185e-01,-2.619508039944934419e-01,-1.599611627821873050e-01,6.755028263915312525e-01
2.573999999999999844e+00,2.059200000000000141e+00,2.368383401414631828e-01,1.054322910396839341e-01,-2.611227468926203832e-01,-1.594230951563141985e-01,6.737151238230726369e-01
2.576000000000000068e+00,2.060799999999999965e+00,2.369934368274292935e-01,1.050151569916173977e-01,-2.602949118512524751e-01,-1.588853808823451341e-01,6.719293849988893230e-01
2.577999999999999847e+00,2.062399999999999789e+00,2.371484747135119975e-01,1.045993472987351153e-01,-2.594673034108411769e-01,-1.583480225351457660e-01,6.701456306626132342e-01
2.580000000000000071e+00,2.064000000000000057e+00,2.373034537835592428e-01,1.041848615948487711e-01,-2.586399261041414932e-01,-1.578110226826433538e-01,6.683638815443850856e-01
2.581999999999999851e+00,2.065599999999999881e+00,2.374583740214687155e-01,1.037716995065235542e-01,-2.578127844561924342e-01,-1.572743838858220999e-01,6.665841583606855192e-01
2.584000000000000075e+00,2.067200000000000149e+00,2.376132354111880896e-01,1.033598606530908848e-01,-2.569858829842978087e-01,-1.567381086987182648e-01,6.648064818141696808e-01
2.585999999999999854e+00,2.068799999999999972e+00,2.377680379367147490e-01,1.029493446466606260e-01,-2.561592261980065177e-01,-1.562021996684155312e-01,6.630308725934991321e-01
2.588000000000000078e+00,2.070400000000000240e+00,2.379227815820959824e-01,1.025401510921337411e-01,-2.553328185990940136e-01,-1.556666593350406746e-01,6.612573513731736519e-01
2.589999999999999858e+00,2.072000000000000064e+00,2.380774663314288442e-01,1.021322795872143946e-01,-2.545066646815429268e-01,-1.551314902317589284e-01,6.594859388133592626e-01
2.592000000000000082e+00,2.073600000000000332e+00,2.382320921688602100e-01,1.017257297224227475e-01,-2.536807689315226377e-01,-1.545966948847686540e-01,6.577166555597192543e-01
2.593999999999999861e+00,2.075200000000000156e+00,2.383866590785866657e-01,1.013205010811072809e-01,-2.528551358273729011e-01,-1.540622758132985937e-01,6.559495222432403239e-01
2.596000000000000085e+00,2.076799999999999979e+00,2.385411670448546462e-01,1.009165932394575360e-01,-2.520297698395821961e-01,-1.535282355296017365e-01,6.541845594800609343e-01
2.597999999999999865e+00,2.078399999999999803e+00,2.386956160519601300e-01,1.005140057665163539e-01,-2.512046754307710184e-01,-1.529945765389523760e-01,6.524217878712943453e-01
2.600000000000000089e+00,2.080000000000000071e+00,2.388500060842490003e-01,1.001127382241928654e-01,-2.503798570556717284e-01,-1.524613013396409478e-01,6.506612280028555295e-01
2.601999999999999869e+00,2.081599999999999895e+00,2.390043371261166005e-01,9.971279016727492561e-02,-2.495553191611105393e-01,-1.519284124229702826e-01,6.489029004452830929e-01
2.604000000000000092e+00,2.083200000000000163e+00,2.391586091620081511e-01,9.931416114344174262e-02,-2.487310661859889471e-01,-1.513959122732515539e-01,6.471468257535608615e-01
2.605999999999999872e+00,2.084799999999999986e+00,2.393128221764183605e-01,9.891685069327667279e-02,-2.479071025612648860e-01,-1.508638033677998369e-01,6.453930244669394689e-01
2.608000000000000096e+00,2.086400000000000254e+00,2.394669761538917030e-01,9.852085835027996064e-02,-2.470834327099347694e-01,-1.503320881769305006e-01,6.436415171087552789e-01
2.609999999999999876e+00,2.088000000000000078e+00,2.396210710790220300e-01,9.812618364088127043e-02,-2.462600610470148388e-01,-1.498007691639550443e-01,6.418923241862486417e-01
2.612000000000000099e+00,2.089600000000000346e+00,2.397751069364530141e-01,9.773282608445289787e-02,-2.454369919795227062e-01,-1.492698487851770450e-01,6.401454661903809296e-01
2.613999999999999879e+00,2.091200000000000170e+00,2.399290837108777608e-01,9.734078519332207968e-02,-2.446142299064599790e-01,-1.487393294898888552e-01,6.384009635956501283e-01
2.616000000000000103e+00,2.092799999999999994e+00,2.400830013870389745e-01,9.695006047278417749e-02,-2.437917792187935528e-01,-1.482092137203673832e-01,6.366588368599043202e-01
2.617999999999999883e+00,2.094399999999999817e+00,2.402368599497287371e-01,9.656065142111544541e-02,-2.429696442994370431e-01,-1.476795039118702357e-01,6.349191064241560545e-01
2.620000000000000107e+00,2.096000000000000085e+00,2.403906593837888406e-01,9.617255752958599191e-02,-2.421478295232347977e-01,-1.471502024926328867e-01,6.331817927123927214e-01
2.621999999999999886e+00,2.097599999999999909e+00,2.405443996741103430e-01,9.578577828247246406e-02,-2.413263392569421073e-01,-1.466213118838642360e-01,6.314469161313867041e-01
2.624000000000000110e+00,2.099200000000000177e+00,2.406980808056339571e-01,9.540031315707141191e-02,-2.405051778592080802e-01,-1.460928344997432515e-01,6.297144970705048639e-01
2.625999999999999890e+00,2.100800000000000001e+00,2.408517027633496621e-01,9.501616162371186169e-02,-2.396843496805583229e-01,-1.455647727474157771e-01,6.279845559015144740e-01
2.628000000000000114e+00,2.102400000000000269e+00,2.410052655322969528e-01,9.463332314576858306e-02,-2.388638590633774261e-01,-1.450371290269912017e-01,6.262571129783901513e-01
2.629999999999999893e+00,2.104000000000000092e+00,2.411587690975646459e-01,9.425179717967506476e-02,-2.380437103418904798e-01,-1.445099057315383795e-01,6.245321886371174580e-01
2.632000000000000117e+00,2.105600000000000360e+00,2.413122134442909628e-01,9.387158317493653203e-02,-2.372239078421469749e-01,-1.439831052470832151e-01,6.228098031954958369e-01
2.633999999999999897e+00,2.107200000000000184e+00,2.414655985576635300e-01,9.349268057414319988e-02,-2.364044558820029562e-01,-1.434567299526051110e-01,6.210899769529401038e-01
2.636000000000000121e+00,2.108800000000000008e+00,2.416189244229192679e-01,9.311508881298306839e-02,-2.355853587711028152e-01,-1.429307822200331368e-01,6.193727301902790527e-01
2.637999999999999901e+00,2.110399999999999832e+00,2.417721910253443074e-01,9.273880732025556461e-02,-2.347666208108639685e-01,-1.424052644142441426e-01,6.176580831695552831e-01
2.640000000000000124e+00,2.112000000000000099e+00,2.419253983502742122e-01,9.236383551788414359e-02,-2.339482462944581509e-01,-1.418801788930586505e-01,6.159460561338192530e-01
2.641999999999999904e+00,2.113599999999999923e+00,2.420785463830936735e-01,9.199017282092998571e-02,-2.331302395067953170e-01,-1.413555280072382736e-01,6.142366693069258865e-01
2.644000000000000128e+00,2.115200000000000191e+00,2.422316351092367592e-01,9.161781863760505573e-02,-2.323126047245065162e-01,-1.408313141004828017e-01,6.125299428933275170e-01
2.645999999999999908e+00,2.116800000000000015e+00,2.423846645141866374e-01,9.124677236928518953e-02,-2.314953462159270725e-01,-1.403075395094272870e-01,6.108258970778639441e-01
2.648000000000000131e+00,2.118400000000000283e+00,2.425376345834757974e-01,9.087703341052370820e-02,-2.306784682410795706e-01,-1.397842065636389630e-01,6.091245520255544887e-01
2.649999999999999911e+00,2.120000000000000107e+00,2.426905453026857729e-01,9.050860114906440768e-02,-2.298619750516575078e-01,-1.392613175856147467e-01,6.074259278813831653e-01
2.652000000000000135e+00,2.121600000000000374e+00,2.428433966574473080e-01,9.014147496585514507e-02,-2.290458708910086127e-01,-1.387388748907783798e-01,6.057300447700867396e-01
2.653999999999999915e+00,2.123200000000000198e+00,2.429961886334403298e-01,8.977565423506107811e-02,-2.282301599941186088e-01,-1.382168807874780136e-01,6.040369227959387910e-01
2.656000000000000139e+00,2.124800000000000022e+00,2.431489212163938929e-01,8.941113832407807105e-02,-2.274148465875940328e-01,-1.376953375769830734e-01,6.023465820425317752e-01
2.657999999999999918e+00,2.126399999999999846e+00,2.433015943920859847e-01,8.904792659354615614e-02,-2.265999348896471088e-01,-1.371742475534824812e-01,6.006590425725584215e-01
2.660000000000000142e+00,2.128000000000000114e+00,2.434542081463438312e-01,8.868601839736299508e-02,-2.257854291100780675e-01,-1.366536130040812702e-01,5.989743244275899103e-01
2.661999999999999922e+00,2.129599999999999937e+00,2.436067624650435637e-01,8.832541308269728497e-02,-2.249713334502599082e-01,-1.361334362087986971e-01,5.972924476278533845e-01
2.664000000000000146e+00,2.131200000000000205e+00,2.437592573341104962e-01,8.796610999000215037e-02,-2.241576521031227454e-01,-1.356137194405661051e-01,5.956134321720063518e-01
2.665999999999999925e+00,2.132800000000000029e+00,2.439116927395187651e-01,8.760810845302897942e-02,-2.233443892531364605e-01,-1.350944649652239815e-01,5.939372980369100885e-01
2.668000000000000149e+00,2.134400000000000297e+00,2.440640686672916337e-01,8.725140779884067721e-02,-2.225315490762960757e-01,-1.345756750415201264e-01,5.922640651774009335e-01
2.669999999999999929e+00,2.136000000000000121e+00,2.442163851035012156e-01,8.689600734782541858e-02,-2.217191357401046836e-01,-1.340573519211070708e-01,5.905937535260589177e-01
2.672000000000000153e+00,2.137600000000000389e+00,2.443686420342686128e-01,8.654190641371013737e-02,-2.209071534035589313e-01,-1.335394978485403006e-01,5.889263829929750615e-01
2.673999999999999932e+00,2.139200000000000212e+00,2.445208394457638601e-01,8.618910430357419605e-02,-2.200956062171326166e-01,-1.330221150612760639e-01,5.872619734655156742e-01
2.676000000000000156e+00,2.140800000000000036e+00,2.446729773242058426e-01,8.583760031786298594e-02,-2.192844983227612843e-01,-1.325052057896691782e-01,5.856005448080862097e-01
2.677999999999999936e+00,2.142399999999999860e+00,2.448250556558622948e-01,8.548739375040168009e-02,-2.184738338538268210e-01,-1.319887722569712540e-01,5.839421168618907920e-01
2.680000000000000160e+00,2.144000000000000128e+00,2.449770744270498291e-01,8.513848388840888903e-02,-2.176636169351418015e-01,-1.314728166793285580e-01,5.822867094446916303e-01
2.681999999999999940e+00,2.145599999999999952e+00,2.451290336241338241e-01,8.479087001251051081e-02,-2.168538516829343066e-01,-1.309573412657803193e-01,5.806343423505662127e-01
2.684000000000000163e+00,2.147200000000000220e+00,2.452809332335285641e-01,8.444455139675312305e-02,-2.160445422048326569e-01,-1.304423482182566763e-01,5.789850353496582835e-01
2.685999999999999943e+00,2.148800000000000043e+00,2.454327732416969610e-01,8.409952730861808279e-02,-2.152356925998503145e-01,-1.299278397315773437e-01,5.773388081879329281e-01
2.688000000000000167e+00,2.150400000000000311e+00,2.455845536351508596e-01,8.375579700903534874e-02,-2.144273069583706726e-01,-1.294138179934493926e-01,5.756956805869253291e-01
2.689999999999999947e+00,2.152000000000000135e+00,2.457362744004505661e-01,8.341335975239708156e-02,-2.136193893621320949e-01,-1.289002851844660291e-01,5.740556722434870807e-01
2.692000000000000171e+00,2.153600000000000403e+00,2.458879355242053755e-01,8.307221478657154934e-02,-2.128119438842126232e-01,-1.283872434781044292e-01,5.724188028295320585e-01
2.693999999999999950e+00,2.155200000000000227e+00,2.460395369930730991e-01,8.273236135291707483e-02,-2.120049745890165427e-01,-1.278746950407253502e-01,5.707850919917785149e-01
2.696000000000000174e+00,2.156800000000000050e+00,2.461910787937603151e-01,8.239379868629589931e-02,-2.111984855322572852e-01,-1.273626420315699947e-01,5.691545593514898416e-01
2.697999999999999954e+00,2.158399999999999874e+00,2.463425609130220351e-01,8.205652601508808819e-02,-2.103924807609446335e-01,-1.268510866027598438e-01,5.675272245042117802e-01
2.700000000000000178e+00,2.160000000000000142e+00,2.464939833376621758e-01,8.172054256120536708e-02,-2.095869643133697335e-01,-1.263400308992950472e-01,5.659031070195076341e-01
2.701999999999999957e+00,2.161599999999999966e+00,2.466453460545329213e-01,8.138584754010534661e-02,-2.087819402190902729e-01,-1.258294770590527578e-01,5.642822264406921473e-01
2.704000000000000181e+00,2.163200000000000234e+00,2.467966490505353327e-01,8.105244016080524749e-02,-2.079774124989158257e-01,-1.253194272127859943e-01,5.626646022845600559e-01
2.705999999999999961e+00,2.164800000000000058e+00,2.469478923126187386e-01,8.072031962589595877e-02,-2.071733851648944191e-01,-1.248098834841227245e-01,5.610502540411148598e-01
2.708000000000000185e+00,2.166400000000000325e+00,2.470990758277811783e-01,8.038948513155626252e-02,-2.063698622202972399e-01,-1.243008479895642143e-01,5.594392011732942649e-01
2.709999999999999964e+00,2.168000000000000149e+00,2.472501995830690691e-01,8.005993586756657288e-02,-2.055668476596050342e-01,-1.237923228384842783e-01,5.578314631166911841e-01
2.712000000000000188e+00,2.169600000000000417e+00,2.474012635655773451e-01,7.973167101732323014e-02,-2.047643454684937858e-01,-1.232843101331280306e-01,5.562270592792752932e-01
2.713999999999999968e+00,2.171200000000000241e+00,2.475522677624494017e-01,7.940468975785257288e-02,-2.039623596238211156e-01,-1.227768119686111631e-01,5.546260090411087029e-01
2.716000000000000192e+00,2.172800000000000065e+00,2.477032121608770954e-01,7.907899125982503774e-02,-2.031608940936116825e-01,-1.222698304329186553e-01,5.530283317540621857e-01
2.717999999999999972e+00,2.174399999999999888e+00,2.478540967481004942e-01,7.875457468756930091e-02,-2.023599528370439160e-01,-1.217633676069041632e-01,5.514340467415241864e-01
2.720000000000000195e+00,2.176000000000000156e+00,2.480049215114082939e-01,7.843143919908635020e-02,-2.015595398044357223e-01,-1.212574255642888676e-01,5.498431732981121645e-01
2.721999999999999975e+00,2.177599999999999980e+00,2.481556864381373184e-01,7.810958394606391797e-02,-2.007596589372313278e-01,-1.207520063716610997e-01,5.482557306893777183e-01
2.724000000000000199e+00,2.179200000000000248e+00,2.483063915156729085e-01,7.778900807389046990e-02,-1.999603141679872353e-01,-1.202471120884752442e-01,5.466717381515093788e-01
2.725999999999999979e+00,2.180800000000000072e+00,2.484570367314485051e-01,7.746971072166933259e-02,-1.991615094203590952e-01,-1.197427447670513789e-01,5.450912148910328492e-01
2.728000000000000203e+00,2.182400000000000340e+00,2.486076220729460384e-01,7.715169102223337627e-02,-1.983632486090877167e-01,-1.192389064525742476e-01,5.435141800845095794e-01
2.729999999999999982e+00,2.184000000000000163e+00,2.487581475276955112e-01,7.683494810215889259e-02,-1.975655356399864115e-01,-1.187355991830931906e-01,5.419406528782300114e-01
2.732000000000000206e+00,2.185600000000000431e+00,2.489086130832752208e-01,7.651948108178005525e-02,-1.967683744099268384e-01,-1.182328249895210764e-01,5.403706523879052703e-01
2.733999999999999986e+00,2.187200000000000255e+00,2.490590187273117317e-01,7.620528907520314477e-02,-1.959717688068268182e-01,-1.177305858956343571e-01,5.388041976983559689e-01
2.736000000000000210e+00,2.188800000000000079e+00,2.492093644474797642e-01,7.589237119032109236e-02,-1.951757227096364011e-01,-1.172288839180723047e-01,5.372413078631970151e-01
2.737999999999999989e+00,2.190399999999999903e+00,2.493596502315020835e-01,7.558072652882749654e-02,-1.943802399883252097e-01,-1.167277210663368037e-01,5.356820019045199777e-01
2.740000000000000213e+00,2.192000000000000171e+00,2.495098760671497218e-01,7.527035418623133356e-02,-1.935853245038691162e-01,-1.162270993427918231e-01,5.341262988125725641e-01
2.741999999999999993e+00,2.193599999999999994e+00,2.496600419422417283e-01,7.496125325187119603e-02,-1.927909801082382801e-01,-1.157270207426637082e-01,5.325742175454343252e-01
2.744000000000000217e+00,2.195200000000000262e+00,2.498101478446453083e-01,7.465342280892969806e-02,-1.919972106443830484e-01,-1.152274872540401673e-01,5.310257770286893608e-01
2.745999999999999996e+00,2.196800000000000086e+00,2.499601937622756287e-01,7.434686193444803304e-02,-1.912040199462223533e-01,-1.147285008578708965e-01,5.294809961550956956e-01
2.748000000000000220e+00,2.198400000000000354e+00,2.501101796830960122e-01,7.404156969934025390e-02,-1.904114118386305010e-01,-1.142300635279669130e-01,5.279398937842518791e-01
2.750000000000000000e+00,2.200000000000000178e+00,2.502601055951176323e-01,7.373754516840794193e-02,-1.896193901374248481e-01,-1.137321772310008888e-01,5.264024887422595889e-01
2.752000000000000224e+00,2.201600000000000446e+00,2.504099714863997628e-01,7.343478740035465357e-02,-1.888279586493530338e-01,-1.132348439265067758e-01,5.248687998213844574e-01
2.754000000000000004e+00,2.203200000000000269e+00,2.505597773450495835e-01,7.313329544780027003e-02,-1.880371211720813229e-01,-1.127380655668804021e-01,5.233388457797094606e-01
2.756000000000000227e+00,2.204800000000000093e+00,2.507095231592223472e-01,7.283306835729583262e-02,-1.872468814941811999e-01,-1.122418440973788900e-01,5.218126453407914145e-01
2.758000000000000007e+00,2.206399999999999917e+00,2.508592089171208794e-01,7.253410516933783692e-02,-1.864572433951184327e-01,-1.117461814561215711e-01,5.202902171933069253e-01
2.760000000000000231e+00,2.208000000000000185e+00,2.510088346069963006e-01,7.223640491838308197e-02,-1.856682106452395564e-01,-1.112510795740893343e-01,5.187715799907020031e-01
2.762000000000000011e+00,2.209600000000000009e+00,2.511584002171472485e-01,7.193996663286295057e-02,-1.848797870057609927e-01,-1.107565403751257088e-01,5.172567523508302401e-01
2.764000000000000234e+00,2.211200000000000276e+00,2.513079057359203783e-01,7.164478933519821680e-02,-1.840919762287560879e-01,-1.102625657759364469e-01,5.157457528555946524e-01
2.766000000000000014e+00,2.212800000000000100e+00,2.514573511517100846e-01,7.135087204181377041e-02,-1.833047820571447051e-01,-1.097691576860908708e-01,5.142386000505825283e-01
2.768000000000000238e+00,2.214400000000000368e+00,2.516067364529586126e-01,7.105821376315300808e-02,-1.825182082246793458e-01,-1.092763180080209839e-01,5.127353124446958343e-01
2.770000000000000018e+00,2.216000000000000192e+00,2.517560616281557806e-01,7.076681350369282142e-02,-1.817322584559351306e-01,-1.087840486370230397e-01,5.112359085097811784e-01
