t,Gamma_beta,coherence,gamma_phi,bath_energy,system_entropy,Sigma_beta
4.849999999999999645e+00,4.699686379229147448e+00,9.098130016854910976e-03,1.085354375851105280e+00,8.040715189935830898e-01,6.931057920040362141e-01,8.733820981939867778e+00
4.857142857142856762e+00,4.707438286994774401e+00,9.027874809881564558e-03,1.085179906552899087e+00,8.044151196360224132e-01,6.931064287445807270e-01,8.737257625104804859e+00
4.864285714285713880e+00,4.715188950865822903e+00,8.958173252362314903e-03,1.085006085340562976e+00,8.047574995777804219e-01,6.931070555892617779e-01,8.740682051367066663e+00
4.871428571428570997e+00,4.722938375470839389e+00,8.889020855856358955e-03,1.084832912031383545e+00,8.050986642093114209e-01,6.931076726937641652e-01,8.744094314786877931e+00
4.878571428571428115e+00,4.730686565436987401e+00,8.820413169580371485e-03,1.084660386422291012e+00,8.054386188939386404e-01,6.931082802112893404e-01,8.747494469150675300e+00
4.885714285714285232e+00,4.738433525389911694e+00,8.752345780081554824e-03,1.084488508290130104e+00,8.057773689679957885e-01,6.931088782925944880e-01,8.750882567972553261e+00
4.892857142857142350e+00,4.746179259953595242e+00,8.684814310913672314e-03,1.084317277391931844e+00,8.061149197409693823e-01,6.931094670860333817e-01,8.754258664495727871e+00
4.899999999999999467e+00,4.753923773750208248e+00,8.617814422316037726e-03,1.084146693465177114e+00,8.064512764956393021e-01,6.931100467375940211e-01,8.757622811693988041e+00
4.907142857142856585e+00,4.761667071399978468e+00,8.551341810895174422e-03,1.083976756228062666e+00,8.067864444882182351e-01,6.931106173909380441e-01,8.760975062273120173e+00
4.914285714285713702e+00,4.769409157521059761e+00,8.485392209309352424e-03,1.083807465379760471e+00,8.071204289484924521e-01,6.931111791874373651e-01,8.764315468672361220e+00
4.921428571428571708e+00,4.777150036729380211e+00,8.419961385956093586e-03,1.083638820600676622e+00,8.074532350799601410e-01,6.931117322662123659e-01,8.767644083065812666e+00
4.928571428571428825e+00,4.784889713638526665e+00,8.355045144662160903e-03,1.083470821552703578e+00,8.077848680599694076e-01,6.931122767641670901e-01,8.770960957363859833e+00
4.935714285714285943e+00,4.792628192859599068e+00,8.290639324376587044e-03,1.083303467879477289e+00,8.081153330398556101e-01,6.931128128160261026e-01,8.774266143214582314e+00
4.942857142857143060e+00,4.800365479001092339e+00,8.226739798866176609e-03,1.083136759206623001e+00,8.084446351450794710e-01,6.931133405543691284e-01,8.777559692005164393e+00
4.950000000000000178e+00,4.808101576668762256e+00,8.163342476413894960e-03,1.082970695142002171e+00,8.087727794753628574e-01,6.931138601096660246e-01,8.780841654863294821e+00
4.957142857142857295e+00,4.815836490465501107e+00,8.100443299519846999e-03,1.082805275275959822e+00,8.090997711048235619e-01,6.931143716103103092e-01,8.784112082658545262e+00
4.964285714285714413e+00,4.823570224991209798e+00,8.038038244604955168e-03,1.082640499181563021e+00,8.094256150821119711e-01,6.931148751826539112e-01,8.787371026003775398e+00
4.971428571428571530e+00,4.831302784842685938e+00,7.976123321717159750e-03,1.082476366414840241e+00,8.097503164305441814e-01,6.931153709510384786e-01,8.790618535256481181e+00
4.978571428571428648e+00,4.839034174613487949e+00,7.914694574240425939e-03,1.082312876515018951e+00,8.100738801482361140e-01,6.931158590378296847e-01,8.793854660520191047e+00
4.985714285714285765e+00,4.846764398893828485e+00,7.853748078606127489e-03,1.082150029004759206e+00,8.103963112082374076e-01,6.931163395634472035e-01,8.797079451645821280e+00
4.992857142857142883e+00,4.854493462270450088e+00,7.793279944007123518e-03,1.081987823390384129e+00,8.107176145586628691e-01,6.931168126463977952e-01,8.800292958233026042e+00
5.000000000000000000e+00,4.862221369326516829e+00,7.733286312114287346e-03,1.081826259162107950e+00,8.110377951228247007e-01,6.931172784033052814e-01,8.803495229631552732e+00
5.007142857142857117e+00,4.869948124641485521e+00,7.673763356795705939e-03,1.081665335794265159e+00,8.113568577993639508e-01,6.931177369489407436e-01,8.806686314942579585e+00
5.014285714285714235e+00,4.877673732791004468e+00,7.614707283838180463e-03,1.081505052745530326e+00,8.116748074623810760e-01,6.931181883962530543e-01,8.809866263020063926e+00
5.021428571428571352e+00,4.885398198346807774e+00,7.556114330671242184e-03,1.081345409459143703e+00,8.119916489615655042e-01,6.931186328563980759e-01,8.813035122472053118e+00
5.028571428571428470e+00,4.893121525876590105e+00,7.497980766093786074e-03,1.081186405363125047e+00,8.123073871223259745e-01,6.931190704387670820e-01,8.816192941662027494e+00
5.035714285714285587e+00,4.900843719943909882e+00,7.440302890002919653e-03,1.081028039870496338e+00,8.126220267459174362e-01,6.931195012510154019e-01,8.819339768710189986e+00
5.042857142857142705e+00,4.908564785108076478e+00,7.383077033125361004e-03,1.080870312379490050e+00,8.129355726095714996e-01,6.931199253990912856e-01,8.822475651494807281e+00
5.049999999999999822e+00,4.916284725924057852e+00,7.326299556751071987e-03,1.080713222273764318e+00,8.132480294666218912e-01,6.931203429872616617e-01,8.825600637653481684e+00
5.057142857142856940e+00,4.924003546942357090e+00,7.269966852469507412e-03,1.080556768922612765e+00,8.135594020466326848e-01,6.931207541181407805e-01,8.828714774584467406e+00
5.064285714285714057e+00,4.931721252708929804e+00,7.214075341907905115e-03,1.080400951681168786e+00,8.138696950555234233e-01,6.931211588927161937e-01,8.831818109447949539e+00
5.071428571428571175e+00,4.939437847765068668e+00,7.158621476472164236e-03,1.080245769890614493e+00,8.141789131756954623e-01,6.931215574103741783e-01,8.834910689167328357e+00
5.078571428571428292e+00,4.947153336647315491e+00,7.103601737089825126e-03,1.080091222878379442e+00,8.144870610661566479e-01,6.931219497689273812e-01,8.837992560430494748e+00
5.085714285714285410e+00,4.954867723887360853e+00,7.049012633955434488e-03,1.079937309958344471e+00,8.147941433626459951e-01,6.931223360646381337e-01,8.841063769691098528e+00
5.092857142857142527e+00,4.962581014011942848e+00,6.994850706278189084e-03,1.079784030431037767e+00,8.151001646777568110e-01,6.931227163922446532e-01,8.844124363169811431e+00
5.099999999999999645e+00,4.970293211542758272e+00,6.941112522031740034e-03,1.079631383583832482e+00,8.154051296010604855e-01,6.931230908449848016e-01,8.847174386855590100e+00
5.107142857142856762e+00,4.978004320996365806e+00,6.887794677706288692e-03,1.079479368691139474e+00,8.157090426992289478e-01,6.931234595146209543e-01,8.850213886506910654e+00
5.114285714285713880e+00,4.985714346884098980e+00,6.834893798062814489e-03,1.079327985014600255e+00,8.160119085161556818e-01,6.931238224914628709e-01,8.853242907653021021e+00
5.121428571428570997e+00,4.993423293711968469e+00,6.782406535889583948e-03,1.079177231803275516e+00,8.163137315730785160e-01,6.931241798643917873e-01,8.856261495595175504e+00
5.128571428571428115e+00,5.001131165980580384e+00,6.730329571760704059e-03,1.079027108293834525e+00,8.166145163686990838e-01,6.931245317208825085e-01,8.859269695407874678e+00
5.135714285714285232e+00,5.008837968185039458e+00,6.678659613796941209e-03,1.078877613710738759e+00,8.169142673793032827e-01,6.931248781470271680e-01,8.862267551940060883e+00
5.142857142857142350e+00,5.016543704814874438e+00,6.627393397428521168e-03,1.078728747266427979e+00,8.172129890588809564e-01,6.931252192275558777e-01,8.865255109816365220e+00
5.149999999999999467e+00,5.024248380353941279e+00,6.576527685160185079e-03,1.078580508161497642e+00,8.175106858392450215e-01,6.931255550458603754e-01,8.868232413438310147e+00
5.157142857142856585e+00,5.031951999280344978e+00,6.526059266338222163e-03,1.078432895584882978e+00,8.178073621301484852e-01,6.931258856840136762e-01,8.871199506985497862e+00
5.164285714285713702e+00,5.039654566066357866e+00,6.475984956919600584e-03,1.078285908714034402e+00,8.181030223194035722e-01,6.931262112227927208e-01,8.874156434416828887e+00
5.171428571428571708e+00,5.047356085178337004e+00,6.426301599243156547e-03,1.078139546715092933e+00,8.183976707729985201e-01,6.931265317416981375e-01,8.877103239471683338e+00
5.178571428571428825e+00,5.055056561076640698e+00,6.377006061802832117e-03,1.077993808743064053e+00,8.186913118352131535e-01,6.931268473189753365e-01,8.880039965671107538e+00
5.185714285714285943e+00,5.062755998215551223e+00,6.328095239022888882e-03,1.077848693941990232e+00,8.189839498287356800e-01,6.931271580316340497e-01,8.882966656318991738e+00
5.192857142857143060e+00,5.070454401043202886e+00,6.279566051035093133e-03,1.077704201445119692e+00,8.192755890547777087e-01,6.931274639554687589e-01,8.885883354503246068e+00
5.200000000000000178e+00,5.078151774001498531e+00,6.231415443457955818e-03,1.077560330375075370e+00,8.195662337931891583e-01,6.931277651650780136e-01,8.888790103096969375e+00
5.207142857142857295e+00,5.085848121526034049e+00,6.183640387177886770e-03,1.077417079844019687e+00,8.198558883025716115e-01,6.931280617338828609e-01,8.891686944759600308e+00
5.214285714285714413e+00,5.093543448046035316e+00,6.136237878132221567e-03,1.077274448953820185e+00,8.201445568203930003e-01,6.931283537341467182e-01,8.894573921938077277e+00
5.221428571428571530e+00,5.101237757984263155e+00,6.089204937094379495e-03,1.077132436796211845e+00,8.204322435630998500e-01,6.931286412369932481e-01,8.897451076867993081e+00
5.228571428571428648e+00,5.108931055756967154e+00,6.042538609460624405e-03,1.076991042452956959e+00,8.207189527262297446e-01,6.931289243124247879e-01,8.900318451574722900e+00
5.235714285714285765e+00,5.116623345773797737e+00,5.996235965038987890e-03,1.076850264996004558e+00,8.210046884845230153e-01,6.931292030293403350e-01,8.903176087874570044e+00
5.242857142857142883e+00,5.124314632437742212e+00,5.950294097839921130e-03,1.076710103487646730e+00,8.212894549920340959e-01,6.931294774555529781e-01,8.906024027375893937e+00
5.250000000000000000e+00,5.132004920145052829e+00,5.904710125868850579e-03,1.076570556980675386e+00,8.215732563822426560e-01,6.931297476578077710e-01,8.908862311480234553e+00
5.257142857142857117e+00,5.139694213285191715e+00,5.859481190920490939e-03,1.076431624518535246e+00,8.218560967681631801e-01,6.931300137017980534e-01,8.911690981383431520e+00
5.264285714285714235e+00,5.147382516240746497e+00,5.814604458375147861e-03,1.076293305135474832e+00,8.221379802424531036e-01,6.931302756521827702e-01,8.914510078076713029e+00
5.271428571428571352e+00,5.155069833387376121e+00,5.770077116996659081e-03,1.076155597856698121e+00,8.224189108775246115e-01,6.931305335726030137e-01,8.917319642347848685e+00
5.278571428571428470e+00,5.162756169093749570e+00,5.725896378732178715e-03,1.076018501698512431e+00,8.226988927256509987e-01,6.931307875256980111e-01,8.920119714782208220e+00
5.285714285714285587e+00,5.170441527721469477e+00,5.682059478513815966e-03,1.075882015668475633e+00,8.229779298190746939e-01,6.931310375731211115e-01,8.922910335763868162e+00
5.292857142857142705e+00,5.178125913625029497e+00,5.638563674061852424e-03,1.075746138765540483e+00,8.232560261701152848e-01,6.931312837755559952e-01,8.925691545476707844e+00
5.299999999999999822e+00,5.185809331151735257e+00,5.595406245689913544e-03,1.075610869980199391e+00,8.235331857712746562e-01,6.931315261927315508e-01,8.928463383905478779e+00
5.307142857142856940e+00,5.193491784641651954e+00,5.552584496111715243e-03,1.075476208294626090e+00,8.238094125953446811e-01,6.931317648834376399e-01,8.931225890836884673e+00
5.314285714285714057e+00,5.201173278427548397e+00,5.510095750249550429e-03,1.075342152682816410e+00,8.240847105955124707e-01,6.931319999055391978e-01,8.933979105860663239e+00
5.321428571428571175e+00,5.208853816834833950e+00,5.467937355044513725e-03,1.075208702110725500e+00,8.243590837054644016e-01,6.931322313159925530e-01,8.936723068370636014e+00
5.328571428571428292e+00,5.216533404181505240e+00,5.426106679268361162e-03,1.075075855536407943e+00,8.246325358394911431e-01,6.931324591708579730e-01,8.939457817565768849e+00
5.335714285714285410e+00,5.224212044778089314e+00,5.384601113337049091e-03,1.074943611910150976e+00,8.249050708925923514e-01,6.931326835253155405e-01,8.942183392451237722e+00
5.342857142857142527e+00,5.231889742927582354e+00,5.343418069125966188e-03,1.074811970174610387e+00,8.251766927405781438e-01,6.931329044336784762e-01,8.944899831839460802e+00
5.349999999999999645e+00,5.239566502925407931e+00,5.302554979786683331e-03,1.074680929264941520e+00,8.254474052401740147e-01,6.931331219494067941e-01,8.947607174351146497e+00
5.357142857142856762e+00,5.247242329059352173e+00,5.262009299565464232e-03,1.074550488108933166e+00,8.257172122291213112e-01,6.931333361251214020e-01,8.950305458416334403e+00
5.364285714285713880e+00,5.254917225609521125e+00,5.221778503623263588e-03,1.074420645627135906e+00,8.259861175262802613e-01,6.931335470126169795e-01,8.952994722275420258e+00
5.371428571428570997e+00,5.262591196848282138e+00,5.181860087857402715e-03,1.074291400732988455e+00,8.262541249317301162e-01,6.931337546628751900e-01,8.955675003980177351e+00
5.378571428571428115e+00,5.270264247040217676e+00,5.142251568724766526e-03,1.074162752332948445e+00,8.265212382268701807e-01,6.931339591260783362e-01,8.958346341394779699e+00
5.385714285714285232e+00,5.277936380442073805e+00,5.102950483066586926e-03,1.074034699326614994e+00,8.267874611745208435e-01,6.931341604516212396e-01,8.961008772196828787e+00
5.392857142857142350e+00,5.285607601302707792e+00,5.063954387934792647e-03,1.073907240606854163e+00,8.270527975190209435e-01,6.931343586881235641e-01,8.963662333878332333e+00
5.399999999999999467e+00,5.293277913863058792e+00,5.025260860419769431e-03,1.073780375059919967e+00,8.273172509863288004e-01,6.931345538834432496e-01,8.966307063746731032e+00
5.407142857142856585e+00,5.300947322356071467e+00,4.986867497479893080e-03,1.073654101565578278e+00,8.275808252841200252e-01,6.931347460846877251e-01,8.968942998925887977e+00
5.414285714285713702e+00,5.308615831006677332e+00,4.948771915772275098e-03,1.073528418997223621e+00,8.278435241018854418e-01,6.931349353382262324e-01,8.971570176357081650e+00
5.421428571428570820e+00,5.316283444031729921e+00,4.910971751485238707e-03,1.073403326222000187e+00,8.281053511110286758e-01,6.931351216897012613e-01,8.974188632799988241e+00
5.428571428571428825e+00,5.323950165639977250e+00,4.873464660172094169e-03,1.073278822100917074e+00,8.283663099649625217e-01,6.931353051840400958e-01,8.976798404833665757e+00
5.435714285714285943e+00,5.331616000032004088e+00,4.836248316586530885e-03,1.073154905488966415e+00,8.286264042992063095e-01,6.931354858654668050e-01,8.979399528857529234e+00
5.442857142857143060e+00,5.339280951400197317e+00,4.799320414519355621e-03,1.073031575235235513e+00,8.288856377314808288e-01,6.931356637775125673e-01,8.981992041092320633e+00
5.450000000000000178e+00,5.346945023928702412e+00,4.762678666636713069e-03,1.072908830183020967e+00,8.291440138618044742e-01,6.931358389630271066e-01,8.984575977581071626e+00
5.457142857142857295e+00,5.354608221793382583e+00,4.726320804319728008e-03,1.072786669169942142e+00,8.294015362725878360e-01,6.931360114641895720e-01,8.987151374190066377e+00
5.464285714285714413e+00,5.362270549161776145e+00,4.690244577505571673e-03,1.072665091028047968e+00,8.296582085287277364e-01,6.931361813225190849e-01,8.989718266609795450e+00
5.471428571428571530e+00,5.369932010193063654e+00,4.654447754529884677e-03,1.072544094583930852e+00,8.299140341777014873e-01,6.931363485788848422e-01,8.992276690355900826e+00
5.478571428571428648e+00,5.377592609038021720e+00,4.618928121970659710e-03,1.072423678658832813e+00,8.301690167496602601e-01,6.931365132735168855e-01,8.994826680770119154e+00
5.485714285714285765e+00,5.385252349838987485e+00,4.583683484493446085e-03,1.072303842068750290e+00,8.304231597575214563e-01,6.931366754460164259e-01,8.997368273021230323e+00
5.492857142857142883e+00,5.392911236729827529e+00,4.548711664697904777e-03,1.072184583624544496e+00,8.306764666970612998e-01,6.931368351353650592e-01,8.999901502105977613e+00
5.500000000000000000e+00,5.400569273835890804e+00,4.514010502965792003e-03,1.072065902132040893e+00,8.309289410470065418e-01,6.931369923799350907e-01,9.002426402850000287e+00
5.507142857142857117e+00,5.408226465273981987e+00,4.479577857310189197e-03,1.071947796392137553e+00,8.311805862691263869e-01,6.931371472174994164e-01,9.004943009908762619e+00
5.514285714285714235e+00,5.415882815152323282e+00,4.445411603226117302e-03,1.071830265200901966e+00,8.314314058083223102e-01,6.931372996852402935e-01,9.007451357768463396e+00
5.521428571428571352e+00,5.423538327570518014e+00,4.411509633542457301e-03,1.071713307349675848e+00,8.316814030927196510e-01,6.931374498197593326e-01,9.009951480746956065e+00
5.528571428571428470e+00,5.431193006619523977e+00,4.377869858275135369e-03,1.071596921625173504e+00,8.319305815337557641e-01,6.931375976570866015e-01,9.012443412994644021e+00
5.535714285714285587e+00,5.438846856381613470e+00,4.344490204481663703e-03,1.071481106809581529e+00,8.321789445262709473e-01,6.931377432326890631e-01,9.014927188495398980e+00
5.542857142857142705e+00,5.446499880930345761e+00,4.311368616116903474e-03,1.071365861680652953e+00,8.324264954485969259e-01,6.931378865814805668e-01,9.017402841067449160e+00
5.549999999999999822e+00,5.454152084330529782e+00,4.278503053890143557e-03,1.071251185011809159e+00,8.326732376626447829e-01,6.931380277378295096e-01,9.019870404364276339e+00
5.557142857142856940e+00,5.461803470638202818e+00,4.245891495123369289e-03,1.071137075572229147e+00,8.329191745139929992e-01,6.931381667355680509e-01,9.022329911875498709e+00
5.564285714285714057e+00,5.469454043900594975e+00,4.213531933610840940e-03,1.071023532126948341e+00,8.331643093319752724e-01,6.931383036080007720e-01,9.024781396927753718e+00
5.571428571428571175e+00,5.477103808156100762e+00,4.181422379479876085e-03,1.070910553436949630e+00,8.334086454297671143e-01,6.931384383879122257e-01,9.027224892685582702e+00
5.578571428571428292e+00,5.484752767434247112e+00,4.149560859052873162e-03,1.070798138259254628e+00,8.336521861044722259e-01,6.931385711075762623e-01,9.029660432152299521e+00
5.585714285714285410e+00,5.492400925755673846e+00,4.117945414710499040e-03,1.070686285347016264e+00,8.338949346372092064e-01,6.931387017987629129e-01,9.032088048170853867e+00
5.592857142857142527e+00,5.500048287132097258e+00,4.086574104756144667e-03,1.070574993449608270e+00,8.341368942931961517e-01,6.931388304927472710e-01,9.034507773424708788e+00
5.599999999999999645e+00,5.507694855566288794e+00,4.055445003281513486e-03,1.070464261312712440e+00,8.343780683218362526e-01,6.931389572203169314e-01,9.036919640438679124e+00
5.607142857142856762e+00,5.515340635052048412e+00,4.024556200033418962e-03,1.070354087678409227e+00,8.346184599568026163e-01,6.931390820117795393e-01,9.039323681579805481e+00
5.614285714285713880e+00,5.522985629574174382e+00,3.993905800281753044e-03,1.070244471285261456e+00,8.348580724161213107e-01,6.931392048969707842e-01,9.041719929058183780e+00
5.621428571428570997e+00,5.530629843108448185e+00,3.963491924688568313e-03,1.070135410868402026e+00,8.350969089022567404e-01,6.931393259052616163e-01,9.044108414927830353e+00
5.628571428571428115e+00,5.538273279621599876e+00,3.933312709178380523e-03,1.070026905159618291e+00,8.353349726021932486e-01,6.931394450655652406e-01,9.046489171087497283e+00
5.635714285714285232e+00,5.545915943071292098e+00,3.903366304809534077e-03,1.069918952887436214e+00,8.355722666875186055e-01,6.931395624063452221e-01,9.048862229281532166e+00
5.642857142857142350e+00,5.553557837406090769e+00,3.873650877646756668e-03,1.069811552777200969e+00,8.358087943145068310e-01,6.931396779556213694e-01,9.051227621100689902e+00
5.649999999999999467e+00,5.561198966565451762e+00,3.844164608634762555e-03,1.069704703551162650e+00,8.360445586241987970e-01,6.931397917409779508e-01,9.053585377982965809e+00
5.657142857142856585e+00,5.568839334479688041e+00,3.814905693473044125e-03,1.069598403928552210e+00,8.362795627424846057e-01,6.931399037895698001e-01,9.055935531214416301e+00
5.664285714285713702e+00,5.576478945069953674e+00,3.785872342491693882e-03,1.069492652625667173e+00,8.365138097801843031e-01,6.931400141281292004e-01,9.058278111929972454e+00
5.671428571428570820e+00,5.584117802248228735e+00,3.757062780528315840e-03,1.069387448355945569e+00,8.367473028331278151e-01,6.931401227829727674e-01,9.060613151114251806e+00
5.678571428571428825e+00,5.591755909917287326e+00,3.728475246806074901e-03,1.069282789830044988e+00,8.369800449822365485e-01,6.931402297800078882e-01,9.062940679602373706e+00
5.685714285714285943e+00,5.599393271970687813e+00,3.700107994812735016e-03,1.069178675755922514e+00,8.372120392936003297e-01,6.931403351447387173e-01,9.065260728080740904e+00
5.692857142857143060e+00,5.607029892292747064e+00,3.671959292180813211e-03,1.069075104838908219e+00,8.374432888185600055e-01,6.931404389022735035e-01,9.067573327087874446e+00
5.700000000000000178e+00,5.614665774758528904e+00,3.644027420568733255e-03,1.068972075781780884e+00,8.376737965937829378e-01,6.931405410773301412e-01,9.069878507015159741e+00
5.707142857142857295e+00,5.622300923233820136e+00,3.616310675543063513e-03,1.068869587284842604e+00,8.379035656413438282e-01,6.931406416942420545e-01,9.072176298107681447e+00
5.714285714285714413e+00,5.629935341575117214e+00,3.588807366461747080e-03,1.068767638045993618e+00,8.381325989688007683e-01,6.931407407769648588e-01,9.074466730464973097e+00
5.721428571428571530e+00,5.637569033629605819e+00,3.561515816358378807e-03,1.068666226760802918e+00,8.383608995692740651e-01,6.931408383490823555e-01,9.076749834041823561e+00
5.728571428571428648e+00,5.645202003235145760e+00,3.534434361827475026e-03,1.068565352122580636e+00,8.385884704215218477e-01,6.931409344338115286e-01,9.079025638649030228e+00
5.735714285714285765e+00,5.652834254220255872e+00,3.507561352910747252e-03,1.068465012822449545e+00,8.388153144900181157e-01,6.931410290540094277e-01,9.081294173954191251e+00
5.742857142857142883e+00,5.660465790404102471e+00,3.480895152984355995e-03,1.068365207549415441e+00,8.390414347250281235e-01,6.931411222321778309e-01,9.083555469482458733e+00
5.750000000000000000e+00,5.668096615596471821e+00,3.454434138647205846e-03,1.068265934990435317e+00,8.392668340626838752e-01,6.931412139904695735e-01,9.085809554617309658e+00
5.757142857142857117e+00,5.675726733597773688e+00,3.428176699610109655e-03,1.068167193830486417e+00,8.394915154250596201e-01,6.931413043506935434e-01,9.088056458601288412e+00
5.764285714285714235e+00,5.683356148199008473e+00,3.402121238586043421e-03,1.068068982752633511e+00,8.397154817202480137e-01,6.931413933343203437e-01,9.090296210536800814e+00
5.771428571428571352e+00,5.690984863181770770e+00,3.376266171181235148e-03,1.067971300438095517e+00,8.399387358424320604e-01,6.931414809624875106e-01,9.092528839386808670e+00
5.778571428571428470e+00,5.698612882318226269e+00,3.350609925787297137e-03,1.067874145566313882e+00,8.401612806719620519e-01,6.931415672560048424e-01,9.094754373975625583e+00
5.785714285714285587e+00,5.706240209371099326e+00,3.325150943474259029e-03,1.067777516815012984e+00,8.403831190754261771e-01,6.931416522353592846e-01,9.096972842989622166e+00
5.792857142857142705e+00,5.713866848093670292e+00,3.299887677884503785e-03,1.067681412860269852e+00,8.406042539057269058e-01,6.931417359207205919e-01,9.099184274977989872e+00
5.799999999999999822e+00,5.721492802229747987e+00,3.274818595127710220e-03,1.067585832376573229e+00,8.408246880021522651e-01,6.931418183319453252e-01,9.101388698353467532e+00
5.807142857142856940e+00,5.729118075513676800e+00,3.249942173676595696e-03,1.067490774036889967e+00,8.410444241904463381e-01,6.931418994885826246e-01,9.103586141393044784e+00
5.814285714285714057e+00,5.736742671670313598e+00,3.225256904263666680e-03,1.067396236512725194e+00,8.412634652828859805e-01,6.931419794098787612e-01,9.105776632238738344e+00
5.821428571428571175e+00,5.744366594415016181e+00,3.200761289778830589e-03,1.067302218474184494e+00,8.414818140783479894e-01,6.931420581147818005e-01,9.107960198898261694e+00
5.828571428571428292e+00,5.751989847453645943e+00,3.176453845167853760e-03,1.067208718590033634e+00,8.416994733623831548e-01,6.931421356219462648e-01,9.110136869245776481e+00
5.835714285714285410e+00,5.759612434482543897e+00,3.152333097331787813e-03,1.067115735527758957e+00,8.419164459072853157e-01,6.931422119497380185e-01,9.112306671022590621e+00
5.842857142857142527e+00,5.767234359188537773e+00,3.128397585027171014e-03,1.067023267953626675e+00,8.421327344721629693e-01,6.931422871162382648e-01,9.114469631837867070e+00
5.849999999999999645e+00,5.774855625248912716e+00,3.104645858767214953e-03,1.066931314532742148e+00,8.423483418030085490e-01,6.931423611392488748e-01,9.116625779169334365e+00
5.857142857142856762e+00,5.782476236331428154e+00,3.081076480723702465e-03,1.066839873929105842e+00,8.425632706327691457e-01,6.931424340362954961e-01,9.118775140363986509e+00
5.864285714285713880e+00,5.790096196094283165e+00,3.057688024629901663e-03,1.066748944805669952e+00,8.427775236814143422e-01,6.931425058246329929e-01,9.120917742638777526e+00
5.871428571428570997e+00,5.797715508186133349e+00,3.034479075684161711e-03,1.066658525824398129e+00,8.429911036560062687e-01,6.931425765212491097e-01,9.123053613081310687e+00
5.878571428571428115e+00,5.805334176246067734e+00,3.011448230454467911e-03,1.066568615646317442e+00,8.432040132507673258e-01,6.931426461428693564e-01,9.125182778650541948e+00
5.885714285714285232e+00,5.812952203903611448e+00,2.988594096783751819e-03,1.066479212931575216e+00,8.434162551471491298e-01,6.931427147059596727e-01,9.127305266177451415e+00
5.892857142857142350e+00,5.820569594778715938e+00,2.965915293696052245e-03,1.066390316339491662e+00,8.436278320138993481e-01,6.931427822267322014e-01,9.129421102365725460e+00
5.899999999999999467e+00,5.828186352481750987e+00,2.943410451303494612e-03,1.066301924528616718e+00,8.438387465071295335e-01,6.931428487211479528e-01,9.131530313792444176e+00
5.907142857142856585e+00,5.835802480613503818e+00,2.921078210714048336e-03,1.066214036156778677e+00,8.440490012703827372e-01,6.931429142049214676e-01,9.133632926908749283e+00
5.914285714285713702e+00,5.843417982765171992e+00,2.898917223940105595e-03,1.066126649881139699e+00,8.442585989346980124e-01,6.931429786935244808e-01,9.135728968040504938e+00
5.921428571428570820e+00,5.851032862518358968e+00,2.876926153807844635e-03,1.066039764358245989e+00,8.444675421186794706e-01,6.931430422021893634e-01,9.137818463388983403e+00
5.928571428571428825e+00,5.858647123445074101e+00,2.855103673867363714e-03,1.065953378244079097e+00,8.446758334285598968e-01,6.931431047459135630e-01,9.139901439031513419e+00
5.935714285714285943e+00,5.866260769107714879e+00,2.833448468303648160e-03,1.065867490194106759e+00,8.448834754582676965e-01,6.931431663394627130e-01,9.141977920922139234e+00
5.942857142857143060e+00,5.873873803059082022e+00,2.811959231848207459e-03,1.065782098863331306e+00,8.450904707894907331e-01,6.931432269973742955e-01,9.144047934892281404e+00
5.950000000000000178e+00,5.881486228842364383e+00,2.790634669691571465e-03,1.065697202906339180e+00,8.452968219917423864e-01,6.931432867339615278e-01,9.146111506651385170e+00
5.957142857142857295e+00,5.889098049991145167e+00,2.769473497396476597e-03,1.065612800977351782e+00,8.455025316224249465e-01,6.931433455633164709e-01,9.148168661787565270e+00
5.964285714285714413e+00,5.896709270029381500e+00,2.748474440811879502e-03,1.065528891730268768e+00,8.457076022268947835e-01,6.931434034993140259e-01,9.150219425768263193e+00
5.971428571428571530e+00,5.904319892471423969e+00,2.727636235987604754e-03,1.065445473818719346e+00,8.459120363385241870e-01,6.931434605556145989e-01,9.152263823940856469e+00
5.978571428571428648e+00,5.911929920822001527e+00,2.706957629089824357e-03,1.065362545896107793e+00,8.461158364787667585e-01,6.931435167456678759e-01,9.154301881533335461e+00
5.985714285714285765e+00,5.919539358576229482e+00,2.686437376317202513e-03,1.065280106615657196e+00,8.463190051572192507e-01,6.931435720827164859e-01,9.156333623654909104e+00
5.992857142857142883e+00,5.927148209219596176e+00,2.666074243817826220e-03,1.065198154630458971e+00,8.465215448716838509e-01,6.931436265797982221e-01,9.158359075296637286e+00
6.000000000000000000e+00,5.934756476227969202e+00,2.645867007606796800e-03,1.065116688593514827e+00,8.467234581082314637e-01,6.931436802497503713e-01,9.160378261332065009e+00
6.007142857142857117e+00,5.942364163067600735e+00,2.625814453484537434e-03,1.065035707157782285e+00,8.469247473412635507e-01,6.931437331052117123e-01,9.162391206517847664e+00
6.014285714285714235e+00,5.949971273195115096e+00,2.605915376955850529e-03,1.064955208976217316e+00,8.471254150335723043e-01,6.931437851586265131e-01,9.164397935494349667e+00
6.021428571428571352e+00,5.957577810057516743e+00,2.586168583149620406e-03,1.064875192701819406e+00,8.473254636364037085e-01,6.931438364222473059e-01,9.166398472786285723e+00
6.028571428571428470e+00,5.965183777092190276e+00,2.566572886739230258e-03,1.064795656987672645e+00,8.475248955895173797e-01,6.931438869081378851e-01,9.168392842803310572e+00
