t,Gamma_beta,coherence,gamma_phi,bath_energy,system_entropy,Sigma_beta
2.507142857142857117e+00,2.072993051242691731e+00,1.258086658393797741e-01,1.150262944760875206e+00,5.749374962447311166e-01,6.852122603969095227e-01,6.434587222844220022e+00
2.514285714285714235e+00,2.081209384602498158e+00,1.247792148489016983e-01,1.150309513493256386e+00,5.762088702230345749e-01,6.853419257640163131e-01,6.447430627994361174e+00
2.521428571428571352e+00,2.089426031767685821e+00,1.237581486817745241e-01,1.150350821741401131e+00,5.774750183019088379e-01,6.854694715986293652e-01,6.460219654617718632e+00
2.528571428571428470e+00,2.097642955408439480e+00,1.227454039454063534e-01,1.150386938014312355e+00,5.787359574456024669e-01,6.855949320815638570e-01,6.472954506537588415e+00
2.535714285714285587e+00,2.105860118681917470e+00,1.217409175863788939e-01,1.150417930156710566e+00,5.799917046897841155e-01,6.857183408637695932e-01,6.485635387761610637e+00
2.542857142857142705e+00,2.114077485227527475e+00,1.207446268920970012e-01,1.150443865353838913e+00,5.812422771386527298e-01,6.858397310738044705e-01,6.498262502460332435e+00
2.549999999999999822e+00,2.122295019162227181e+00,1.197564694923348438e-01,1.150464810136263338e+00,5.824876919620928239e-01,6.859591353252263435e-01,6.510836054946154583e+00
2.557142857142856940e+00,2.130512685075872437e+00,1.187763833606786529e-01,1.150480830384671194e+00,5.837279663928840456e-01,6.860765857239022880e-01,6.523356249652742633e+00
2.564285714285714057e+00,2.138730448026586739e+00,1.178043068158714929e-01,1.150491991334664510e+00,5.849631177239555946e-01,6.861921138752375970e-01,6.535823291114793321e+00
2.571428571428571175e+00,2.146948273536172902e+00,1.168401785230597512e-01,1.150498357581544839e+00,5.861931633056897128e-01,6.863057508913222859e-01,6.548237383948219303e+00
2.578571428571428292e+00,2.155166127585555369e+00,1.158839374949453688e-01,1.150499993085098982e+00,5.874181205432724706e-01,6.864175273979971070e-01,6.560598732830722035e+00
2.585714285714285854e+00,2.163383976610261605e+00,1.149355230928445770e-01,1.150496961174368948e+00,5.886380068940910704e-01,6.865274735418388508e-01,6.572907542482749221e+00
2.592857142857142971e+00,2.171601787495926583e+00,1.139948750276578299e-01,1.150489324552422143e+00,5.898528398651765592e-01,6.866356189970639345e-01,6.585164017648829748e+00
2.600000000000000089e+00,2.179819527573847004e+00,1.130619333607494337e-01,1.150477145301105120e+00,5.910626370106936145e-01,6.867419929723537209e-01,6.597368363079289644e+00
2.607142857142857206e+00,2.188037164616553287e+00,1.121366385047431191e-01,1.150460484885794887e+00,5.922674159294738505e-01,6.868466242175974568e-01,6.609520783512335740e+00
2.614285714285714324e+00,2.196254666833429514e+00,1.112189312242320566e-01,1.150439404160136680e+00,5.934671942625932006e-01,6.869495410305574978e-01,6.621621483656489282e+00
2.621428571428571441e+00,2.204472002866356029e+00,1.103087526364081861e-01,1.150413963370769732e+00,5.946619896909942637e-01,6.870507712634543740e-01,6.633670668173397011e+00
2.628571428571428559e+00,2.212689141785393332e+00,1.094060442116109727e-01,1.150384222162045722e+00,5.958518199331506171e-01,6.871503423294723634e-01,6.645668541660977979e+00
2.635714285714285676e+00,2.220906053084497067e+00,1.085107477737985299e-01,1.150350239580731460e+00,5.970367027427742057e-01,6.872482812091885718e-01,6.657615308636930962e+00
2.642857142857142794e+00,2.229122706677262755e+00,1.076228055009433859e-01,1.150312074080699354e+00,5.982166559065651423e-01,6.873446144569215210e-01,6.669511173522573166e+00
2.649999999999999911e+00,2.237339072892712721e+00,1.067421599253533665e-01,1.150269783527607448e+00,5.993916972420014755e-01,6.874393682070032430e-01,6.681356340627018220e+00
2.657142857142857029e+00,2.245555122471106113e+00,1.058687539339214778e-01,1.150223425203561467e+00,6.005618445951715900e-01,6.875325681799748789e-01,6.693151014131690779e+00
2.664285714285714146e+00,2.253770826559790663e+00,1.050025307683049164e-01,1.150173055811764877e+00,6.017271158386460206e-01,6.876242396887042307e-01,6.704895398075164437e+00
2.671428571428571264e+00,2.261986156709083762e+00,1.041434340250359802e-01,1.150118731481153400e+00,6.028875288693885670e-01,6.877144076444267062e-01,6.716589696338312265e+00
2.678571428571428381e+00,2.270201084868186836e+00,1.032914076555665195e-01,1.150060507771014873e+00,6.040431016067078218e-01,6.878030965627135451e-01,6.728234112629792207e+00
2.685714285714285499e+00,2.278415583381130816e+00,1.024463959662478552e-01,1.149998439675590456e+00,6.051938519902462232e-01,6.878903305693602199e-01,6.739828850471822008e+00
2.692857142857142616e+00,2.286629624982758902e+00,1.016083436182471517e-01,1.149932581628660078e+00,6.063397979780085212e-01,6.879761334062042266e-01,6.751374113186288994e+00
2.699999999999999734e+00,2.294843182794741754e+00,1.007771956274024910e-01,1.149862987508115220e+00,6.074809575444262144e-01,6.880605284368659369e-01,6.762870103881128081e+00
2.707142857142856851e+00,2.303056230321615772e+00,9.995289736401928582e-02,1.149789710640506835e+00,6.086173486784605124e-01,6.881435386524176190e-01,6.774317025437023077e+00
2.714285714285714413e+00,2.311268741446869779e+00,9.913539455260708677e-02,1.149712803805580386e+00,6.097489893817414908e-01,6.882251866769777404e-01,6.785715080494393092e+00
2.721428571428571530e+00,2.319480690429047698e+00,9.832463327156153177e-02,1.149632319240791123e+00,6.108758976667424401e-01,6.883054947732337725e-01,6.797064471440657840e+00
2.728571428571428648e+00,2.327692051897899628e+00,9.752055995278990919e-02,1.149548308645801598e+00,6.119980915549915190e-01,6.883844848478928302e-01,6.808365400397807576e+00
2.735714285714285765e+00,2.335902800850544470e+00,9.672312138128541514e-02,1.149460823186955860e+00,6.131155890753162696e-01,6.884621784570610359e-01,6.819618069210223510e+00
2.742857142857142883e+00,2.344112912647692060e+00,9.593226469464699591e-02,1.149369913501740337e+00,6.142284082621253249e-01,6.885385968115516064e-01,6.830822679432804634e+00
2.750000000000000000e+00,2.352322363009865303e+00,9.514793738255182542e-02,1.149275629703220503e+00,6.153365671537207593e-01,6.886137607821229967e-01,6.841979432319329923e+00
2.757142857142857117e+00,2.360531128013682700e+00,9.437008728617639342e-02,1.149178021384456683e+00,6.164400837906469643e-01,6.886876909046474315e-01,6.853088528811117186e+00
2.764285714285714235e+00,2.368739184088153316e+00,9.359866259757175511e-02,1.149077137622903866e+00,6.175389762140724992e-01,6.887604073852109376e-01,6.864150169525935929e+00
2.771428571428571352e+00,2.376946508011010373e+00,9.283361185899233203e-02,1.148973026984784873e+00,6.186332624642013611e-01,6.888319301051439858e-01,6.875164554747158263e+00
2.778571428571428470e+00,2.385153076905077274e+00,9.207488396217969329e-02,1.148865737529445985e+00,6.197229605787204498e-01,6.889022786259844100e-01,6.886131884413188686e+00
2.785714285714285587e+00,2.393358868234659820e+00,9.132242814760375971e-02,1.148755316813691252e+00,6.208080885912754532e-01,6.889714721943752673e-01,6.897052358107130132e+00
2.792857142857142705e+00,2.401563859801974399e+00,9.057619400366129225e-02,1.148641811896090381e+00,6.218886645299808169e-01,6.890395297468927538e-01,6.907926175046700479e+00
2.799999999999999822e+00,2.409768029743601936e+00,8.983613146583437070e-02,1.148525269341271526e+00,6.229647064159568037e-01,6.891064699148110595e-01,6.918753534074379097e+00
2.807142857142856940e+00,2.417971356526978255e+00,8.910219081580876554e-02,1.148405735224186319e+00,6.240362322619011914e-01,6.891723110288008325e-01,6.929534633647812747e+00
2.814285714285714057e+00,2.426173818946907534e+00,8.837432268055483986e-02,1.148283255134352920e+00,6.251032600706868392e-01,6.892370711235628056e-01,6.940269671830431086e+00
2.821428571428571175e+00,2.434375396122115287e+00,8.765247803137067584e-02,1.148157874180080196e+00,6.261658078339902289e-01,6.893007679423983625e-01,6.950958846282301096e+00
2.828571428571428292e+00,2.442576067491819991e+00,8.693660818289032644e-02,1.148029636992661695e+00,6.272238935309504271e-01,6.893634189417151559e-01,6.961602354251219538e+00
2.835714285714285410e+00,2.450775812812345578e+00,8.622666479205662315e-02,1.147898587730556308e+00,6.282775351268538033e-01,6.894250412954725515e-01,6.972200392564010585e+00
2.842857142857142971e+00,2.458974612153758343e+00,8.552259985706085754e-02,1.147764770083534502e+00,6.293267505718480592e-01,6.894856518995622352e-01,6.982753157618042827e+00
2.850000000000000089e+00,2.467172445896529176e+00,8.482436571625047439e-02,1.147628227276808355e+00,6.303715577996845676e-01,6.895452673761290896e-01,6.993260845372974543e+00
2.857142857142857206e+00,2.475369294728236635e+00,8.413191504700455459e-02,1.147489002075136488e+00,6.314119747264871352e-01,6.896039040778315643e-01,7.003723651342702361e+00
2.864285714285714324e+00,2.483565139640289132e+00,8.344520086457991870e-02,1.147347136786902810e+00,6.324480192495467445e-01,6.896615780920405392e-01,7.014141770587508873e+00
2.871428571428571441e+00,2.491759961924679079e+00,8.276417652092783739e-02,1.147202673268172601e+00,6.334797092461453838e-01,6.897183052449800122e-01,7.024515397706434072e+00
2.878571428571428559e+00,2.499953743170768128e+00,8.208879570348238952e-02,1.147055652926723734e+00,6.345070625724017477e-01,6.897741011058078353e-01,7.034844726829825312e+00
2.885714285714285676e+00,2.508146465262098168e+00,8.141901243392196674e-02,1.146906116726055913e+00,6.355300970621478029e-01,6.898289809906401615e-01,7.045129951612118191e+00
2.892857142857142794e+00,2.516338110373231629e+00,8.075478106690450741e-02,1.146754105189369488e+00,6.365488305258242274e-01,6.898829599665154966e-01,7.055371265224758659e+00
2.899999999999999911e+00,2.524528660966625537e+00,8.009605628877715378e-02,1.146599658403526956e+00,6.375632807494069354e-01,6.899360528553049043e-01,7.065568860349374702e+00
2.907142857142857029e+00,2.532718099789519783e+00,7.944279311626274709e-02,1.146442816022985589e+00,6.385734654933521437e-01,6.899882742375638145e-01,7.075722929171085696e+00
2.914285714285714146e+00,2.540906409870870686e+00,7.879494689512157868e-02,1.146283617273702315e+00,6.395794024915717468e-01,6.900396384563294294e-01,7.085833663372047120e+00
2.921428571428571264e+00,2.549093574518303207e+00,7.815247329879139448e-02,1.146122100957021717e+00,6.405811094504256786e-01,6.900901596208623978e-01,7.095901254125118740e+00
2.928571428571428381e+00,2.557279577315083596e+00,7.751532832700648579e-02,1.145958305453530501e+00,6.415786040477424734e-01,6.901398516103346426e-01,7.105925892087759266e+00
2.935714285714285499e+00,2.565464402117139997e+00,7.688346830439440893e-02,1.145792268726891994e+00,6.425719039318605885e-01,6.901887280774636757e-01,7.115907767396070227e+00
2.942857142857142616e+00,2.573648033050089712e+00,7.625684987905437251e-02,1.145624028327655086e+00,6.435610267206925972e-01,6.902368024520932899e-01,7.125847069659018373e+00
2.949999999999999734e+00,2.581830454506301553e+00,7.563543002111605684e-02,1.145453621397033661e+00,6.445459900008116971e-01,6.902840879447218470e-01,7.135743987952839262e+00
2.957142857142856851e+00,2.590011651141993720e+00,7.501916602127949030e-02,1.145281084670667138e+00,6.455268113265596464e-01,6.903305975499798297e-01,7.145598710815575849e+00
2.964285714285714413e+00,2.598191607874339226e+00,7.440801548933877185e-02,1.145106454482349934e+00,6.465035082191767923e-01,6.903763440500549908e-01,7.155411426241823136e+00
2.971428571428571530e+00,2.606370309878615732e+00,7.380193635268798846e-02,1.144929766767739832e+00,6.474760981659527515e-01,6.904213400180672089e-01,7.165182321677594501e+00
2.978571428571428648e+00,2.614547742585373147e+00,7.320088685481156154e-02,1.144751057068036371e+00,6.484445986193969613e-01,6.904655978213942724e-01,7.174911584015363886e+00
2.985714285714285765e+00,2.622723891677630093e+00,7.260482555375931402e-02,1.144570360533638143e+00,6.494090269964326589e-01,6.905091296249471489e-01,7.184599399589273183e+00
2.992857142857142883e+00,2.630898743088094793e+00,7.201371132060706282e-02,1.144387711927773443e+00,6.503694006776068459e-01,6.905519473943975139e-01,7.194245954170466639e+00
3.000000000000000000e+00,2.639072282996410390e+00,7.142750333790352790e-02,1.144203145630101393e+00,6.513257370063226803e-01,6.905940628993567643e-01,7.203851432962583345e+00
3.007142857142857117e+00,2.647244497826430454e+00,7.084616109810372431e-02,1.144016695640295511e+00,6.522780532880916304e-01,6.906354877165070683e-01,7.213416020597422929e+00
3.014285714285714235e+00,2.655415374243517590e+00,7.026964440198998907e-02,1.143828395581592439e+00,6.532263667898026149e-01,6.906762332326874532e-01,7.222939901130713380e+00
3.021428571428571352e+00,2.663584899151866914e+00,6.969791335708135083e-02,1.143638278704322442e+00,6.541706947390116822e-01,6.907163106479301540e-01,7.232423258038046754e+00
3.028571428571428470e+00,2.671753059691852616e+00,6.913092837603167229e-02,1.143446377889412613e+00,6.551110543232493422e-01,6.907557309784555510e-01,7.241866274210948973e+00
3.035714285714285587e+00,2.679919843237404731e+00,6.856865017501691251e-02,1.143252725651859869e+00,6.560474626893464389e-01,6.907945050596181469e-01,7.251269131953082869e+00
3.042857142857142705e+00,2.688085237393407656e+00,6.801103977211260532e-02,1.143057354144186410e+00,6.569799369427782310e-01,6.908326435488102435e-01,7.260632012976592442e+00
3.049999999999999822e+00,2.696249229993120000e+00,6.745805848566205354e-02,1.142860295159863426e+00,6.579084941470244585e-01,6.908701569283214328e-01,7.269955098398566129e+00
3.057142857142856940e+00,2.704411809095626396e+00,6.690966793263534995e-02,1.142661580136710375e+00,6.588331513229491732e-01,6.909070555081541221e-01,7.279238568737645743e+00
3.064285714285714057e+00,2.712572962983306635e+00,6.636583002698044631e-02,1.142461240160274283e+00,6.597539254481955551e-01,6.909433494287958721e-01,7.288482603910751756e+00
3.071428571428571175e+00,2.720732680159332340e+00,6.582650697796629813e-02,1.142259305967174177e+00,6.606708334565970508e-01,6.909790486639515450e-01,7.297687383229922276e+00
3.078571428571428292e+00,2.728890949345184946e+00,6.529166128851897344e-02,1.142055807948428425e+00,6.615838922376084952e-01,6.910141630232309318e-01,7.306853085399316328e+00
3.085714285714285410e+00,2.737047759478200781e+00,6.476125575355086428e-02,1.141850776152754099e+00,6.624931186357480017e-01,6.910487021547981890e-01,7.315979888512277540e+00
3.092857142857142971e+00,2.745203099709139227e+00,6.423525345828375033e-02,1.141644240289838130e+00,6.633985294500588381e-01,6.910826755479777539e-01,7.325067970048566579e+00
3.100000000000000089e+00,2.753356959399765547e+00,6.371361777656668612e-02,1.141436229733589380e+00,6.643001414335858446e-01,6.911160925358230678e-01,7.334117506871681513e+00
3.107142857142857206e+00,2.761509328120473672e+00,6.319631236918762940e-02,1.141226773525359395e+00,6.651979712928658417e-01,6.911489622976434433e-01,7.343128675226301638e+00
3.114285714285714324e+00,2.769660195647915657e+00,6.268330118218144731e-02,1.141015900377141845e+00,6.660920356874350245e-01,6.911812938614940727e-01,7.352101650735844984e+00
3.121428571428571441e+00,2.777809551962662660e+00,6.217454844513287116e-02,1.140803638674745768e+00,6.669823512293489021e-01,6.912130961066258461e-01,7.361036608400114645e+00
3.128571428571428559e+00,2.785957387246886796e+00,6.167001866947594002e-02,1.140590016480945712e+00,6.678689344827201113e-01,6.912443777658980881e-01,7.369933722593098757e+00
3.135714285714285676e+00,2.794103691882062090e+00,6.116967664679009292e-02,1.140375061538602575e+00,6.687518019632656685e-01,6.912751474281544350e-01,7.378793167060811342e+00
3.142857142857142794e+00,2.802248456446694735e+00,6.067348744709286090e-02,1.140158801273765343e+00,6.696309701378734269e-01,6.913054135405609646e-01,7.387615114919294790e+00
3.149999999999999911e+00,2.810391671714068451e+00,6.018141641713045664e-02,1.139941262798742638e+00,6.705064554241785268e-01,6.913351844109085764e-01,7.396399738652693401e+00
3.157142857142857029e+00,2.818533328650013825e+00,5.969342917866594239e-02,1.139722472915154494e+00,6.713782741901553885e-01,6.913644682098792904e-01,7.405147210111432621e+00
3.164285714285714146e+00,2.826673418410702521e+00,5.920949162676550359e-02,1.139502458116957495e+00,6.722464427537211407e-01,6.913932729732767957e-01,7.413857700510487980e+00
3.171428571428571264e+00,2.834811932340457918e+00,5.872956992808354287e-02,1.139281244593442599e+00,6.731109773823548137e-01,6.914216066042236930e-01,7.422531380427772163e+00
3.178571428571428381e+00,2.842948861969590180e+00,5.825363051914651813e-02,1.139058858232215199e+00,6.739718942927267475e-01,6.914494768753225440e-01,7.431168419802590464e+00
3.185714285714285499e+00,2.851084199012253961e+00,5.778164010463607281e-02,1.138835324622144984e+00,6.748292096503414328e-01,6.914768914307840575e-01,7.439768987934198385e+00
3.192857142857142616e+00,2.859217935364320784e+00,5.731356565567207600e-02,1.138610669056294711e+00,6.756829395691942297e-01,6.915038577885223026e-01,7.448333253480464045e+00
3.199999999999999734e+00,2.867350063101282487e+00,5.684937440809510745e-02,1.138384916534822100e+00,6.765331001114369691e-01,6.915303833422157265e-01,7.456861384456585640e+00
3.207142857142856851e+00,2.875480574476161344e+00,5.638903386075005270e-02,1.138158091767862867e+00,6.773797072870585412e-01,6.915564753633369754e-01,7.465353548233922609e+00
3.214285714285713969e+00,2.883609461917458372e+00,5.593251177376924732e-02,1.137930219178384661e+00,6.782227770535762534e-01,6.915821410031501859e-01,7.473809911538912054e+00
3.221428571428571530e+00,2.891736718027103858e+00,5.547977616685768887e-02,1.137701322905019241e+00,6.790623253157375139e-01,6.916073872946766343e-01,7.482230640452051773e+00
3.228571428571428648e+00,2.899862335578441641e+00,5.503079531757858189e-02,1.137471426804872010e+00,6.798983679252341705e-01,6.916322211546306331e-01,7.490615900406972116e+00
3.235714285714285765e+00,2.907986307514223601e+00,5.458553775964105487e-02,1.137240554456306674e+00,6.807309206804272872e-01,6.916566493853218978e-01,7.498965856189594881e+00
3.242857142857142883e+00,2.916108626944633908e+00,5.414397228118907057e-02,1.137008729161706810e+00,6.815599993260833545e-01,6.916806786765317128e-01,7.507280671937365035e+00
3.250000000000000000e+00,2.924229287145323486e+00,5.370606792309294553e-02,1.136775973950213681e+00,6.823856195531200486e-01,6.917043156073560128e-01,7.515560511138556166e+00
3.257142857142857117e+00,2.932348281555472003e+00,5.327179397724279841e-02,1.136542311580442721e+00,6.832077969983629817e-01,6.917275666480210417e-01,7.523805536631650526e+00
3.264285714285714235e+00,2.940465603775857861e+00,5.284111998484515571e-02,1.136307764543174281e+00,6.840265472443139982e-01,6.917504381616694786e-01,7.532015910604809683e+00
3.271428571428571352e+00,2.948581247566961050e+00,5.241401573472173614e-02,1.136072355064022377e+00,6.848418858189270209e-01,6.917729364061184771e-01,7.540191794595388686e+00
3.278571428571428470e+00,2.956695206847081092e+00,5.199045126161146169e-02,1.135836105106083238e+00,6.856538281953963310e-01,6.917950675355892809e-01,7.548333349489552369e+00
3.285714285714285587e+00,2.964807475690461214e+00,5.157039684447654176e-02,1.135599036372556325e+00,6.864623897919521767e-01,6.918168376024098620e-01,7.556440735521931629e+00
3.292857142857142705e+00,2.972918048325448037e+00,5.115382300481117334e-02,1.135361170309344692e+00,6.872675859716674829e-01,6.918382525586895815e-01,7.564514112275364077e+00
3.299999999999999822e+00,2.981026919132665487e+00,5.074070050495421702e-02,1.135122528107637141e+00,6.880694320422746646e-01,6.918593182579679812e-01,7.572553638680714627e+00
3.307142857142856940e+00,2.989134082643196688e+00,5.033100034640649451e-02,1.134883130706459742e+00,6.888679432559881022e-01,6.918800404568361540e-01,7.580559473016717398e+00
3.314285714285714057e+00,2.997239533536800504e+00,4.992469376815131255e-02,1.134642998795212465e+00,6.896631348093398284e-01,6.919004248165334658e-01,7.588531772909932194e+00
3.321428571428571175e+00,3.005343266640129851e+00,4.952175224498030909e-02,1.134402152816179399e+00,6.904550218430209885e-01,6.919204769045173009e-01,7.596470695334726742e+00
3.328571428571428292e+00,3.013445276924979765e+00,4.912214748582321988e-02,1.134160612967019643e+00,6.912436194417331814e-01,6.919402021960082694e-01,7.604376396613339750e+00
3.335714285714285410e+00,3.021545559506547463e+00,4.872585143208272435e-02,1.133918399203233784e+00,6.920289426340484606e-01,6.919596060755109912e-01,7.612249032415996375e+00
3.342857142857142971e+00,3.029644109641714600e+00,4.833283625597403765e-02,1.133675531240611267e+00,6.928110063922773287e-01,6.919786938383094554e-01,7.620088757761082299e+00
3.350000000000000089e+00,3.037740922727336645e+00,4.794307435887010249e-02,1.133432028557653126e+00,6.935898256323431710e-01,6.919974706919388430e-01,7.627895727015370220e+00
3.357142857142857206e+00,3.045835994298564220e+00,4.755653836965138131e-02,1.133187910397977172e+00,6.943654152136691238e-01,6.920159417576340344e-01,7.635670093894325383e+00
3.364285714285714324e+00,3.053929320027169769e+00,4.717320114306166462e-02,1.132943195772697642e+00,6.951377899390668302e-01,6.920341120717539152e-01,7.643412011462422662e+00
3.371428571428571441e+00,3.062020895719895108e+00,4.679303575806931237e-02,1.132697903462787092e+00,6.959069645546387406e-01,6.920519865871830323e-01,7.651121632133570216e+00
3.378571428571428559e+00,3.070110717316818949e+00,4.641601551623409511e-02,1.132452052021415634e+00,6.966729537496830771e-01,6.920695701747108242e-01,7.658799107671542039e+00
3.385714285714285676e+00,3.078198780889733754e+00,4.604211394008033559e-02,1.132205659776268192e+00,6.974357721566086799e-01,6.920868676243880913e-01,7.666444589190474446e+00
3.392857142857142794e+00,3.086285082640546573e+00,4.567130477147567785e-02,1.131958744831842889e+00,6.981954343508569583e-01,6.921038836468622613e-01,7.674058227155430956e+00
3.399999999999999911e+00,3.094369618899692753e+00,4.530356197001628171e-02,1.131711325071729446e+00,6.989519548508310587e-01,6.921206228746896727e-01,7.681640171383000038e+00
3.407142857142857029e+00,3.102452386124563422e+00,4.493885971141839408e-02,1.131463418160862933e+00,6.997053481178293621e-01,6.921370898636280966e-01,7.689190571041922162e+00
3.414285714285714146e+00,3.110533380897954281e+00,4.457717238591613756e-02,1.131215041547761091e+00,7.004556285559900841e-01,6.921532890939072757e-01,7.696709574653808339e+00
3.421428571428571264e+00,3.118612599926529061e+00,4.421847459666591873e-02,1.130966212466741672e+00,7.012028105122390942e-01,6.921692249714792577e-01,7.704197330093870200e+00
3.428571428571428381e+00,3.126690040039291851e+00,4.386274115815785163e-02,1.130716947940115569e+00,7.019469082762455070e-01,6.921849018292480782e-01,7.711653984591703370e+00
3.435714285714285499e+00,3.134765698186086968e+00,4.350994709463337079e-02,1.130467264780363745e+00,7.026879360803838237e-01,6.922003239282796816e-01,7.719079684732117919e+00
3.442857142857142616e+00,3.142839571436103263e+00,4.316006763851026884e-02,1.130217179592292398e+00,7.034259080997012914e-01,6.922154954589919695e-01,7.726474576456005217e+00
3.449999999999999734e+00,3.150911656976399744e+00,4.281307822881450648e-02,1.129966708775169915e+00,7.041608384518928121e-01,6.922304205423259749e-01,7.733838805061253652e+00
3.457142857142856851e+00,3.158981952110447633e+00,4.246895450961897522e-02,1.129715868524844069e+00,7.048927411972815138e-01,6.922451032308970520e-01,7.741172515203712301e+00
3.464285714285713969e+00,3.167050454256678638e+00,4.212767232848987908e-02,1.129464674835835680e+00,7.056216303388029853e-01,6.922595475101275264e-01,7.748475850898158157e+00
3.471428571428571530e+00,3.175117160947062089e+00,4.178920773493981222e-02,1.129213143503420280e+00,7.063475198219991702e-01,6.922737572993618027e-01,7.755748955519353949e+00
3.478571428571428648e+00,3.183182069825683413e+00,4.145353697888872618e-02,1.128961290125685135e+00,7.070704235350140365e-01,6.922877364529620436e-01,7.762991971803102409e+00
3.485714285714285765e+00,3.191245178647343916e+00,4.112063650913207885e-02,1.128709130105568281e+00,7.077903553085979071e-01,6.923014887613860857e-01,7.770205041847365379e+00
3.492857142857142883e+00,3.199306485276176115e+00,4.079048297181646354e-02,1.128456678652879352e+00,7.085073289161138987e-01,6.923150179522483683e-01,7.777388307113387356e+00
3.500000000000000000e+00,3.207365987684271946e+00,4.046305320892287782e-02,1.128203950786303533e+00,7.092213580735532430e-01,6.923283276913634321e-01,7.784541908426896306e+00
3.507142857142857117e+00,3.215423683950318523e+00,4.013832425675795817e-02,1.127950961335380420e+00,7.099324564395523840e-01,6.923414215837707664e-01,7.791665985979293829e+00
3.514285714285714235e+00,3.223479572258262760e+00,3.981627334445228539e-02,1.127697724942474666e+00,7.106406376154180693e-01,6.923543031747456666e-01,7.798760679328926138e+00
3.521428571428571352e+00,3.231533650895975995e+00,3.949687789246713460e-02,1.127444256064716654e+00,7.113459151451539952e-01,6.923669759507906640e-01,7.805826127402330172e+00
3.528571428571428470e+00,3.239585918253938157e+00,3.918011551110876095e-02,1.127190568975935392e+00,7.120483025154966672e-01,6.923794433406128546e-01,7.812862468495579193e+00
3.535714285714285587e+00,3.247636372823935691e+00,3.886596399905066501e-02,1.126936677768565653e+00,7.127478131559508157e-01,6.923917087160832429e-01,7.819869840275591066e+00
3.542857142857142705e+00,3.255685013197775923e+00,3.855440134186364359e-02,1.126682596355541577e+00,7.134444604388341382e-01,6.924037753931820971e-01,7.826848379781523590e+00
3.549999999999999822e+00,3.263731838066004087e+00,3.824540571055431298e-02,1.126428338472170942e+00,7.141382576793230408e-01,6.924156466329276505e-01,7.833798223426157392e+00
3.557142857142856940e+00,3.271776846216651435e+00,3.793895546011101516e-02,1.126173917677992131e+00,7.148292181355057062e-01,6.924273256422898148e-01,7.840719506997346322e+00
3.564285714285714057e+00,3.279820036533976246e+00,3.763502912805855027e-02,1.125919347358612654e+00,7.155173550084364953e-01,6.924388155750889062e-01,7.847612365659454525e+00
3.571428571428571175e+00,3.287861407997235919e+00,3.733360543302045170e-02,1.125664640727531030e+00,7.162026814421961207e-01,6.924501195328798264e-01,7.854476933954840590e+00
3.578571428571428292e+00,3.295900959679457731e+00,3.703466327328989310e-02,1.125409810827943113e+00,7.168852105239572614e-01,6.924612405658203684e-01,7.861313345805393205e+00
3.585714285714285410e+00,3.303938690746234030e+00,3.673818172540842947e-02,1.125154870534528007e+00,7.175649552840508427e-01,6.924721816735277535e-01,7.868121734514035737e+00
3.592857142857142527e+00,3.311974600454521411e+00,3.644414004275334240e-02,1.124899832555217527e+00,7.182419286960395333e-01,6.924829458059176268e-01,7.874902232766313404e+00
3.600000000000000089e+00,3.320008688151458109e+00,3.615251765413297902e-02,1.124644709432952361e+00,7.189161436767924629e-01,6.924935358640327276e-01,7.881654972631957357e+00
3.607142857142857206e+00,3.328040953273188496e+00,3.586329416239064649e-02,1.124389513547417563e+00,7.195876130865657139e-01,6.925039547008551288e-01,7.888380085566511823e+00
3.614285714285714324e+00,3.336071395343707113e+00,3.557644934301660428e-02,1.124134257116763402e+00,7.202563497290853656e-01,6.925142051221064854e-01,7.895077702412960363e+00
3.621428571428571441e+00,3.344100013973709373e+00,3.529196314276855651e-02,1.123878952199308223e+00,7.209223663516342029e-01,6.925242898870347386e-01,7.901747953403376989e+00
3.628571428571428559e+00,3.352126808859456464e+00,3.500981567830049185e-02,1.123623610695226871e+00,7.215856756451416443e-01,6.925342117091872751e-01,7.908390968160603940e+00
3.635714285714285676e+00,3.360151779781647363e+00,3.472998723480007210e-02,1.123368244348222911e+00,7.222462902442782218e-01,6.925439732571723184e-01,7.915006875699954314e+00
3.642857142857142794e+00,3.368174926604314390e+00,3.445245826463403521e-02,1.123112864747181971e+00,7.229042227275518373e-01,6.925535771554069964e-01,7.921595804430925369e+00
3.649999999999999911e+00,3.376196249273717864e+00,3.417720938600245228e-02,1.122857483327811989e+00,7.235594856174079048e-01,6.925630259848530867e-01,7.928157882158932246e+00
3.657142857142857029e+00,3.384215747817261200e+00,3.390422138160113785e-02,1.122602111374267020e+00,7.242120913803334892e-01,6.925723222837404380e-01,7.934693236087075441e+00
3.664285714285714146e+00,3.392233422342410432e+00,3.363347519729276841e-02,1.122346760020755507e+00,7.248620524269629994e-01,6.925814685482793998e-01,7.941201992817909172e+00
3.671428571428571264e+00,3.400249273035630626e+00,3.336495194078620968e-02,1.122091440253131900e+00,7.255093811121877678e-01,6.925904672333593748e-01,7.947684278355237275e+00
3.678571428571428381e+00,3.408263300161335607e+00,3.309863288032430934e-02,1.121836162910474499e+00,7.261540897352680712e-01,6.925993207532386009e-01,7.954140218105919757e+00
3.685714285714285499e+00,3.416275504060836798e+00,3.283449944338052290e-02,1.121580938686644879e+00,7.267961905399488165e-01,6.926080314822196105e-01,7.960569936881707775e+00
