Re_p,Im_p,Re_q,Im_q,Re_a,Im_a,Re_b,Im_b,Re_c,Im_c
3.347084939793464331e-01,-1.167060313755001300e+00,3.347084939793464331e-01,1.167060313755001300e+00,1.669416987958692866e+00,-1.250000000000000000e+00,6.694169879586928662e-01,1.250000000000000000e+00,1.669416987958692866e+00,-2.334120627510002599e+00
