t,Gamma_beta,coherence,gamma_phi,bath_energy,system_entropy,Sigma_beta
4.357142857142857206e-01,1.242550480434230498e-01,8.831545653120023154e-01,5.276247901316617472e-01,1.193698049372209635e-01,2.226053350738861347e-01,1.416303384446095714e+00
4.428571428571428381e-01,1.280451804939323202e-01,8.798136278323848147e-01,5.335934694505587439e-01,1.228602599300527565e-01,2.272238503554870614e-01,1.455826449656014709e+00
4.500000000000000111e-01,1.318775422404027120e-01,8.764483164053044062e-01,5.394488963493291322e-01,1.263802831005857441e-01,2.318261107912929497e-01,1.495628941797150446e+00
4.571428571428571286e-01,1.357513223212219455e-01,8.730597159592932144e-01,5.451905141585352554e-01,1.299287987143225021e-01,2.364108591201860288e-01,1.535698846263411133e+00
4.642857142857142461e-01,1.396657059642014698e-01,8.696489052537644815e-01,5.508178125488615295e-01,1.335047305352012326e-01,2.409768854878444611e-01,1.576024190839856898e+00
4.714285714285714191e-01,1.436198749167425515e-01,8.662169562777143339e-01,5.563303272926233278e-01,1.371070023763207579e-01,2.455230266825738916e-01,1.616593050445781499e+00
4.785714285714285365e-01,1.476130077741975855e-01,8.627649336672776892e-01,5.617276399971232737e-01,1.407345386438390855e-01,2.500481653676096538e-01,1.657393551806000564e+00
4.857142857142857095e-01,1.516442803062286737e-01,8.592938941424320687e-01,5.670093778104761117e-01,1.443862648736712884e-01,2.545512293096673373e-01,1.698413878046380443e+00
4.928571428571428270e-01,1.557128657809682959e-01,8.558048859630990046e-01,5.721752131005457542e-01,1.480611082606226869e-01,2.590311906036326106e-01,1.739642273209859535e+00
5.000000000000000000e-01,1.598179352867926950e-01,8.522989484048616449e-01,5.772248631076598580e-01,1.517579981796113864e-01,2.634870648933622106e-01,1.781067046689476019e+00
5.071428571428571175e-01,1.639586580515225989e-01,8.487771112544724161e-01,5.821580895717776150e-01,1.554758666986441606e-01,2.679179105886866363e-01,1.822676577575128354e+00
5.142857142857142350e-01,1.681342017588723925e-01,8.452403943252926322e-01,5.869746983348131941e-01,1.592136490832277151e-01,2.723228280787555189e-01,1.864459318911032559e+00
5.214285714285714635e-01,1.723437328619717157e-01,8.416898069927670756e-01,5.916745389188237114e-01,1.629702842919093231e-01,2.767009589419536786e-01,1.906403801861046965e+00
5.285714285714285809e-01,1.765864168937896772e-01,8.381263477500050518e-01,5.962575040807858162e-01,1.667447154626549299e-01,2.810514851526665359e-01,1.948498639779215669e+00
5.357142857142856984e-01,1.808614187742986767e-01,8.345510037835001116e-01,6.007235293447052982e-01,1.705358903897921663e-01,2.853736282852383788e-01,1.990732532183160153e+00
5.428571428571428159e-01,1.851679031142161314e-01,8.309647505689926605e-01,6.050725925118034532e-01,1.743427619912530646e-01,2.896666487154928582e-01,2.033094268628023560e+00
5.499999999999999334e-01,1.895050345151721993e-01,8.273685514874453695e-01,6.093047131495474833e-01,1.781642887658728414e-01,2.939298448202491421e-01,2.075572732478977667e+00
5.571428571428571619e-01,1.938719778661544546e-01,8.237633574610674358e-01,6.134199520602878763e-01,1.819994352405125138e-01,2.981625521752810926e-01,2.118156904580406064e+00
5.642857142857142794e-01,1.982678986360859874e-01,8.201501066093012104e-01,6.174184107302878033e-01,1.858471724067883857e-01,3.023641427521998049e-01,2.160835866820083773e+00
5.714285714285713969e-01,2.026919631624014284e-01,8.165297239246475103e-01,6.213002307599233554e-01,1.897064781472076189e-01,3.065340241147701539e-01,2.203598805586846510e+00
5.785714285714285143e-01,2.071433389354869481e-01,8.129031209681840675e-01,6.250655932758502065e-01,1.935763376505221511e-01,3.106716386151763265e-01,2.246435015120397782e+00
5.857142857142857428e-01,2.116211948788598585e-01,8.092711955846040306e-01,6.287147183259259586e-01,1.974557438161294587e-01,3.147764625907795710e-01,2.289333900752074324e+00
5.928571428571428603e-01,2.161247016249673580e-01,8.056348316365735673e-01,6.322478642576937480e-01,2.013436976473628737e-01,3.188480055619056786e-01,2.332284982035534249e+00
5.999999999999999778e-01,2.206530317864888735e-01,8.019948987581888566e-01,6.356653270812210321e-01,2.052392086335287080e-01,3.228858094312211380e-01,2.375277895766508163e+00
6.071428571428570953e-01,2.252053602230343343e-01,7.983522521272844452e-01,6.389674398171015790e-01,2.091412951205614823e-01,3.268894476852470810e-01,2.418302398890861848e+00
6.142857142857142128e-01,2.297808643031344078e-01,7.947077322563272928e-01,6.421545718304183525e-01,2.130489846701844048e-01,3.308585245985676826e-01,2.461348371300411841e+00
6.214285714285714413e-01,2.343787241614257999e-01,7.910621648016106233e-01,6.452271281514729839e-01,2.169613144074747091e-01,3.347926744412857425e-01,2.504405818516032944e+00
6.285714285714285587e-01,2.389981229509392791e-01,7.874163603904403841e-01,6.481855487840779695e-01,2.208773313567483632e-01,3.386915606902655140e-01,2.547464874257749479e+00
6.357142857142856762e-01,2.436382470904054354e-01,7.837711144659911255e-01,6.510303080022122879e-01,2.247960927656930119e-01,3.425548752447089007e-01,2.590515802901638853e+00
6.428571428571427937e-01,2.482982865064971290e-01,7.801272071494925742e-01,6.537619136358292504e-01,2.287166664176899233e-01,3.463823376465877124e-01,2.633549001823487057e+00
6.500000000000000222e-01,2.529774348709343812e-01,7.764854031193908490e-01,6.563809063466113924e-01,2.326381309322811120e-01,3.501736943064514551e-01,2.676555003629262242e+00
6.571428571428571397e-01,2.576748898323817372e-01,7.728464515071172825e-01,6.588878588944477865e-01,2.365595760537498038e-01,3.539287177351151392e-01,2.719524478272613344e+00
6.642857142857142572e-01,2.623898532430761765e-01,7.692110858090805969e-01,6.612833753954182603e-01,2.404801029277955637e-01,3.576472057817153827e-01,2.762448235059670854e+00
6.714285714285713746e-01,2.671215313801272306e-01,7.655800238144917502e-01,6.635680905720480194e-01,2.443988243662979509e-01,3.613289808786094848e-01,2.805317224541588939e+00
6.785714285714286031e-01,2.718691351614349605e-01,7.619539675486176611e-01,6.657426689965981748e-01,2.483148651001750307e-01,3.649738892935746604e-01,2.848122540295324967e+00
6.857142857142857206e-01,2.766318803561811923e-01,7.583336032310509234e-01,6.678078043281404641e-01,2.522273620203555611e-01,3.685818003897468609e-01,2.890855420593302139e+00
6.928571428571428381e-01,2.814089877898518499e-01,7.547196012485735128e-01,6.697642185441642360e-01,2.561354644068944419e-01,3.721526058937177917e-01,2.933507249962662211e+00
6.999999999999999556e-01,2.861996835437524700e-01,7.511126161421897152e-01,6.716126611674443359e-01,2.600383341462734754e-01,3.756862191721948574e-01,2.976069560634929889e+00
7.071428571428570731e-01,2.910031991489864800e-01,7.475132866078925131e-01,6.733539084888955362e-01,2.639351459369403963e-01,3.791825745176016227e-01,3.018534033887005474e+00
7.142857142857143016e-01,2.958187717748714807e-01,7.439222355107247830e-01,6.749887627871171691e-01,2.678250874831485939e-01,3.826416264429840508e-01,3.060892501274469879e+00
7.214285714285714191e-01,3.006456444117691640e-01,7.403400699116943207e-01,6.765180515453351751e-01,2.717073596771730215e-01,3.860633489865570867e-01,3.103136945758287357e+00
7.285714285714285365e-01,3.054830660483169313e-01,7.367673811070956091e-01,6.779426266664203560e-01,2.755811767699860582e-01,3.894477350262207649e-01,3.145259502726081458e+00
7.357142857142856540e-01,3.103302918430456137e-01,7.332047446797924639e-01,6.792633636866560742e-01,2.794457665304863059e-01,3.927947956043320588e-01,3.187252460909195229e+00
7.428571428571428825e-01,3.151865832903803510e-01,7.296527205620110257e-01,6.804811609889157564e-01,2.833003703933847373e-01,3.961045592630217937e-01,3.229108263196869277e+00
7.500000000000000000e-01,3.200512083810196917e-01,7.261118531091967920e-01,6.815969390158926888e-01,2.871442435958605488e-01,3.993770713903052050e-01,3.270819507348910360e+00
7.571428571428571175e-01,3.249234417566982391e-01,7.225826711844843819e-01,6.826116394840116008e-01,2.909766553031071790e-01,4.026123935772245033e-01,3.312378946608296459e+00
7.642857142857142350e-01,3.298025648593380654e-01,7.190656882533354999e-01,6.835262245986372109e-01,2.947968887228982204e-01,4.058106029862404984e-01,3.353779490215222481e+00
7.714285714285713524e-01,3.346878660746004375e-01,7.155614024878987900e-01,6.843416762711765911e-01,2.986042412093115050e-01,4.089717917310610185e-01,3.395014203824175958e+00
7.785714285714285809e-01,3.395786408698548975e-01,7.120702968806505995e-01,6.850589953386621023e-01,3.023980243557544134e-01,4.120960662680868691e-01,3.436076309825631281e+00
7.857142857142856984e-01,3.444741919265839059e-01,7.085928393668755598e-01,6.856792007863786731e-01,3.061775640774444529e-01,4.151835467996265461e-01,3.476959187574070853e+00
7.928571428571428159e-01,3.493738292672472490e-01,7.051294829555558863e-01,6.862033289740857578e-01,3.099422006835040322e-01,4.182343666890109279e-01,3.517656373524051361e+00
7.999999999999999334e-01,3.542768703766341343e-01,7.016806658682364084e-01,6.866324328663714338e-01,3.136912889388335790e-01,4.212486718877291314e-01,3.558161561276065310e+00
8.071428571428571619e-01,3.591826403177344473e-01,6.982468116854422258e-01,6.869675812676537818e-01,3.174241981159358073e-01,4.242266203746762887e-01,3.598468601534034583e+00
8.142857142857142794e-01,3.640904718421623665e-01,6.948283295002298798e-01,6.872098580623282604e-01,3.211403120368689912e-01,4.271683816075936280e-01,3.638571501976283429e+00
8.214285714285713969e-01,3.689997054951746902e-01,6.914256140784582616e-01,6.873603614605471313e-01,3.248390291055108792e-01,4.300741359867648050e-01,3.678464427041873375e+00
8.285714285714285143e-01,3.739096897153212917e-01,6.880390460253753560e-01,6.874202032500958959e-01,3.285197623303214298e-01,4.329440743310023487e-01,3.718141697634216758e+00
8.357142857142857428e-01,3.788197809287756623e-01,6.846689919581203654e-01,6.873905080548130542e-01,3.321819393377978269e-01,4.357783973659614674e-01,3.757597790743939736e+00
8.428571428571428603e-01,3.837293436383933387e-01,6.813158046837501924e-01,6.872724125999889466e-01,3.358250023768170056e-01,4.385773152247846585e-01,3.796827338992954548e+00
8.499999999999999778e-01,3.886377505075488958e-01,6.779798233824066989e-01,6.870670649851513545e-01,3.394484083140681396e-01,4.413410469610749565e-01,3.835825130101756297e+00
8.571428571428570953e-01,3.935443824388071277e-01,6.746613737952501522e-01,6.867756239646409799e-01,3.430516286207777599e-01,4.440698200741775570e-01,3.874586106281955100e+00
8.642857142857142128e-01,3.984486286474824834e-01,6.713607684167910428e-01,6.863992582363481754e-01,3.466341493509365601e-01,4.467638700467350121e-01,3.913105363556100613e+00
8.714285714285714413e-01,4.033498867301503199e-01,6.680783066912630019e-01,6.859391457389781843e-01,3.501954711112376661e-01,4.494234398944697007e-01,3.951378151006846196e+00
8.785714285714285587e-01,4.082475627281691999e-01,6.648142752126857680e-01,6.853964729581863979e-01,3.537351090229403638e-01,4.520487797281326214e-01,3.989399869957536371e+00
8.857142857142856762e-01,4.131410711862791296e-01,6.615689479282810259e-01,6.847724342419101440e-01,3.572525926758730042e-01,4.546401463275442922e-01,4.027166073086274167e+00
8.928571428571427937e-01,4.180298352063445688e-01,6.583425863449068327e-01,6.840682311252067604e-01,3.607474660747955753e-01,4.571978027276453194e-01,4.064672463475600850e+00
9.000000000000000222e-01,4.229132864963079386e-01,6.551354397381924377e-01,6.832850716648916078e-01,3.642192875783378248e-01,4.597220178164574400e-01,4.101914893599835743e+00
9.071428571428571397e-01,4.277908654144280121e-01,6.519477453640581954e-01,6.824241697842498011e-01,3.676676298307353097e-01,4.622130659448541179e-01,4.138889364252206882e+00
9.142857142857142572e-01,4.326620210088725216e-01,6.487797286723221424e-01,6.814867446280821195e-01,3.710920796865848637e-01,4.646712265480174020e-01,4.175592023413866372e+00
9.214285714285713746e-01,4.375262110527441961e-01,6.456316035220961425e-01,6.804740199283257907e-01,3.744922381288410818e-01,4.670967837784636978e-01,4.212019165066874571e+00
9.285714285714284921e-01,4.423829020746110063e-01,6.425035723986936009e-01,6.793872233804781890e-01,3.778677201802770336e-01,4.694900261504962868e-01,4.248167227953266512e+00
9.357142857142857206e-01,4.472315693846243279e-01,6.393958266317706363e-01,6.782275860310320592e-01,3.812181548086321925e-01,4.718512461959503135e-01,4.284032794282271794e+00
9.428571428571428381e-01,4.520716970962987413e-01,6.363085466144420277e-01,6.769963416761149988e-01,3.845431848256710694e-01,4.741807401310735304e-01,4.319612588387784058e+00
9.499999999999999556e-01,4.569027781440394009e-01,6.332419020231140339e-01,6.756947262715145008e-01,3.878424667803745396e-01,4.764788075343927010e-01,4.354903475338137930e+00
9.571428571428570731e-01,4.617243142964954639e-01,6.301960520377931640e-01,6.743239773542485382e-01,3.911156708464864629e-01,4.787457510353968493e-01,4.389902459500261145e+00
9.642857142857143016e-01,4.665358161658230141e-01,6.271711455626356457e-01,6.728853334758312377e-01,3.943624807046376413e-01,4.809818760138743210e-01,4.424606683060250845e+00
9.714285714285714191e-01,4.713368032129424678e-01,6.241673214465112141e-01,6.713800336473650932e-01,3.975825934192657729e-01,4.831874903097249097e-01,4.459013424502383138e+00
9.785714285714285365e-01,4.761268037488762817e-01,6.211847087033687265e-01,6.698093167965807337e-01,4.007757193105531690e-01,4.853629039430712999e-01,4.493120097048602268e+00
9.857142857142856540e-01,4.809053549322482302e-01,6.182234267321954357e-01,6.681744212369233882e-01,4.039415818215981724e-01,4.875084288444868630e-01,4.526924247060469142e+00
9.928571428571427715e-01,4.856720027630375691e-01,6.152835855363741890e-01,6.664765841487828579e-01,4.070799173810369376e-01,4.896243785951491789e-01,4.560423552405518777e+00
1.000000000000000000e+00,4.904263020726678524e-01,6.123652859422509254e-01,6.647170410729371648e-01,4.101904752613304561e-01,4.917110681767357105e-01,4.593615820790040161e+00
1.007142857142857117e+00,4.951678165105235507e-01,6.094686198167341695e-01,6.628970254162775966e-01,4.132730174329284911e-01,4.937688137308607894e-01,4.626498988060145479e+00
1.014285714285714235e+00,4.998961185269792940e-01,6.065936702837554373e-01,6.610177679698627795e-01,4.163273184145210304e-01,4.957979323278659534e-01,4.659071116473076479e+00
1.021428571428571352e+00,5.046107893530311639e-01,6.037405119394320119e-01,6.590804964393420784e-01,4.193531651195857579e-01,4.977987417447602425e-01,4.691330392940617600e+00
1.028571428571428470e+00,5.093114189766172473e-01,6.009092110657781038e-01,6.570864349877701960e-01,4.223503566994349923e-01,4.997715602521135558e-01,4.723275127246463256e+00
1.035714285714285587e+00,5.139976061157182086e-01,5.980998258428196213e-01,6.550368037908301799e-01,4.253187043829671499e-01,5.017167064097035611e-01,4.754903750239374283e+00
1.042857142857142927e+00,5.186689581883243694e-01,5.953124065589787683e-01,6.529328186044655036e-01,4.282580313133208527e-01,5.036344988707114334e-01,4.786214812003920294e+00
1.050000000000000044e+00,5.233250912793576681e-01,5.925469958195995757e-01,6.507756903449094521e-01,4.311681723816292444e-01,5.055252561942684686e-01,4.817206980010560358e+00
1.057142857142857162e+00,5.279656301046417033e-01,5.898036287534921263e-01,6.485666246810964930e-01,4.340489740580703026e-01,5.073892966661481818e-01,4.847879037246851652e+00
1.064285714285714279e+00,5.325902079719996296e-01,5.870823332173886744e-01,6.463068216394221022e-01,4.369002942203993878e-01,5.092269381274019402e-01,4.878229880331396373e+00
1.071428571428571397e+00,5.371984667395770519e-01,5.843831299981991911e-01,6.439974752208109665e-01,4.397220019801563184e-01,5.110384978107381793e-01,4.908258517612301475e+00
1.078571428571428514e+00,5.417900567714708515e-01,5.817060330129759649e-01,6.416397730300429370e-01,4.425139775067294945e-01,5.128242921844419211e-01,4.937964067251737532e+00
1.085714285714285632e+00,5.463646368907556505e-01,5.790510495064901120e-01,6.392348959172784451e-01,4.452761118494562576e-01,5.145846368036350871e-01,4.967345755298197219e+00
1.092857142857142749e+00,5.509218743299917342e-01,5.764181802463407278e-01,6.367840176317124401e-01,4.480083067579381240e-01,5.163198461686784313e-01,4.996402913748059227e+00
1.099999999999999867e+00,5.554614446793031401e-01,5.738074197155169642e-01,6.342883044872819065e-01,4.507104745007452506e-01,5.180302335905158095e-01,5.025134978597968427e+00
1.107142857142857206e+00,5.599830318321111777e-01,5.712187563023412018e-01,6.317489150403399201e-01,4.533825376826776665e-01,5.197161110627678271e-01,5.053541487889543937e+00
1.114285714285714324e+00,5.644863279286053137e-01,5.686521724877333650e-01,6.291669997792022073e-01,4.560244290607506912e-01,5.213777891403754694e-01,5.081622079747882381e+00
1.121428571428571441e+00,5.689710332970423501e-01,5.661076450297297669e-01,6.265437008254669538e-01,4.586360913590679655e-01,5.230155768246063097e-01,5.109376490415286298e+00
1.128571428571428559e+00,5.734368563929523877e-01,5.635851451452108529e-01,6.238801516469971720e-01,4.612174770827376924e-01,5.246297814542286719e-01,5.136804552281605041e+00
1.135714285714285676e+00,5.778835137363338426e-01,5.610846386887869963e-01,6.211774767824522758e-01,4.637685483309897938e-01,5.262207086026673419e-01,5.163906191912565724e+00
1.142857142857142794e+00,5.823107298469261117e-01,5.586060863287987122e-01,6.184367915772462920e-01,4.662892766096408126e-01,5.277886619809577518e-01,5.190681428077365211e+00
1.149999999999999911e+00,5.867182371776318295e-01,5.561494437203987617e-01,6.156592019308047004e-01,4.687796426430583252e-01,5.293339433463093435e-01,5.217130369776892707e+00
1.157142857142857029e+00,5.911057760461786437e-01,5.537146616756795092e-01,6.128458040549868979e-01,4.712396361857625338e-01,5.308568524161031421e-01,5.243253214273728702e+00
1.164285714285714146e+00,5.954730945650895668e-01,5.513016863308222160e-01,6.099976842435345104e-01,4.736692558338057024e-01,5.323576867871451235e-01,5.269050245125201926e+00
1.171428571428571486e+00,5.998199485700511646e-01,5.489104593102414054e-01,6.071159186524004436e-01,4.760685088360656625e-01,5.338367418599988534e-01,5.294521830220655367e+00
