ell,a,Omega_delta,Omega_b,positive_heatlike_integral_over_gamma0,probability_backflow,final_population
6.250000000000000000e-01,1.562500000000000000e-01,1.250000000000000000e+00,2.000000000000000000e+01,3.066818457058322900e-01,1.593831970671010997e-02,4.778315448665559906e-02
