t,tau,population,population_rate,gamma,heat_power,mutual_information,mutual_information_rate,interaction_energy,bath_energy
2.000000000000000042e-02,1.600000000000000033e-02,9.996524755524464068e-01,-3.474671153354483288e-02,3.475879106320670792e-02,-6.942392964402258060e-02,6.230767043756410724e-03,5.534684122243457294e-01,3.470568909882161416e-04,3.475298117759055691e-04
2.199999999999999872e-02,1.760000000000000106e-02,9.995795100554554224e-01,-3.821872206061249777e-02,3.823479940929578463e-02,-7.635336293269165409e-02,7.378656391690149863e-03,5.941994214154499021e-01,4.198665666115512112e-04,4.204979025907747809e-04
2.400000000000000050e-02,1.920000000000000179e-02,9.994996012911507854e-01,-4.168997281587368681e-02,4.171084486879104297e-02,-8.327988969698928157e-02,8.606712795189644036e-03,6.336546380202755513e-01,4.995881161379175624e-04,5.004100915159229472e-04
2.600000000000000228e-02,2.080000000000000251e-02,9.994127508479888622e-01,-4.516039488859466960e-02,4.518693087543325382e-02,-9.020337275047900227e-02,9.912492845712396125e-03,6.719391633028156674e-01,5.862170188532868668e-04,5.872649490164181781e-04
2.800000000000000058e-02,2.240000000000000324e-02,9.993189604522138003e-01,-4.862991940178369721e-02,4.866306087075300546e-02,-9.712367502924240670e-02,1.129374635730236512e-02,7.091418031562209956e-01,6.797486038589094746e-04,6.810609214923158718e-04
2.999999999999999889e-02,2.400000000000000050e-02,9.992182319677879176e-01,-5.209847751383639425e-02,5.213923830356601008e-02,-1.040406595951312851e-01,1.274838747361535692e-02,7.453385767300723108e-01,7.801780502669009628e-04,7.817963313310959898e-04
3.200000000000000067e-02,2.560000000000000123e-02,9.991105673963204259e-01,-5.556600042017945801e-02,5.561546662946856290e-02,-1.109541896390143362e-01,1.427447179114429802e-02,7.805952851326867226e-01,8.875003873992331864e-04,8.894693769624689890e-04
3.400000000000000244e-02,2.720000000000000195e-02,9.989959688769913804e-01,-5.903241935491303216e-02,5.909174931033363276e-02,-1.178641284840193509e-01,1.587017793624271103e-02,8.149694353541946379e-01,1.001710494990122515e-03,1.004078132915779773e-03
3.600000000000000422e-02,2.880000000000000615e-02,9.988744386864721880e-01,-6.249766559245167191e-02,6.256808981380743151e-02,-1.247703395887705125e-01,1.753379251015369303e-02,8.485117098577544814e-01,1.122803103391809779e-03,1.125620549885788298e-03
3.799999999999999906e-02,3.039999999999999994e-02,9.987459792388430069e-01,-6.596167044916338706e-02,6.604449161280590008e-02,-1.316726865506199495e-01,1.926369762834052174e-02,8.812671085191265963e-01,1.250772793783720867e-03,1.254094454795957707e-03
4.000000000000000083e-02,3.200000000000000067e-02,9.986105930855090351e-01,-6.942436528500742221e-02,6.952095818501170810e-02,-1.385710331088748082e-01,2.105836049061262510e-02,9.132758494312720465e-01,1.385613998385003091e-03,1.389497550864583937e-03
4.200000000000000261e-02,3.360000000000000486e-02,9.984682829151092509e-01,-7.288568150517016342e-02,7.299749301237140608e-02,-1.454652431480186192e-01,2.291632456382410032e-02,9.445740890420752933e-01,1.527321000670424107e-03,1.531827417679997288e-03
4.399999999999999745e-02,3.520000000000000212e-02,9.983190515534270393e-01,-7.634555056169949061e-02,7.647409958059254997e-02,-1.523551807009275172e-01,2.483620206117586812e-02,9.751945047624630547e-01,1.675887935589635966e-03,1.681081511269956344e-03
4.599999999999999922e-02,3.679999999999999938e-02,9.981629019632920485e-01,-7.980390395513727031e-02,7.995078137864124190e-02,-1.592407099520809222e-01,2.681666747616065494e-02,1.005166771381146518e+00,1.831308789789778740e-03,1.837257164184355690e-03
4.800000000000000100e-02,3.840000000000000357e-02,9.979998372444828236e-01,-8.326067323615005122e-02,8.342754189823925470e-02,-1.661216952407665870e-01,2.885645198291762054e-02,1.034517954427396580e+00,1.993577401841436711e-03,2.000351585572582649e-03
5.000000000000000278e-02,4.000000000000000777e-02,9.978298606336256649e-01,-8.671579000715802510e-02,8.690438463336142005e-02,-1.729980010642802601e-01,3.095433855510635462e-02,1.063272837822427430e+00,2.162687462467917203e-03,2.170361861267099297e-03
5.200000000000000455e-02,4.160000000000000503e-02,9.976529755040891567e-01,-9.016918592396211407e-02,9.038131307973283624e-02,-1.798694920811196030e-01,3.310915768564236250e-02,1.091454198989074698e+00,2.338632514777869414e-03,2.347284953869901731e-03
5.399999999999999939e-02,4.320000000000000229e-02,9.974691853658749219e-01,-9.362079269736893472e-02,9.385833073432592322e-02,-1.867360331141720842e-01,3.531978361276066208e-02,1.119083041543917245e+00,2.521405954501199868e-03,2.531117702842566094e-03
5.600000000000000117e-02,4.480000000000000648e-02,9.972784938655055997e-01,-9.707054209481397189e-02,9.733544109485733897e-02,-1.935974891538969900e-01,3.758513097575303524e-02,1.146178793441759991e+00,2.711001030228312250e-03,2.721856824601852007e-03
5.800000000000000294e-02,4.640000000000000374e-02,9.970809047859117147e-01,-1.005183659419829345e-01,1.008126476592847154e-01,-2.004537253615023551e-01,3.990415183768868113e-02,1.172759476752877061e+00,2.907410843652641266e-03,2.919498912611567885e-03
5.999999999999999778e-02,4.800000000000000100e-02,9.968764220463138814e-01,-1.039641961244304053e-01,1.042899539253024227e-01,-2.073046070721142331e-01,4.227583302351176076e-02,1.198841853972097526e+00,3.110628349816475530e-03,3.124040437479806958e-03
6.199999999999999956e-02,4.960000000000000520e-02,9.966650497020977939e-01,-1.074079645891972967e-01,1.077673633898383748e-01,-2.141499997979415815e-01,4.469919373066839202e-02,1.224441554777481178e+00,3.320646357360066466e-03,3.335477747068662461e-03
6.400000000000000133e-02,5.120000000000000245e-02,9.964467919446942101e-01,-1.108496033464252822e-01,1.112448795485487113e-01,-2.209897692314334583e-01,4.717328337629132784e-02,1.249573186397745950e+00,3.537457528774007581e-03,3.553807066590236336e-03
6.600000000000000311e-02,5.280000000000000665e-02,9.962216531014476129e-01,-1.142890444709697140e-01,1.147225058953134230e-01,-2.278237812484310287e-01,4.969717965100072660e-02,1.274250430152632729e+00,3.761054380654874161e-03,3.779024498721369942e-03
6.800000000000000488e-02,5.440000000000000391e-02,9.959896376354879788e-01,-1.177262201040099598e-01,1.182002459217305346e-01,-2.346519019113126603e-01,5.226998675366885394e-02,1.298486126265339546e+00,3.991429283964132053e-03,4.011126023709554560e-03
7.000000000000000666e-02,5.600000000000000810e-02,9.957507501455941101e-01,-1.211610624546575893e-01,1.216781031166102311e-01,-2.414739974721325788e-01,5.489083378560608018e-02,1.322292348673684170e+00,4.228574464290275198e-03,4.250107499490934221e-03
7.200000000000000844e-02,5.760000000000001230e-02,9.955049953660574102e-01,-1.245935038015620472e-01,1.251560809654679307e-01,-2.482899343757528354e-01,5.755887328554105953e-02,1.345680471271424983e+00,4.472482002114222706e-03,4.495964661805715128e-03
7.399999999999999634e-02,5.920000000000000262e-02,9.952523781665408853e-01,-1.280234764945144543e-01,1.286341829500171341e-01,-2.550995792629695003e-01,6.027327988954153670e-02,1.368661226771495265e+00,4.723143833077913904e-03,4.748693124318592758e-03
7.599999999999999811e-02,6.079999999999999988e-02,9.949929035519355924e-01,-1.314509129560485767e-01,1.321124125476611788e-01,-2.619027989736311679e-01,6.303324910212278198e-02,1.391244759189802505e+00,4.980551748256153814e-03,5.008288378741257603e-03
7.799999999999999989e-02,6.240000000000000407e-02,9.947265766622134242e-01,-1.348757456830391444e-01,1.355907732309839520e-01,-2.686994605497505795e-01,6.583799616666113907e-02,1.413440670790190534e+00,5.244697394431656161e-03,5.274745794959474939e-03
8.000000000000000167e-02,6.400000000000000133e-02,9.944534027722772285e-01,-1.382979072482985738e-01,1.390692684672404089e-01,-2.754894312386107491e-01,6.868675502475524164e-02,1.435258064201808459e+00,5.515572274373282610e-03,5.548060621159410857e-03
8.200000000000000344e-02,6.560000000000000553e-02,9.941733872918052661e-01,-1.417173303021702080e-01,1.425479017178458985e-01,-2.822725784958626249e-01,7.157877735553143383e-02,1.456705580313074178e+00,5.793167747117451347e-03,5.828227983967442308e-03
8.400000000000000522e-02,6.720000000000000973e-02,9.938865357650976673e-01,-1.451339475741194318e-01,1.460266764378639615e-01,-2.890487699886162831e-01,7.451333168689636133e-02,1.477791432458461562e+00,6.077475028252809532e-03,6.115242888575601020e-03
8.600000000000000699e-02,6.880000000000001392e-02,9.935928538709143387e-01,-1.485476918743222907e-01,1.495055960754940461e-01,-2.958178735985254049e-01,7.748970257188513011e-02,1.498523437339607245e+00,6.368485190207956274e-03,6.409100218886615470e-03
8.799999999999999489e-02,7.040000000000000424e-02,9.932923474223128713e-01,-1.519584960952509722e-01,1.529846640715571415e-01,-3.025797574248637600e-01,8.050718982387501665e-02,1.518909043061460906e+00,6.666189162542440760e-03,6.709794737652124974e-03
8.999999999999999667e-02,7.199999999999999456e-02,9.929850223664826725e-01,-1.553662932132573171e-01,1.564638838589813286e-01,-3.093342897875953068e-01,8.356510780527019733e-02,1.538955354611666548e+00,6.970577732240853391e-03,7.017321086617126641e-03
9.199999999999999845e-02,7.359999999999999876e-02,9.926708847845733263e-01,-1.587710162901528610e-01,1.599432588622853590e-01,-3.160813392304362979e-01,8.666278476485460291e-02,1.558669157067618771e+00,7.281641544010039428e-03,7.331673786671513877e-03
9.400000000000000022e-02,7.520000000000000295e-02,9.923499408915267272e-01,-1.621725984747864058e-01,1.634227924970606816e-01,-3.228207745239097815e-01,8.979956221942715644e-02,1.578056936779009156e+00,7.599371100579547893e-03,7.652847237989719893e-03
9.600000000000000200e-02,7.680000000000000715e-02,9.920221970358964469e-01,-1.655709730046189265e-01,1.669024881694534390e-01,-3.295524646683934966e-01,9.297479437605422892e-02,1.597124900740893194e+00,7.923756763005052051e-03,7.980835720196477467e-03
9.800000000000000377e-02,7.840000000000001135e-02,9.916876596996717641e-01,-1.689660732072954530e-01,1.703823492756439961e-01,-3.362762788971593864e-01,9.618784759134157980e-02,1.615878994346805930e+00,8.254788750975041584e-03,8.315633392514207994e-03
1.000000000000000056e-01,8.000000000000001554e-02,9.913463354980954767e-01,-1.723578325022137592e-01,1.738623792013249403e-01,-3.429920866794053946e-01,9.943809986476229157e-02,1.634324917687070000e+00,8.592457143120487209e-03,8.657234293925867782e-03
1.020000000000000073e-01,8.160000000000000586e-02,9.909982311794770515e-01,-1.757461844020908881e-01,1.773425813211789437e-01,-3.496997577232804355e-01,1.027249403632640862e-01,1.652468140538101649e+00,8.936751877327684182e-03,9.005632343337502052e-03
1.040000000000000091e-01,8.320000000000001006e-02,9.906433536250079941e-01,-1.791310625145256241e-01,1.808229589983528784e-01,-3.563991619789002030e-01,1.060477689746038427e-01,1.670313916171535906e+00,9.287662751054153246e-03,9.360821339737963528e-03
1.059999999999999970e-01,8.480000000000000038e-02,9.902817098485658942e-01,-1.825124005435588559e-01,1.843035155839328754e-01,-3.630901696413559865e-01,1.094059958872931893e-01,1.687867294096355497e+00,9.645179421647590359e-03,9.722794962376010361e-03
1.079999999999999988e-01,8.640000000000000457e-02,9.899133069965242449e-01,-1.858901322912303589e-01,1.877842544164153304e-01,-3.697726511537154370e-01,1.127990411949633814e-01,1.705133131835506299e+00,1.000929140666792332e-02,1.009154677092230674e-02
1.100000000000000006e-01,8.800000000000000877e-02,9.895381523475526020e-01,-1.892641916591327467e-01,1.912651788211780224e-01,-3.764464772100150625e-01,1.162263345234541556e-01,1.722116105826002608e+00,1.037998808421239719e-02,1.046707020564726850e-02
1.120000000000000023e-01,8.960000000000001297e-02,9.891562533124157452e-01,-1.926345126499619531e-01,1.947462921099485100e-01,-3.831115187582443404e-01,1.196873146788740433e-01,1.738820721522677415e+00,1.075725869324367645e-02,1.084935858759988880e-02
1.140000000000000041e-01,9.120000000000000329e-02,9.887676174337706181e-01,-1.960010293690646888e-01,1.982275975802708645e-01,-3.897676470033220042e-01,1.231814293151237139e-01,1.755251322776779199e+00,1.114109233392103146e-02,1.123840511878414564e-02
1.160000000000000059e-01,9.280000000000000748e-02,9.883722523859606035e-01,-1.993636760259828444e-01,2.017090985149703197e-01,-3.964147334100642794e-01,1.267081346195015890e-01,1.771412100553149127e+00,1.153147796793454159e-02,1.163420288234083035e-02
1.180000000000000077e-01,9.440000000000001168e-02,9.879701659748035825e-01,-2.027223869359942865e-01,2.051907981816167015e-01,-4.030526497061438507e-01,1.302668950151582572e-01,1.787307101042976853e+00,1.192840441884223703e-02,1.203674484273642951e-02
1.199999999999999956e-01,9.600000000000000200e-02,9.875613661373791041e-01,-2.060770965216503492e-01,2.086726998319849979e-01,-4.096812678850408895e-01,1.338571828791959573e-01,1.802940233223670807e+00,1.233186037241034046e-02,1.244602384595223758e-02
1.219999999999999973e-01,9.760000000000000620e-02,9.871458609418141128e-01,-2.094277393143103294e-01,2.121548067015141259e-01,-4.163004602089860895e-01,1.374784782753588619e-01,1.818315275911986495e+00,1.274183437695643704e-02,1.286203261966965307e-02
1.239999999999999991e-01,9.920000000000001039e-02,9.867236585870622356e-01,-2.127742499556722899e-01,2.156371220087639484e-01,-4.229100992118942637e-01,1.411302687003883061e-01,1.833435884351881651e+00,1.315831484369562460e-02,1.328476377347070220e-02
1.260000000000000009e-01,1.008000000000000007e-01,9.862947674026819600e-01,-2.161165631993002822e-01,2.191196489548694337e-01,-4.295100577022893940e-01,1.448120488431024755e-01,1.848305596374881787e+00,1.358129004708966137e-02,1.371420979903223425e-02
1.280000000000000027e-01,1.024000000000000049e-01,9.858591958486108142e-01,-2.194546139121484052e-01,2.226023907229932597e-01,-4.361002087662213533e-01,1.485233203554063020e-01,1.862927838166870353e+00,1.401074812519905247e-02,1.415036307032850257e-02
1.300000000000000044e-01,1.040000000000000091e-01,9.854169525149386599e-01,-2.227883370760814219e-01,2.260853504777755596e-01,-4.426804257701738021e-01,1.522635916344489138e-01,1.877305929672228313e+00,1.444667708003809919e-02,1.459321584382945042e-02
1.320000000000000062e-01,1.056000000000000133e-01,9.849680461216749894e-01,-2.261176677893911580e-01,2.295685313647813641e-01,-4.492505823639623141e-01,1.560323776152753861e-01,1.891443089663119581e+00,1.488906477793282279e-02,1.504276025871055522e-02
1.340000000000000080e-01,1.072000000000000175e-01,9.845124855185138912e-01,-2.294425412683100685e-01,2.330519365099462392e-01,-4.558105524836247868e-01,1.598291995732974979e-01,1.905342440499481871e+00,1.533789894988192917e-02,1.549898833706163034e-02
1.360000000000000098e-01,1.088000000000000078e-01,9.840502796845995714e-01,-2.327628928485206417e-01,2.365355690190180660e-01,-4.623602103543014152e-01,1.636535849359647410e-01,1.919007012602937712e+00,1.579316719192057003e-02,1.596189198409371859e-02
1.380000000000000115e-01,1.104000000000000120e-01,9.835814377282827703e-01,-2.360786579866618051e-01,2.400194319769983486e-01,-4.688994304931076718e-01,1.675050671031658167e-01,1.932439748665441659e+00,1.625485696548706685e-02,1.643146298835923211e-02
1.400000000000000133e-01,1.120000000000000162e-01,9.831059688868794000e-01,-2.393897722618304191e-01,2.435035284475784434e-01,-4.754280877119951843e-01,1.713831852757545238e-01,1.945643507612254686e+00,1.672295559779254925e-02,1.690769302196495905e-02
1.420000000000000151e-01,1.136000000000000204e-01,9.826238825264217436e-01,-2.426961713770798834e-01,2.469878614725752319e-01,-4.819460571206052313e-01,1.752874842918075160e-01,1.958621068336576343e+00,1.719745028219330993e-02,1.739057364079700865e-02
1.440000000000000169e-01,1.152000000000000246e-01,9.821351881414127627e-01,-2.459977911609153300e-01,2.504724340713626041e-01,-4.884532141291134666e-01,1.792175144700866862e-01,1.971375133222264209e+00,1.767832807856637573e-02,1.788009628473632290e-02
1.459999999999999909e-01,1.168000000000000010e-01,9.816398953545708572e-01,-2.492945675687839313e-01,2.539572492403012194e-01,-4.949494344510636523e-01,1.831728314604009200e-01,1.983908331469026010e+00,1.816557591368752125e-02,1.837625227788973123e-02
1.479999999999999927e-01,1.184000000000000052e-01,9.811380139165750691e-01,-2.525864366845617659e-01,2.574423099521642722e-01,-5.014345941061920664e-01,1.871529961004039511e-01,1.996223222233942884e+00,1.865918058161241538e-02,1.887903282881787242e-02
1.499999999999999944e-01,1.199999999999999956e-01,9.806295537058062894e-01,-2.558733347220370491e-01,2.609276191555616742e-01,-5.079085694232435833e-01,1.911575742785108223e-01,2.008322297601653705e+00,1.915912874406049474e-02,1.938842903076682875e-02
1.519999999999999962e-01,1.215999999999999998e-01,9.801145247280871331e-01,-2.591551980263892552e-01,2.644131797743601298e-01,-5.143712370427773184e-01,1.951861368025795684e-01,2.020207985394719685e+00,1.966540693080161273e-02,1.990443186190075930e-02
1.539999999999999980e-01,1.232000000000000040e-01,9.795929371164184829e-01,-2.624319630756638544e-01,2.678989947070999356e-01,-5.208224739199625031e-01,1.992382592740664093e-01,2.031882651834667541e+00,2.017800154004574173e-02,2.042703218553525504e-02
1.559999999999999998e-01,1.248000000000000081e-01,9.790648011307080401e-01,-2.657035664822436916e-01,2.713850668264106702e-01,-5.272621573273643669e-01,2.033135219674003791e-01,2.043348604063320639e+00,2.069689883883505527e-02,2.095622075038829774e-02
1.580000000000000016e-01,1.264000000000000123e-01,9.785301271575063131e-01,-2.689699449943156462e-01,2.748713989784206668e-01,-5.336901648577211388e-01,2.074115097141887853e-01,2.054608092533792618e+00,2.122208496343925416e-02,2.149198819080821304e-02
1.600000000000000033e-01,1.280000000000000027e-01,9.779889257097273969e-01,-2.722310354973337398e-01,2.783579939821664850e-01,-5.401063744267101674e-01,2.115318117921750340e-01,2.065663313278852442e+00,2.175354591975325533e-02,2.203432502703234555e-02
1.620000000000000051e-01,1.296000000000000207e-01,9.774412074263779671e-01,-2.754867750154776362e-01,2.818448546289958334e-01,-5.465106642757044941e-01,2.156740218185326796e-01,2.076516410064934703e+00,2.229126758369807254e-02,2.258322166542433423e-02
1.640000000000000069e-01,1.312000000000000111e-01,9.768869830722751724e-01,-2.787371007131074219e-01,2.853319836819701028e-01,-5.529029129745198778e-01,2.198377376474206224e-01,2.087169476438400562e+00,2.283523570162395919e-02,2.313866839873221851e-02
1.660000000000000087e-01,1.328000000000000014e-01,9.763262635377667475e-01,-2.819819498962136128e-01,2.888193838752611264e-01,-5.592829994241500513e-01,2.240225612714902281e-01,2.097624557670966006e+00,2.338543589071679848e-02,2.370065540633707959e-02
1.680000000000000104e-01,1.344000000000000195e-01,9.757590598384442426e-01,-2.852212600138631649e-01,2.923070579135458313e-01,-5.656508028594934290e-01,2.282280987272175266e-01,2.107883652610175851e+00,2.394185363940678699e-02,2.426917275451315539e-02
1.700000000000000122e-01,1.360000000000000098e-01,9.751853831148585838e-01,-2.884549686596417084e-01,2.957950084713965588e-01,-5.720062028520694897e-01,2.324539600038070530e-01,2.117948715440821861e+00,2.450447430778017119e-02,2.484421039668268175e-02
1.720000000000000140e-01,1.376000000000000278e-01,9.746052446322261975e-01,-2.916830135730903995e-01,2.992832381926683882e-01,-5.783490793127236129e-01,2.366997589555827619e-01,2.127821657362268137e+00,2.507328312799341624e-02,2.542575817368140229e-02
1.740000000000000158e-01,1.392000000000000182e-01,9.740186557801376876e-01,-2.949053326411391063e-01,3.027717496898819083e-01,-5.846793124943223674e-01,2.409651132176133248e-01,2.137504348186890279e+00,2.564826520469027163e-02,2.601380581402007106e-02
1.759999999999999898e-01,1.408000000000000085e-01,9.734256280722610732e-01,-2.981218638995355441e-01,3.062605455436034907e-01,-5.909967829944392514e-01,2.452496441244783609e-01,2.146998617863986158e+00,2.622940551542139384e-02,2.660834293415450039e-02
1.779999999999999916e-01,1.423999999999999988e-01,9.728261731460429163e-01,-3.013325455342685255e-01,3.097496283018197349e-01,-5.973013717580271109e-01,2.495529766320060960e-01,2.156306257933475301e+00,2.681668891106675501e-02,2.720935903875149053e-02
1.799999999999999933e-01,1.439999999999999891e-01,9.722203027624058969e-01,-3.045373158829884908e-01,3.132390004793103033e-01,-6.035929600800832295e-01,2.538747392418563842e-01,2.165429022913337498e+00,2.741010011626049056e-02,2.781684352096475479e-02
1.819999999999999951e-01,1.456000000000000072e-01,9.716080288054441683e-01,-3.077361134364224315e-01,3.167286645570153714e-01,-6.098714296083019848e-01,2.582145639288114802e-01,2.174368631624497006e+00,2.800962372981871673e-02,2.843078566270854091e-02
1.839999999999999969e-01,1.471999999999999975e-01,9.709893632821178233e-01,-3.109288768397843739e-01,3.202186229813981933e-01,-6.161366623457167346e-01,2.625720860706426407e-01,2.183126768456634004e+00,2.861524422516963442e-02,2.905117463493362903e-02
1.859999999999999987e-01,1.488000000000000156e-01,9.703643183219392565e-01,-3.141155448941814199e-01,3.237088781638061130e-01,-6.223885406533310460e-01,2.669469443804901032e-01,2.191705084577999063e+00,2.922694595078651966e-02,2.967799949791043515e-02
1.880000000000000004e-01,1.504000000000000059e-01,9.697329061766609692e-01,-3.172960565580157377e-01,3.271994324798259135e-01,-6.286269472527408197e-01,2.713387808415783642e-01,2.200105199092459163e+00,2.984471313062310796e-02,3.031124920151393939e-02
1.900000000000000022e-01,1.520000000000000240e-01,9.690951392199614878e-01,-3.204703509483803336e-01,3.306902882686332257e-01,-6.348517652287414270e-01,2.757472406441894286e-01,2.208328700146505064e+00,3.046852986455184098e-02,3.095091258550242141e-02
1.920000000000000040e-01,1.536000000000000143e-01,9.684510299471247308e-01,-3.236383673424522711e-01,3.341814478323413273e-01,-6.410628780319294062e-01,2.801719721248284722e-01,2.216377145988796649e+00,3.109838012880434752e-02,3.159697837981238766e-02
1.940000000000000058e-01,1.552000000000000046e-01,9.678005909747192659e-01,-3.268000451788787841e-01,3.376729134353415596e-01,-6.472601694812872841e-01,2.846126267074443050e-01,2.224252065984826388e+00,3.173424777641480066e-02,3.224943520484553627e-02
1.960000000000000075e-01,1.568000000000000227e-01,9.671438350402716821e-01,-3.299553240591608927e-01,3.411646873036435212e-01,-6.534435237667621799e-01,2.890688588466580056e-01,2.231954961588944908e+00,3.237611653766562375e-02,3.290827157176819812e-02
1.980000000000000093e-01,1.584000000000000130e-01,9.664807750019442922e-01,-3.331041437490305235e-01,3.446567716242057711e-01,-6.596128254518301981e-01,2.935403259728461833e-01,2.239487307276110784e+00,3.302397002053589214e-02,3.357347588279749329e-02
2.000000000000000111e-01,1.600000000000000311e-01,9.658114238382010663e-01,-3.362464441798240222e-01,3.481491685442666406e-01,-6.657679594760516073e-01,2.980266884391104543e-01,2.246850551435098264e+00,3.367779171115221903e-02,3.424503643150915433e-02
2.020000000000000129e-01,1.616000000000000214e-01,9.651357946474765637e-01,-3.393821654498489493e-01,3.516418801706664987e-01,-6.719088111576109190e-01,3.025276094699578255e-01,2.254046117225383838e+00,3.433756497424196585e-02,3.492294140313460804e-02
2.040000000000000147e-01,1.632000000000000117e-01,9.644539006478400900e-01,-3.425112478257492654e-01,3.551349085691691831e-01,-6.780352661958533034e-01,3.070427551116733378e-01,2.261075403399386285e+00,3.500327305358931496e-02,3.560717887486762601e-02
2.060000000000000164e-01,1.648000000000000298e-01,9.637657551766584119e-01,-3.456336317438613026e-01,3.586282557637738289e-01,-6.841472106737991332e-01,3.115717941842960359e-01,2.267939785091792615e+00,3.567489907249354886e-02,3.629773681616765835e-02
2.080000000000000182e-01,1.664000000000000201e-01,9.630713716902555843e-01,-3.487492578115687358e-01,3.621219237360260301e-01,-6.902445310606568629e-01,3.161143982351425907e-01,2.274640614577594810e+00,3.635242603422994545e-02,3.699460308906832307e-02
2.099999999999999922e-01,1.680000000000000104e-01,9.623707637635675605e-01,-3.518580668086497831e-01,3.656159144243218417e-01,-6.963271142143179215e-01,3.206702414938339407e-01,2.281179222000256246e+00,3.703583682251303938e-02,3.769776544849352123e-02
2.119999999999999940e-01,1.696000000000000008e-01,9.616639450897978003e-01,-3.549599996886207975e-01,3.691102297232070062e-01,-7.023948473838428352e-01,3.252390008287255885e-01,2.287556916071598945e+00,3.772511420196250631e-02,3.840721154256715453e-02
2.139999999999999958e-01,1.712000000000000188e-01,9.609509294800669954e-01,-3.580549975800741969e-01,3.726048714826716290e-01,-7.084476182119348042e-01,3.298203557047306722e-01,2.293774984744585410e+00,3.842024081857119827e-02,3.912292891293268210e-02
2.159999999999999976e-01,1.728000000000000091e-01,9.602317308630626824e-01,-3.611430017880116194e-01,3.760998415074389145e-01,-7.144853147374021773e-01,3.344139881424464389e-01,2.299834695860403233e+00,3.912119920017593372e-02,3.984490499507103295e-02
2.179999999999999993e-01,1.743999999999999995e-01,9.595063632846854151e-01,-3.642239537951714734e-01,3.795951415562486275e-01,-7.205078253976081593e-01,3.390195826785554756e-01,2.305737297770967142e+00,3.982797175693053582e-02,4.057312711862026688e-02
2.200000000000000011e-01,1.760000000000000175e-01,9.587748409076904954e-01,-3.672977952633519338e-01,3.830907733411361704e-01,-7.265150390309100814e-01,3.436368263274592882e-01,2.311484019937967815e+00,4.054054078178120218e-02,4.130758250770311807e-02
2.220000000000000029e-01,1.776000000000000079e-01,9.580371780113300373e-01,-3.703644680347280005e-01,3.865867385267046097e-01,-7.325068448790850173e-01,3.482654085440686775e-01,2.317076073509612311e+00,4.125888845094434487e-02,4.204825828125140219e-02
2.240000000000000047e-01,1.792000000000000259e-01,9.572933889909895910e-01,-3.734239141331640588e-01,3.900830387293929835e-01,-7.384831325897452947e-01,3.529050211877440835e-01,2.322514651875974501e+00,4.198299682438699082e-02,4.279514145333607883e-02
