t,Gamma_beta,coherence,gamma_phi,bath_energy,system_entropy,Sigma_beta
2.471428571428571530e+00,4.062422795167289991e+00,1.720727885965572107e-02,2.787141624409782192e+00,6.701660697132898470e-01,6.929991280304068635e-01,7.394659825163305555e+00
2.478571428571428648e+00,4.082346330302502935e+00,1.686784165737466659e-02,2.791446254445550501e+00,6.722072040074810184e-01,6.930049117719254692e-01,7.415076951846735653e+00
2.485714285714285765e+00,4.102300570909081401e+00,1.653459260972455283e-02,2.795739169344795716e+00,6.742440223880760142e-01,6.930104779542460847e-01,7.435450701835006448e+00
2.492857142857142883e+00,4.122285433584473857e+00,1.620743107500806010e-02,2.800020446587316414e+00,6.762765241592942900e-01,6.930158343982142366e-01,7.455781075991157358e+00
2.500000000000000000e+00,4.142300835477870535e+00,1.588625775710086549e-02,2.804290163181531348e+00,6.783047088219683607e-01,6.930209886589615564e-01,7.476068076878645385e+00
2.507142857142857117e+00,4.162346694286842563e+00,1.557097469459202584e-02,2.808548395665733555e+00,6.803285760705224394e-01,6.930259480342878531e-01,7.496311708739511914e+00
2.514285714285714235e+00,4.182422928253988204e+00,1.526148524981894850e-02,2.812795220109393757e+00,6.823481257899826069e-01,6.930307195728060421e-01,7.516511977472632111e+00
2.521428571428571352e+00,4.202529456163587973e+00,1.495769409780404319e-02,2.817030712114470425e+00,6.843633580530225080e-01,6.930353100818533729e-01,7.536668890612078897e+00
2.528571428571428470e+00,4.222666197338272198e+00,1.465950721509985157e-02,2.821254946816769582e+00,6.863742731170391354e-01,6.930397261351776139e-01,7.556782457305568634e+00
2.535714285714285587e+00,4.242833071635693898e+00,1.436683186854950840e-02,2.825467998887336130e+00,6.883808714212660274e-01,6.930439740804010817e-01,7.576852688293062243e+00
2.542857142857142705e+00,4.263029999445214102e+00,1.407957660396897889e-02,2.829669942533864724e+00,6.903831535839164424e-01,6.930480600462698426e-01,7.596879595885434711e+00
2.549999999999999822e+00,4.283256901684599605e+00,1.379765123475747320e-02,2.833860851502146616e+00,6.923811203993587293e-01,6.930519899496915270e-01,7.616863193943278709e+00
2.557142857142856940e+00,4.303513699796726044e+00,1.352096683044233701e-02,2.838040799077550247e+00,6.943747728353241166e-01,6.930557695025691967e-01,7.636803497855810363e+00
2.564285714285714057e+00,4.323800315746298750e+00,1.324943570516431100e-02,2.842209858086511609e+00,6.963641120301505838e-01,6.930594042184339276e-01,7.656700524519939322e+00
2.571428571428571175e+00,4.344116672016575365e+00,1.298297140610928969e-02,2.846368100898075237e+00,6.983491392900516015e-01,6.930628994188825498e-01,7.676554292319399231e+00
2.578571428571428292e+00,4.364462691606107114e+00,1.272148870189205791e-02,2.850515599425441859e+00,7.003298560864221756e-01,6.930662602398262040e-01,7.696364821104047849e+00
2.585714285714285854e+00,4.384838298025487191e+00,1.246490357089775729e-02,2.854652425127546689e+00,7.023062640531738676e-01,6.930694916375523817e-01,7.716132132169291502e+00
2.592857142857142971e+00,4.405243415294111564e+00,1.221313318958643958e-02,2.858778649010665696e+00,7.042783649840999027e-01,6.930725983946071089e-01,7.735856248235606358e+00
2.600000000000000089e+00,4.425677967936951340e+00,1.196609592076597166e-02,2.862894341630042305e+00,7.062461608302751381e-01,6.930755851255010480e-01,7.755537193428252429e+00
2.607142857142857206e+00,4.446141880981341998e+00,1.172371130183838366e-02,2.866999573091534081e+00,7.082096536974812340e-01,6.930784562822442929e-01,7.775174993257056855e+00
2.614285714285714324e+00,4.466635079953771736e+00,1.148590003302481580e-02,2.871094413053286054e+00,7.101688458436665741e-01,6.930812161597141863e-01,7.794769674596380149e+00
2.621428571428571441e+00,4.487157490876692023e+00,1.125258396557363497e-02,2.875178930727418258e+00,7.121237396764333871e-01,6.930838689008608222e-01,7.814321265665195249e+00
2.628571428571428559e+00,4.507709040265341471e+00,1.102368608995651575e-02,2.879253194881743916e+00,7.140743377505572864e-01,6.930864185017544532e-01,7.833829796007327317e+00
2.635714285714285676e+00,4.528289655124575042e+00,1.079913052405713329e-02,2.883317273841495165e+00,7.160206427655342321e-01,6.930888688164789091e-01,7.853295296471821452e+00
2.642857142857142794e+00,4.548899262945707456e+00,1.057884250135674928e-02,2.887371235491078103e+00,7.179626575631578023e-01,6.930912235618746919e-01,7.872717799193452493e+00
2.649999999999999911e+00,4.569537791703375262e+00,1.036274835912094974e-02,2.891415147275834485e+00,7.199003851251257746e-01,6.930934863221374087e-01,7.892097337573394711e+00
2.657142857142857029e+00,4.590205169852404232e+00,1.015077552659180565e-02,2.895449076203835403e+00,7.218338285706756841e-01,6.930956605532732073e-01,7.911433946260030048e+00
2.664285714285714146e+00,4.610901326324691851e+00,9.942852513189357616e-03,2.899473088847674518e+00,7.237629911542468042e-01,6.930977495874167671e-01,7.930727661129885142e+00
2.671428571428571264e+00,4.631626190526106690e+00,9.738908896726307038e-03,2.903487251346294595e+00,7.256878762631752133e-01,6.930997566370150631e-01,7.949978519268767307e+00
2.678571428571428381e+00,4.652379692333392214e+00,9.538875311639776963e-03,2.907491629406817157e+00,7.276084874154118420e-01,6.931016847988809015e-01,7.969186558952999988e+00
2.685714285714285499e+00,4.673161762091093685e+00,9.342683437243605102e-03,2.911486288306389891e+00,7.295248282572712739e-01,6.931035370581188904e-01,7.988351819630831407e+00
2.692857142857142616e+00,4.693972330608489507e+00,9.150265986004857063e-03,2.915471292894048272e+00,7.314369025612083020e-01,6.931053162919291744e-01,8.007474341904012860e+00
2.699999999999999734e+00,4.714811329156542996e+00,8.961556691847793327e-03,2.919446707592598500e+00,7.333447142236199090e-01,6.931070252732893788e-01,8.026554167509488025e+00
2.707142857142856851e+00,4.735678689464867475e+00,8.776490298488644898e-03,2.923412596400497332e+00,7.352482672626758919e-01,6.931086666745231994e-01,8.045591339301282119e+00
2.714285714285714413e+00,4.756574343718693143e+00,8.595002547804464141e-03,2.927369022893758110e+00,7.371475658161773525e-01,6.931102430707518636e-01,8.064585901232526055e+00
2.721428571428571530e+00,4.777498224555861484e+00,8.417030168238836749e-03,2.931316050227862124e+00,7.390426141394383919e-01,6.931117569432392322e-01,8.083537898337622707e+00
2.728571428571428648e+00,4.798450265063832099e+00,8.242510863247586028e-03,2.935253741139681960e+00,7.409334166031983360e-01,6.931132106826272121e-01,8.102447376714611238e+00
2.735714285714285765e+00,4.819430398776695768e+00,8.071383299787290161e-03,2.939182157949418173e+00,7.428199776915567210e-01,6.931146065920699151e-01,8.121314383507638013e+00
2.742857142857142883e+00,4.840438559672198160e+00,7.903587096849356772e-03,2.943101362562544399e+00,7.447023019999357007e-01,6.931159468902645671e-01,8.140138966889621130e+00
2.750000000000000000e+00,4.861474682168801742e+00,7.739062814041993213e-03,2.947011416471756906e+00,7.465803942330688781e-01,6.931172337143864937e-01,8.158921176045076606e+00
2.757142857142857117e+00,4.882538701122727254e+00,7.577751940223127411e-03,2.950912380758942799e+00,7.484542592030138941e-01,6.931184691229282935e-01,8.177661061153067124e+00
2.764285714285714235e+00,4.903630551825036932e+00,7.419596882186157115e-03,2.954804316097149108e+00,7.503239018271898875e-01,6.931196550984469740e-01,8.196358673370346182e+00
2.771428571428571352e+00,4.924750169998711513e+00,7.264540953401247593e-03,2.958687282752561654e+00,7.521893271264434855e-01,6.931207935502212703e-01,8.215014064814656791e+00
2.778571428571428470e+00,4.945897491795768097e+00,7.112528362814054747e-03,2.962561340586497671e+00,7.540505402231341137e-01,6.931218863168224775e-01,8.233627288548163392e+00
2.785714285714285587e+00,4.967072453794353137e+00,6.963504203704487007e-03,2.966426549057392670e+00,7.559075463392482819e-01,6.931229351686007956e-01,8.252198398561082726e+00
2.792857142857142705e+00,4.988274992995891388e+00,6.817414442606960570e-03,2.970282967222808601e+00,7.577603507945346317e-01,6.931239418100905159e-01,8.270727449755437277e+00
2.799999999999999822e+00,5.009505046822217977e+00,6.674205908294645120e-03,2.974130653741435371e+00,7.596089590046670725e-01,6.931249078823342735e-01,8.289214497929004111e+00
2.807142857142856940e+00,5.030762553112740676e+00,6.533826280829217042e-03,2.977969666875107890e+00,7.614533764794259030e-01,6.931258349651328032e-01,8.307659599759391611e+00
2.814285714285714057e+00,5.052047450121612826e+00,6.396224080678056083e-03,2.981800064490819580e+00,7.632936088209086867e-01,6.931267245792174236e-01,8.326062812788304512e+00
2.821428571428571175e+00,5.073359676514916039e+00,6.261348657900582017e-03,2.985621904062753185e+00,7.651296617217586693e-01,6.931275781883527998e-01,8.344424195405938605e+00
2.828571428571428292e+00,5.094699171367871315e+00,6.129150181405250940e-03,2.989435242674297832e+00,7.669615409634210623e-01,6.931283972013670969e-01,8.362743806835577942e+00
2.835714285714285410e+00,5.116065874162043059e+00,5.999579628278953712e-03,2.993240137020088287e+00,7.687892524144179784e-01,6.931291829741159649e-01,8.381021707118296860e+00
2.842857142857142971e+00,5.137459724782576842e+00,5.872588773190050813e-03,2.997036643408041101e+00,7.706128020286491243e-01,6.931299368113799098e-01,8.399257957097871596e+00
2.850000000000000089e+00,5.158880663515440723e+00,5.748130177866607460e-03,3.000824817761383656e+00,7.724321958437123659e-01,6.931306599686976044e-01,8.417452618405821596e+00
2.857142857142857206e+00,5.180328631044688770e+00,5.626157180651036351e-03,3.004604715620706745e+00,7.742474399792487194e-01,6.931313536541374720e-01,8.435605753446624888e+00
2.864285714285714324e+00,5.201803568449733461e+00,5.506623886132476844e-03,3.008376392145999834e+00,7.760585406353074367e-01,6.931320190300095385e-01,8.453717425383084461e+00
2.871428571428571441e+00,5.223305417202631418e+00,5.389485154858057216e-03,3.012139902118703194e+00,7.778655040907318519e-01,6.931326572145187770e-01,8.471787698121838517e+00
2.878571428571428559e+00,5.244834119165392217e+00,5.274696593124088631e-03,3.015895299943749830e+00,7.796683367015699861e-01,6.931332692833624964e-01,8.489816636299062580e+00
2.885714285714285676e+00,5.266389616587292544e+00,5.162214542848343572e-03,3.019642639651621607e+00,7.814670448995029162e-01,6.931338562712731077e-01,8.507804305266303047e+00
2.892857142857142794e+00,5.287971852102209880e+00,5.051996071524307748e-03,3.023381974900393843e+00,7.832616351902969010e-01,6.931344191735074878e-01,8.525750771076475942e+00
2.899999999999999911e+00,5.309580768725967737e+00,4.943998962258363931e-03,3.027113358977786550e+00,7.850521141522723845e-01,6.931349589472864947e-01,8.543656100470009562e+00
2.907142857142857029e+00,5.331216309853701318e+00,4.838181703890723911e-03,3.030836844803222796e+00,7.868384884347983110e-01,6.931354765131837459e-01,8.561520360861166523e+00
2.914285714285714146e+00,5.352878419257235620e+00,4.734503481200933415e-03,3.034552484929872840e+00,7.886207647568028722e-01,6.931359727564668782e-01,8.579343620324495490e+00
2.921428571428571264e+00,5.374567041082464414e+00,4.632924165198746246e-03,3.038260331546708493e+00,7.903989499053065693e-01,6.931364485283928456e-01,8.597125947581458760e+00
2.928571428571428381e+00,5.396282119846779857e+00,4.533404303500807378e-03,3.041960436480556584e+00,7.921730507339728167e-01,6.931369046474575857e-01,8.614867411987185974e+00
2.935714285714285499e+00,5.418023600436463916e+00,4.435905110794191065e-03,3.045652851198147548e+00,7.939430741616814169e-01,6.931373419006029435e-01,8.632568083517416113e+00
2.942857142857142616e+00,5.439791428104144622e+00,4.340388459386882412e-03,3.049337626808164003e+00,7.957090271711189100e-01,6.931377610443802961e-01,8.650228032755569174e+00
2.949999999999999734e+00,5.461585548466240780e+00,4.246816869846074122e-03,3.053014814063290672e+00,7.974709168073882415e-01,6.931381628060755418e-01,8.667847330879958179e+00
2.957142857142856851e+00,5.483405907500420007e+00,4.155153501724642706e-03,3.056684463362261628e+00,7.992287501766389690e-01,6.931385478847927883e-01,8.685426049651182367e+00
2.964285714285714413e+00,5.505252451543087844e+00,4.065362144376128556e-03,3.060346624751905775e+00,8.009825344447147888e-01,6.931389169525004057e-01,8.702964261399648294e+00
2.971428571428571530e+00,5.527125127286875106e+00,3.977407207858758495e-03,3.064001347929183439e+00,8.027322768358201577e-01,6.931392706550412175e-01,8.720462039013243682e+00
2.978571428571428648e+00,5.549023881778143874e+00,3.891253713928725065e-03,3.067648682243240277e+00,8.044779846312049010e-01,6.931396096131057227e-01,8.737919455925155177e+00
2.985714285714285765e+00,5.570948662414521024e+00,3.806867287122996622e-03,3.071288676697430553e+00,8.062196651678690262e-01,6.931399344231722326e-01,8.755336586101861940e+00
2.992857142857142883e+00,5.592899416942420210e+00,3.724214145932031213e-03,3.074921379951362166e+00,8.079573258372809708e-01,6.931402456584119243e-01,8.772713504031221632e+00
3.000000000000000000e+00,5.614876093454609141e+00,3.643261094062379482e-03,3.078546840322927913e+00,8.096909740841193859e-01,6.931405438695636967e-01,8.790050284710758888e+00
3.007142857142857117e+00,5.636878640387762651e+00,3.563975511789561727e-03,3.082165105790329207e+00,8.114206174050265785e-01,6.931408295857759416e-01,8.807347003636040839e+00
3.014285714285714235e+00,5.658907006520059291e+00,3.486325347401116742e-03,3.085776223994106893e+00,8.131462633473848234e-01,6.931411033154203372e-01,8.824603736789269348e+00
3.021428571428571352e+00,5.680961140968755707e+00,3.410279108730140778e-03,3.089380242239164520e+00,8.148679195081058868e-01,6.931413655468741108e-01,8.841820560627931869e+00
3.028571428571428470e+00,5.703040993187817875e+00,3.335805854779078528e-03,3.092977207496781400e+00,8.165855935324384252e-01,6.931416167492763236e-01,8.858997552073660131e+00
3.035714285714285587e+00,5.725146512965527457e+00,3.262875187434060176e-03,3.096567166406632321e+00,8.182992931127938130e-01,6.931418573732555100e-01,8.876134788501193640e+00
3.042857142857142705e+00,5.747277650422133455e+00,3.191457243269510413e-03,3.100150165278792169e+00,8.200090259875865151e-01,6.931420878516322270e-01,8.893232347727495934e+00
3.049999999999999822e+00,5.769434356007499431e+00,3.121522685443139586e-03,3.103726250095746320e+00,8.217147999400912228e-01,6.931423086000954026e-01,8.910290308001007631e+00
3.057142857142856940e+00,5.791616580498768485e+00,3.053042695681149575e-03,3.107295466514389037e+00,8.234166227973181984e-01,6.931425200178542578e-01,8.927308747991036242e+00
3.064285714285714057e+00,5.813824274998052211e+00,2.985988966353504779e-03,3.110857859868018771e+00,8.251145024289003871e-01,6.931427224882669158e-01,8.944287746777270343e+00
3.071428571428571175e+00,5.836057390930115218e+00,2.920333692639209226e-03,3.114413475168336554e+00,8.268084467460012910e-01,6.931429163794460280e-01,8.961227383839460714e+00
3.078571428571428292e+00,5.858315880040096957e+00,2.856049564781273226e-03,3.117962357107419091e+00,8.284984637002350549e-01,6.931431020448423075e-01,8.978127739047193856e+00
3.085714285714285410e+00,5.880599694391229981e+00,2.793109760431281528e-03,3.121504550059712724e+00,8.301845612826029841e-01,6.931432798238064130e-01,8.994988892649836032e+00
3.092857142857142971e+00,5.902908786362577764e+00,2.731487937083257669e-03,3.125040098084001183e+00,8.318667475224454932e-01,6.931434500421311817e-01,9.011810925266585670e+00
3.100000000000000089e+00,5.925243108646783163e+00,2.671158224596579048e-03,3.128569044925378684e+00,8.335450304864099325e-01,6.931436130125723238e-01,9.028593917876673203e+00
3.107142857142857206e+00,5.947602614247847086e+00,2.612095217807607062e-03,3.132091434017211462e+00,8.352194182774305142e-01,6.931437690353523529e-01,9.045337951809656829e+00
3.114285714285714324e+00,5.969987256478895610e+00,2.554273969229828474e-03,3.135607308483099764e+00,8.368899190337268923e-01,6.931439183986431996e-01,9.062043108735911900e+00
3.121428571428571441e+00,5.992396988959986182e+00,2.497669981842031827e-03,3.139116711138826954e+00,8.385565409278138427e-01,6.931440613790331717e-01,9.078709470657171821e+00
3.128571428571428559e+00,6.014831765615903159e+00,2.442259201964298593e-03,3.142619684494309507e+00,8.402192921655277091e-01,6.931441982419757064e-01,9.095337119897253686e+00
3.135714285714285676e+00,6.037291540673989765e+00,2.388018012221297323e-03,3.146116270755528355e+00,8.418781809850652831e-01,6.931443292422219127e-01,9.111926139092874521e+00
3.142857142857142794e+00,6.059776268661980936e+00,2.334923224592580244e-03,3.149606511826475774e+00,8.435332156560385597e-01,6.931444546242360172e-01,9.128476611184620282e+00
3.149999999999999911e+00,6.082285904405852150e+00,2.282952073549415241e-03,3.153090449311070742e+00,8.451844044785410404e-01,6.931445746225965987e-01,9.144988619408007224e+00
3.157142857142857029e+00,6.104820403027684250e+00,2.232082209277720403e-03,3.156568124515084506e+00,8.468317557822306885e-01,6.931446894623822796e-01,9.161462247284688942e+00
3.164285714285714146e+00,6.127379719943540692e+00,2.182291690986649241e-03,3.160039578448052833e+00,8.484752779254230992e-01,6.931447993595429846e-01,9.177897578613773533e+00
3.171428571428571264e+00,6.149963810861357238e+00,2.133558980302354725e-03,3.163504851825184261e+00,8.501149792942012118e-01,6.931449045212573212e-01,9.194294697463270438e+00
3.178571428571428381e+00,6.172572631778845853e+00,2.085862934746431693e-03,3.166963985069257248e+00,8.517508683015351245e-01,6.931450051462765272e-01,9.210653688161626107e+00
3.185714285714285499e+00,6.195206138981415478e+00,2.039182801298534964e-03,3.170417018312518209e+00,8.533829533864184524e-01,6.931451014252558718e-01,9.226974635289439064e+00
3.192857142857142616e+00,6.217864289040099912e+00,1.993498210042664483e-03,3.173863991398560014e+00,8.550112430130143437e-01,6.931451935410725129e-01,9.243257623671215839e+00
3.199999999999999734e+00,6.240547038809511449e+00,1.948789167896547610e-03,3.177304943884203592e+00,8.566357456698159289e-01,6.931452816691329177e-01,9.259502738367293873e+00
3.207142857142856851e+00,6.263254345425780301e+00,1.905036052423648681e-03,3.180739915041373767e+00,8.582564698688188720e-01,6.931453659776671827e-01,9.275710064665855015e+00
3.214285714285713969e+00,6.285986166304553535e+00,1.862219605727099582e-03,3.184168943858955103e+00,8.598734241447070215e-01,6.931454466280131399e-01,9.291879688075084687e+00
3.221428571428571530e+00,6.308742459138952263e+00,1.820320928425173818e-03,3.187592069044650422e+00,8.614866170540499413e-01,6.931455237748891385e-01,9.308011694315389661e+00
3.228571428571428648e+00,6.331523181897587449e+00,1.779321473707525187e-03,3.191009329026833097e+00,8.630960571745106558e-01,6.931455975666566127e-01,9.324106169311763281e+00
3.235714285714285765e+00,6.354328292822565061e+00,1.739203041471728975e-03,3.194420761956384247e+00,8.647017531040693816e-01,6.931456681455731017e-01,9.340163199186267917e+00
3.242857142857142883e+00,6.377157750427517868e+00,1.699947772539446306e-03,3.197826405708527719e+00,8.663037134602549205e-01,6.931457356480347221e-01,9.356182870250583150e+00
3.250000000000000000e+00,6.400011513495623028e+00,1.661538142951670413e-03,3.201226297884648186e+00,8.679019468793911507e-01,6.931458002048099809e-01,9.372165268998720933e+00
3.257142857142857117e+00,6.422889541077681841e+00,1.623956958342296763e-03,3.204620475814126124e+00,8.694964620158521784e-01,6.931458619412644850e-01,9.388110482099786935e+00
3.264285714285714235e+00,6.445791792490162209e+00,1.587187348389552336e-03,3.208008976556127045e+00,8.710872675413315891e-01,6.931459209775769903e-01,9.404018596390892881e+00
3.271428571428571352e+00,6.468718227313277502e+00,1.551212761344518626e-03,3.211391836901416053e+00,8.726743721441196922e-01,6.931459774289473463e-01,9.419889698870145267e+00
3.278571428571428470e+00,6.491668805389076979e+00,1.516016958636139025e-03,3.214769093374144848e+00,8.742577845283956428e-01,6.931460314057956706e-01,9.435723876689753098e+00
3.285714285714285587e+00,6.514643486819562845e+00,1.481584009552033626e-03,3.218140782233641417e+00,8.758375134135265583e-01,6.931460830139550833e-01,9.451521217149220888e+00
3.292857142857142705e+00,6.537642231964775341e+00,1.447898285994547035e-03,3.221506939476184161e+00,8.774135675333818440e-01,6.931461323548557818e-01,9.467281807688674888e+00
3.299999999999999822e+00,6.560665001440951549e+00,1.414944457311199336e-03,3.224867600836773374e+00,8.789859556356537373e-01,6.931461795257025660e-01,9.483005735882240828e+00
3.307142857142856940e+00,6.583711756118639791e+00,1.382707485199043866e-03,3.228222801790889385e+00,8.805546864811919505e-01,6.931462246196459231e-01,9.498693089431565539e+00
3.314285714285714057e+00,6.606782457120868202e+00,1.351172618682108242e-03,3.231572577556244497e+00,8.821197688433454198e-01,6.931462677259447869e-01,9.514343956159398985e+00
3.321428571428571175e+00,6.629877065821302651e+00,1.320325389161326225e-03,3.234916963094531805e+00,8.836812115073190421e-01,6.931463089301255209e-01,9.529958424003314832e+00
3.328571428571428292e+00,6.652995543842430415e+00,1.290151605536224043e-03,3.238255993113154485e+00,8.852390232695351857e-01,6.931463483141317994e-01,9.545536581009484323e+00
3.335714285714285410e+00,6.676137853053739413e+00,1.260637349397708464e-03,3.241589702066956846e+00,8.867932129370081906e-01,6.931463859564714891e-01,9.561078515326553173e+00
3.342857142857142971e+00,6.699303955569929414e+00,1.231768970291212883e-03,3.244918124159943407e+00,8.883437893267296381e-01,6.931464219323554277e-01,9.576584315199651698e+00
3.350000000000000089e+00,6.722493813749125025e+00,1.203533081049546101e-03,3.248241293346983305e+00,8.898907612650603927e-01,6.931464563138318713e-01,9.592054068964435132e+00
3.357142857142857206e+00,6.745707390191099329e+00,1.175916553194728898e-03,3.251559243335519156e+00,8.914341375871351891e-01,6.931464891699159470e-01,9.607487865041267838e+00
3.364285714285714324e+00,6.768944647735516185e+00,1.148906512408105632e-03,3.254872007587260363e+00,8.929739271362751030e-01,6.931465205667129981e-01,9.622885791929464361e+00
3.371428571428571441e+00,6.792205549460176073e+00,1.122490334068047824e-03,3.258179619319857334e+00,8.945101387634089019e-01,6.931465505675380445e-01,9.638247938201628173e+00
3.378571428571428559e+00,6.815490058679285035e+00,1.096655638854517230e-03,3.261482111508589909e+00,8.960427813265064989e-01,6.931465792330296916e-01,9.653574392498095236e+00
3.385714285714285676e+00,6.838798138941725391e+00,1.071390288419807975e-03,3.264779516888024258e+00,8.975718636900170688e-01,6.931466066212603749e-01,9.668865243521430841e+00
3.392857142857142794e+00,6.862129754029338002e+00,1.046682381124747381e-03,3.268071867953679543e+00,8.990973947243217079e-01,6.931466327878418321e-01,9.684120580031059689e+00
3.399999999999999911e+00,6.885484867955232957e+00,1.022520247839630398e-03,3.271359196963674609e+00,9.006193833051889808e-01,6.931466577860256884e-01,9.699340490837915496e+00
3.407142857142857029e+00,6.908863444962091371e+00,9.988924478092175811e-04,3.274641535940361337e+00,9.021378383132453438e-01,6.931466816668012676e-01,9.714525064799255816e+00
3.414285714285714146e+00,6.932265449520484069e+00,9.757877645810613190e-04,3.277918916671974436e+00,9.036527686334485665e-01,6.931467044789889620e-01,9.729674390813475071e+00
3.421428571428571264e+00,6.955690846327213350e+00,9.531952019964455005e-04,3.281191370714237276e+00,9.051641831545741423e-01,6.931467262693300491e-01,9.744788557815070362e+00
3.428571428571428381e+00,6.979139600303647661e+00,9.311039802432623941e-04,3.284458929391985027e+00,9.066720907687071396e-01,6.931467470825716237e-01,9.759867654769642797e+00
3.435714285714285499e+00,7.002611676594093559e+00,9.095035319700752862e-04,3.287721623800773152e+00,9.081765003707460426e-01,6.931467669615509752e-01,9.774911770669010735e+00
3.442857142857142616e+00,7.026107040564150807e+00,8.883834984607149460e-04,3.290979484808469024e+00,9.096774208579087029e-01,6.931467859472733029e-01,9.789920994526360332e+00
3.449999999999999734e+00,7.049625657799088785e+00,8.677337258686673455e-04,3.294232543056841322e+00,9.111748611292532773e-01,6.931468040789885432e-01,9.804895415371522205e+00
3.457142857142856851e+00,7.073167494102260200e+00,8.475442615105386896e-04,3.297480828963144539e+00,9.126688300852034974e-01,6.931468213942646450e-01,9.819835122246299619e+00
3.464285714285713969e+00,7.096732515493468618e+00,8.278053502179700011e-04,3.300724372721684396e+00,9.141593366270811538e-01,6.931468379290572912e-01,9.834740204199867719e+00
3.471428571428571530e+00,7.120320688207410598e+00,8.085074307471960256e-04,3.303963204305381929e+00,9.156463896566486849e-01,6.931468537177769562e-01,9.849610750284263361e+00
3.478571428571428648e+00,7.143931978692083185e+00,7.896411322456486741e-04,3.307197353467329126e+00,9.171299980756585368e-01,6.931468687933540762e-01,9.864446849549938889e+00
3.485714285714285765e+00,7.167566353607229601e+00,7.711972707748477977e-04,3.310426849742327260e+00,9.186101707854098519e-01,6.931468831873006664e-01,9.879248591041399408e+00
3.492857142857142883e+00,7.191223779822779605e+00,7.531668458889248692e-04,3.313651722448429204e+00,9.200869166863123727e-01,6.931468969297696070e-01,9.894016063792893334e+00
3.500000000000000000e+00,7.214904224417304945e+00,7.355410372680741896e-04,3.316872000688462663e+00,9.215602446774586731e-01,6.931469100496121527e-01,9.908749356824198884e+00
3.507142857142857117e+00,7.238607654676495251e+00,7.183112014062428266e-04,3.320087713351553838e+00,9.230301636562038281e-01,6.931469225744320006e-01,9.923448559136469171e+00
3.514285714285714235e+00,7.262334038091628585e+00,7.014688683523973792e-04,3.323298889114624011e+00,9.244966825177500791e-01,6.931469345306384700e-01,9.938113759708139483e+00
3.521428571428571352e+00,7.286083342358067760e+00,6.850057385046637044e-04,3.326505556443905665e+00,9.259598101547424909e-01,6.931469459434960179e-01,9.952745047490921593e+00
3.528571428571428470e+00,7.309855535373757540e+00,6.689136794566857228e-04,3.329707743596420855e+00,9.274195554568672728e-01,6.931469568371733114e-01,9.967342511405846039e+00
3.535714285714285587e+00,7.333650585237730724e+00,6.531847228955224268e-04,3.332905478621475570e+00,9.288759273104599812e-01,6.931469672347889688e-01,9.981906240339387892e+00
3.542857142857142705e+00,7.357468460248640874e+00,6.378110615504061116e-04,3.336098789362125228e+00,9.303289345981198277e-01,6.931469771584564121e-01,9.996436323139654689e+00
3.549999999999999822e+00,7.381309128903287053e+00,6.227850461917203108e-04,3.339287703456643275e+00,9.317785861983308715e-01,6.931469866293258342e-01,1.001093284861263477e+01
3.557142857142856940e+00,7.405172559895153661e+00,6.080991826795218661e-04,3.342472248339980023e+00,9.332248909850882068e-01,6.931469956676259425e-01,1.002539590551850779e+01
3.564285714285714057e+00,7.429058722112972468e+00,5.937461290609483740e-04,3.345652451245206382e+00,9.346678578275333660e-01,6.931470042927020403e-01,1.003982558256803692e+01
3.571428571428571175e+00,7.452967584639276666e+00,5.797186927158776149e-04,3.348828339204960702e+00,9.361074955895948291e-01,6.931470125230545509e-01,1.005422196841900195e+01
3.578571428571428292e+00,7.476899116748982443e+00,5.660098275501712064e-04,3.351999939052865862e+00,9.375438131296335298e-01,6.931470203763743232e-01,1.006858515167270873e+01
3.585714285714285410e+00,7.500853287907962574e+00,5.526126312358808001e-04,3.355167277424966343e+00,9.389768193000984642e-01,6.931470278695774923e-01,1.008291522087056080e+01
3.592857142857142527e+00,7.524830067771650199e+00,5.395203424977569736e-04,3.358330380761131551e+00,9.404065229471829657e-01,6.931470350188382312e-01,1.009721226449066833e+01
3.600000000000000089e+00,7.548829426183636393e+00,5.267263384454498728e-04,3.361489275306463131e+00,9.418329329104933034e-01,6.931470418396210587e-01,1.011147637094455476e+01
3.607142857142857206e+00,7.572851333174284605e+00,5.142241319507579117e-04,3.364643987112692525e+00,9.432560580227185021e-01,6.931470483467105925e-01,1.012570762857389717e+01
3.614285714285714324e+00,7.596895758959357536e+00,5.020073690693063187e-04,3.367794542039566075e+00,9.446759071093081550e-01,6.931470545542407491e-01,1.013990612564732174e+01
3.621428571428571441e+00,7.620962673938651122e+00,4.900698265060390510e-04,3.370940965756225705e+00,9.460924889881558997e-01,6.931470604757230536e-01,1.015407195035728272e+01
3.628571428571428559e+00,7.645052048694628510e+00,4.784054091239136187e-04,3.374083283742577155e+00,9.475058124692889994e-01,6.931470661240732856e-01,1.016820519081696261e+01
3.635714285714285676e+00,7.669163853991087798e+00,4.670081474951745873e-04,3.377221521290651562e+00,9.489158863545616995e-01,6.931470715116363479e-01,1.018230593505725423e+01
3.642857142857142794e+00,7.693298060771812885e+00,4.558721954946279341e-04,3.380355703505961706e+00,9.503227194373584652e-01,6.931470766502123571e-01,1.019637427102379768e+01
3.649999999999999911e+00,7.717454640159253643e+00,4.449918279342948485e-04,3.383485855308844936e+00,9.517263205022968853e-01,6.931470815510785144e-01,1.021041028657404759e+01
