t,tau,population,population_rate,gamma,heat_power,mutual_information,mutual_information_rate,interaction_energy,bath_energy
1.070000000000000062e+00,8.560000000000000941e-01,2.034365842118274204e-01,-2.665827896531045571e-01,1.310397491611078324e+00,-5.046412208133269628e-01,1.010259582670947953e+00,-7.277456442277463466e-01,8.869436708724707241e-01,6.610505856273352077e-01
1.072000000000000064e+00,8.576000000000001400e-01,2.029085768961945702e-01,-2.614246697457453528e-01,1.288386492797132243e+00,-4.948246148947468281e-01,1.008816451437455353e+00,-7.153697149543795097e-01,8.871582245188470717e-01,6.618354970287204653e-01
1.074000000000000066e+00,8.592000000000000748e-01,2.023908866950777374e-01,-2.562656932679632793e-01,1.266191859982576107e+00,-4.850084510789473002e-01,1.007398171531168840e+00,-7.028946328816209066e-01,8.873595655552590777e-01,6.626139882359620703e-01
1.076000000000000068e+00,8.608000000000001206e-01,2.018835151434139885e-01,-2.511060384137869805e-01,1.243816456412532245e+00,-4.751930670942505208e-01,1.006004939176475155e+00,-6.903224826898424205e-01,8.875476978987013599e-01,6.633860565540434795e-01
1.078000000000000069e+00,8.624000000000000554e-01,2.013864634198468950e-01,-2.459458832818630369e-01,1.221263232420539913e+00,-4.653788003459412015e-01,1.004636946406738840e+00,-6.776553706541871280e-01,8.877226259071501202e-01,6.641516995221007358e-01
1.080000000000000071e+00,8.640000000000001013e-01,2.008997323469239871e-01,-2.407854058692584232e-01,1.198535224792922183e+00,-4.555659879046369265e-01,1.003294381021544446e+00,-6.648954242118442215e-01,8.878843543790585491e-01,6.649109149132698127e-01
1.082000000000000073e+00,8.656000000000001471e-01,2.004233223913054474e-01,-2.356247840652674896e-01,1.175635556051879416e+00,-4.457549664946729995e-01,1.001977426544816030e+00,-6.520447915153534391e-01,8.880328885528337990e-01,6.656637007345292956e-01
1.084000000000000075e+00,8.672000000000000819e-01,1.999572336639864056e-01,-2.304641956452308238e-01,1.152567433656884521e+00,-4.359460724825185984e-01,1.000686262183845043e+00,-6.391056409720643483e-01,8.881682341063026342e-01,6.664100552265299626e-01
1.086000000000000076e+00,8.688000000000001277e-01,1.995014659205306407e-01,-2.253038182643576914e-01,1.129334149124022746e+00,-4.261396418652061424e-01,9.994210627892521348e-01,-6.260801607698628368e-01,8.882903971561584289e-01,6.671499768634205907e-01
1.088000000000000078e+00,8.704000000000000625e-01,1.990560185613174660e-01,-2.201438294515607741e-01,1.105939077063110121e+00,-4.163360102587917444e-01,9.981819988159137402e-01,-6.129705583893297893e-01,8.883993842573970623e-01,6.678834643526617709e-01
1.090000000000000080e+00,8.720000000000001084e-01,1.986208906317999401e-01,-2.149844066032935708e-01,1.082385674132475994e+00,-4.065355128868281542e-01,9.969692362848727729e-01,-5.997790601024723944e-01,8.884952024027358286e-01,6.686105166348338402e-01
1.092000000000000082e+00,8.736000000000001542e-01,1.981960808227761772e-01,-2.098257269774033151e-01,1.058677477911514231e+00,-3.967384845688741724e-01,9.957829367462702752e-01,-5.865079104582389125e-01,8.885778590220136941e-01,6.693311328834390395e-01
1.094000000000000083e+00,8.752000000000000890e-01,1.977815874706730093e-01,-2.046679676869868902e-01,1.034818105691132528e+00,-3.869452597090174417e-01,9.946232572433165720e-01,-5.731593717549802180e-01,8.886473619815874470e-01,6.700453125046866854e-01
1.096000000000000085e+00,8.768000000000001348e-01,1.973774085578409720e-01,-1.995113056942565966e-01,1.010811253182454683e+00,-3.771561722844226638e-01,9.934903502773299033e-01,-5.597357235000934850e-01,8.887037195836993142e-01,6.707530551372835603e-01
1.098000000000000087e+00,8.784000000000000696e-01,1.969835417128628641e-01,-1.943559178044171054e-01,9.866606931442223338e-01,-3.673715558339092357e-01,9.923843637738700707e-01,-5.462392618570759417e-01,8.887469405658406929e-01,6.714543606522044294e-01
1.100000000000000089e+00,8.800000000000001155e-01,1.965999842108733797e-01,-1.892019806595524045e-01,9.623702739294939246e-01,-3.575917434465540334e-01,9.913054410499895219e-01,-5.326722990802401636e-01,8.887770341000965635e-01,6.721492291524590046e-01
1.102000000000000091e+00,8.816000000000001613e-01,1.962267329738916766e-01,-1.840496707325158521e-01,9.379439179523210157e-01,-3.478170677503084618e-01,9.902537207826260790e-01,-5.190371629373283779e-01,8.887940097924742489e-01,6.728376609728530244e-01
1.104000000000000092e+00,8.832000000000000961e-01,1.958637845711659053e-01,-1.788991643208386884e-01,9.133856200753477372e-01,-3.380478609006567492e-01,9.892293369781645085e-01,-5.053361961203545194e-01,8.887978776822202942e-01,6.735196566797378992e-01
1.106000000000000094e+00,8.848000000000001419e-01,1.955111352195300634e-01,-1.737506375406428771e-01,8.886994459192650853e-01,-3.282844545692906735e-01,9.882324189431868078e-01,-4.915717556449299974e-01,8.887886482411220257e-01,6.741952170707519176e-01
1.108000000000000096e+00,8.864000000000000767e-01,1.951687807837725608e-01,-1.686042663205654102e-01,8.638895300952975642e-01,-3.185271799328121545e-01,9.872630912564337446e-01,-4.777462122384048548e-01,8.887663323727911235e-01,6.748643431745594556e-01
1.110000000000000098e+00,8.880000000000001226e-01,1.948367167770177488e-01,-1.634602263956934642e-01,8.389600743619933798e-01,-3.087763676614649344e-01,9.863214737420042955e-01,-4.638619497171543316e-01,8.887309414119390905e-01,6.755270362505718662e-01
1.112000000000000099e+00,8.896000000000001684e-01,1.945149383611183558e-01,-1.583186933015089115e-01,8.139153457077376030e-01,-2.990323479078900171e-01,9.854076814438064158e-01,-4.499213643533502283e-01,8.886824871236310708e-01,6.761832977886724771e-01
1.114000000000000101e+00,8.912000000000001032e-01,1.942034403470616344e-01,-1.531798423678466248e-01,7.887596743605489458e-01,-2.892954502959151353e-01,9.845218246012903407e-01,-4.359268642315888287e-01,8.886209817025316759e-01,6.768331295089207167e-01
1.116000000000000103e+00,8.928000000000001490e-01,1.939022171953860008e-01,-1.480438487128600822e-01,7.634974517268328098e-01,-2.795660039093649796e-01,9.836640086264729632e-01,-4.218808685957352589e-01,8.885464377721311591e-01,6.774765333612607909e-01
1.118000000000000105e+00,8.944000000000000838e-01,1.936112630166106630e-01,-1.429108872370003225e-01,7.381331282609289168e-01,-2.698443372809040119e-01,9.828343340822811580e-01,-4.077858071863886269e-01,8.884588683839601542e-01,6.781135115252131529e-01
1.120000000000000107e+00,8.960000000000001297e-01,1.933305715716770457e-01,-1.377811326170057249e-01,7.126712112673994071e-01,-2.601307783809068130e-01,9.820328966622285938e-01,-3.936441195693655692e-01,8.883582870167893164e-01,6.787440664095633069e-01
1.122000000000000108e+00,8.976000000000001755e-01,1.930601362724021497e-01,-1.326547592999032799e-01,6.871162626381416283e-01,-2.504256546063574063e-01,9.812597871714427988e-01,-3.794582544556233672e-01,8.882447075758138633e-01,6.793682006520397332e-01
1.124000000000000110e+00,8.992000000000001103e-01,1.927999501819440409e-01,-1.275319414970235710e-01,6.614728965265422866e-01,-2.407292927697816942e-01,9.805150915090641295e-01,-3.652306690130580624e-01,8.881181443918262364e-01,6.799859171189852614e-01
1.126000000000000112e+00,9.008000000000001561e-01,1.925500060152792736e-01,-1.224128531780232093e-01,6.357457769609702325e-01,-2.310420190882009894e-01,9.797988906520238572e-01,-3.509638281706050633e-01,8.879786122203715548e-01,6.805972189050196741e-01
1.128000000000000114e+00,9.024000000000000909e-01,1.923102961396919997e-01,-1.172976680649262943e-01,6.099396154001167636e-01,-2.213641591721288993e-01,9.791112606402262442e-01,-3.366602039151310732e-01,8.878261262408904120e-01,6.812021093326967591e-01
1.130000000000000115e+00,9.040000000000001368e-01,1.920808125752752338e-01,-1.121865596261704262e-01,5.840591682326689016e-01,-2.116960380145835874e-01,9.784522725631394913e-01,-3.223222745815435553e-01,8.876607020558456851e-01,6.818005919521520353e-01
1.132000000000000117e+00,9.056000000000001826e-01,1.918615469954442210e-01,-1.070797010706731334e-01,5.581092342240717707e-01,-2.020379799801460818e-01,9.778219925478166541e-01,-3.079525241366413146e-01,8.874823556898407961e-01,6.823926705407401538e-01
1.134000000000000119e+00,9.072000000000001174e-01,1.916524907274611278e-01,-1.019772653419062369e-01,5.320946519130956842e-01,-1.923903087940403156e-01,9.772204817483521877e-01,-2.935534414571608353e-01,8.872911035887156572e-01,6.829783491026690800e-01
1.136000000000000121e+00,9.088000000000001632e-01,1.914536347529718074e-01,-9.687942511198374684e-02,5.060202969611155011e-01,-1.827533475312461408e-01,9.766477963367873327e-01,-2.791275196025327920e-01,8.870869626186352885e-01,6.835576318686233943e-01
1.138000000000000123e+00,9.104000000000000981e-01,1.912649697085548328e-01,-9.178635277576474572e-02,4.798910794570834248e-01,-1.731274186056474818e-01,9.761039874954783313e-01,-2.646772550828593307e-01,8.868699500651621159e-01,6.841305232953803772e-01
1.140000000000000124e+00,9.120000000000001439e-01,1.910864858862811322e-01,-8.669822044496863778e-02,4.537119411812525760e-01,-1.635128437592108519e-01,9.755891014109279169e-01,-2.502051471226237056e-01,8.866400836323108381e-01,6.846970280654222085e-01
1.142000000000000126e+00,9.136000000000001897e-01,1.909181732342870863e-01,-8.161519994230581609e-02,4.274878528308089787e-01,-1.539099440512003147e-01,9.751031792690989519e-01,-2.357136969206610477e-01,8.863973814415996300e-01,6.852571510865289595e-01
1.144000000000000128e+00,9.152000000000001245e-01,1.907600213573576176e-01,-7.653746279561840504e-02,4.012238112106206178e-01,-1.443190398474180625e-01,9.746462572522062162e-01,-2.212054069069099294e-01,8.861418620310723693e-01,6.858108974913819100e-01
1.146000000000000130e+00,9.168000000000001704e-01,1.906120195175221577e-01,-7.146518023203879411e-02,3.749248363924359007e-01,-1.347404508094859343e-01,9.742183665370005574e-01,-2.066827799964992274e-01,8.858735443543213073e-01,6.863582726371428855e-01
1.148000000000000131e+00,9.184000000000001052e-01,1.904741566346618842e-01,-6.639852317216073108e-02,3.485959688458740713e-01,-1.251744958841574107e-01,9.738195332945459581e-01,-1.921483188417006105e-01,8.855924477794890892e-01,6.868992821050315944e-01
1.150000000000000133e+00,9.200000000000001510e-01,1.903464212871284755e-01,-6.133766222422701309e-02,3.222422665446495471e-01,-1.156214932926679234e-01,9.734497786914952933e-01,-1.776045250823024280e-01,8.852985920882547877e-01,6.874339316999011906e-01
1.152000000000000135e+00,9.216000000000001968e-01,1.902288017123745512e-01,-5.628276767832663535e-02,2.958688020514687045e-01,-1.060817605201100494e-01,9.731091188928646663e-01,-1.630538985949361308e-01,8.849919974748124973e-01,6.879622274497970702e-01
1.153999999999999915e+00,9.232000000000000206e-01,1.901212858075962409e-01,-5.123400950061462317e-02,2.694806595851856335e-01,-9.655561430485831709e-02,9.727975650663127638e-01,-1.484989367419450590e-01,8.846726845448344978e-01,6.884841756055106732e-01
1.155999999999999917e+00,9.247999999999999554e-01,1.900238611303861624e-01,-4.619155732753782440e-02,2.430829320736892785e-01,-8.704337062801227598e-02,9.725151233879179014e-01,-1.339421336203033830e-01,8.843406743144148763e-01,6.889997826401326186e-01
1.157999999999999918e+00,9.264000000000000012e-01,1.899365148993989727e-01,-4.115558046008645221e-02,2.166807181962075723e-01,-7.754534470289489723e-02,9.722617950494614192e-01,-1.193859793111979595e-01,8.839959882090092647e-01,6.895090552485875213e-01
1.159999999999999920e+00,9.279999999999999361e-01,1.898592339950281038e-01,-3.612624785805038097e-02,1.902791194185289303e-01,-6.806185096456691952e-02,9.720375762672082143e-01,-1.048329591307685382e-01,8.836386480623533712e-01,6.900120003471686969e-01
1.161999999999999922e+00,9.295999999999999819e-01,1.897920049600935744e-01,-3.110372813430022781e-02,1.638832370248695380e-01,-5.859320305939476337e-02,9.718424582921838528e-01,-9.028555288262121725e-02,8.832686761153721866e-01,6.905086250730628761e-01
1.163999999999999924e+00,9.312000000000000277e-01,1.897348140005417627e-01,-2.608818954907651116e-02,1.374981691499274350e-01,-4.913971383464051795e-02,9.716764274219460429e-01,-7.574623411262051964e-02,8.828860950150735354e-01,6.909989367838692553e-01
1.165999999999999925e+00,9.327999999999999625e-01,1.896876469861562831e-01,-2.107980000430297041e-02,1.111290078148389343e-01,-3.970169532810421259e-02,9.715394650138431398e-01,-6.121746936655957788e-02,8.824909278134319690e-01,6.914829430571060032e-01
1.167999999999999927e+00,9.344000000000000083e-01,1.896504894512804906e-01,-1.607872703790801452e-02,8.478083597057362031e-02,-3.027945875778837240e-02,9.714315474997534672e-01,-4.670171745121103057e-02,8.820831979662534517e-01,6.919606516897159887e-01
1.169999999999999929e+00,9.359999999999999432e-01,1.896233265955506175e-01,-1.108513781816904478e-02,5.845872455245255950e-02,-2.087331451161231199e-02,9.713526464022981255e-01,-3.220142869934725094e-02,8.816629293320322747e-01,6.924320706975620743e-01
1.171999999999999931e+00,9.375999999999999890e-01,1.896061432846412875e-01,-6.099199138069124303e-03,3.216772954931560596e-02,-1.148357213715654745e-02,9.713027283525216271e-01,-1.771904423923976318e-02,8.812301461707928718e-01,6.928972083149126382e-01
1.173999999999999932e+00,9.392000000000000348e-01,1.895989240510214946e-01,-1.121077409673766753e-03,5.912889090932195099e-03,-2.110540331451833153e-03,9.712817551090269230e-01,-3.256995269196021319e-03,8.807848731429166467e-01,6.933560729939249878e-01
1.175999999999999934e+00,9.407999999999999696e-01,1.896016530947219336e-01,3.849061341478179910e-03,-2.030077944286303587e-02,7.245473069198525920e-03,9.712896835785556071e-01,1.118229766235505178e-02,8.803271353079596961e-01,6.938086734041158943e-01
1.177999999999999936e+00,9.424000000000000155e-01,1.896143142841140439e-01,8.811051481963599538e-03,-4.646828228780928299e-02,1.658416109935188787e-02,9.713264658380031946e-01,2.559642537068965162e-02,8.798569581234544357e-01,6.942550184318282414e-01
1.179999999999999938e+00,9.439999999999999503e-01,1.896368911566990445e-01,1.376472777605038111e-02,-7.258465213225012702e-02,2.590521767452681756e-02,9.713920491578540428e-01,3.998299074203191805e-02,8.793743674436972357e-01,6.946951171796932334e-01
1.181999999999999940e+00,9.455999999999999961e-01,1.896693669199099319e-01,1.870992539125079443e-02,-9.864495092215537497e-02,3.520833760125574585e-02,9.714863760270258108e-01,5.433960943368393998e-02,8.788793895185298410e-01,6.951289789660741736e-01
1.183999999999999941e+00,9.472000000000000419e-01,1.897117244519224422e-01,2.364647990385994325e-02,-1.246442726308807369e-01,4.449321658710286842e-02,9.716093841791036967e-01,6.866391056656750980e-02,8.783720509920968089e-01,6.955566133245193461e-01
1.185999999999999943e+00,9.487999999999999767e-01,1.897639463024788642e-01,2.857422730447599368e-02,-1.505777459904285853e-01,5.375955125064113549e-02,9.717610066199547925e-01,8.295353740968154643e-02,8.778523789016019485e-01,6.959780300031921385e-01
1.187999999999999945e+00,9.504000000000000226e-01,1.898260146937220116e-01,3.349300400350196244e-02,-1.764405371810698064e-01,6.300703913138788748e-02,9.719411716567019077e-01,9.720614805599968322e-02,8.773204006760448870e-01,6.963932389643034959e-01
1.189999999999999947e+00,9.519999999999999574e-01,1.898979115210401580e-01,3.840264683662755751e-02,-2.022278524762640695e-01,7.223537869969644254e-02,9.721498029280386532e-01,1.114194160893400148e-01,8.767761441349453122e-01,6.968022503835349379e-01
1.191999999999999948e+00,9.536000000000000032e-01,1.899796183539229633e-01,4.330299307029551736e-02,-2.279349408399384547e-01,8.144426936661181005e-02,9.723868194358702421e-01,1.255910312417675700e-01,8.762196374870576676e-01,6.972050746494531381e-01
1.193999999999999950e+00,9.552000000000000490e-01,1.900711164368289463e-01,4.819388040714701199e-02,-2.535570964732270505e-01,9.063341149368067673e-02,9.726521355782602463e-01,1.397187000410750057e-01,8.756509093290710810e-01,6.976017223629183972e-01
1.195999999999999952e+00,9.567999999999999838e-01,1.901723866900626170e-01,5.307514699144807307e-02,-2.790896613079184574e-01,9.980250640271895457e-02,9.729456611836597713e-01,1.538001464479216984e-01,8.750699886442965258e-01,6.979922043364872319e-01
1.197999999999999954e+00,9.584000000000000297e-01,1.902834097106637923e-01,5.794663141449976629e-02,-3.045280274439624013e-01,1.089512563855424693e-01,9.732673015464017308e-01,1.678331124822259601e-01,8.744769048013439905e-01,6.983765315938034179e-01
1.199999999999999956e+00,9.599999999999999645e-01,1.904041657733067383e-01,6.280817272002413298e-02,-3.298676395284486640e-01,1.180793647136453572e-01,9.736169574634372381e-01,1.818153588383906727e-01,8.738716875527842154e-01,6.987547153689882551e-01
1.201999999999999957e+00,9.616000000000000103e-01,1.905346348312100813e-01,6.765961040953624717e-02,-3.551039970736775686e-01,1.271865356478462383e-01,9.739945252722876923e-01,1.957446654890089843e-01,8.732543670337991060e-01,6.991267671060206190e-01
1.203999999999999959e+00,9.632000000000000561e-01,1.906747965170584036e-01,7.250078444769267327e-02,-3.802326567119557188e-01,1.362724744478831518e-01,9.743998968901985691e-01,2.096188322766530665e-01,8.726249737608217094e-01,6.994926984581090190e-01
1.205999999999999961e+00,9.647999999999999909e-01,1.908246301439334991e-01,7.733153526762126528e-02,-4.052492343849550260e-01,1.453368873819674001e-01,9.748329598544573926e-01,2.234356794934100887e-01,8.719835386301618696e-01,6.998525212870571055e-01
1.207999999999999963e+00,9.664000000000000368e-01,1.909841147062564526e-01,8.215170377623225162e-02,-4.301494074655678457e-01,1.543794817362956484e-01,9.752935973638645617e-01,2.371930484478275702e-01,8.713300929166191144e-01,7.002062476626261800e-01
1.209999999999999964e+00,9.679999999999999716e-01,1.911532288807408775e-01,8.696113135950563067e-02,-4.549289168102938485e-01,1.633999658245110786e-01,9.757816883213203951e-01,2.508888020189344870e-01,8.706646682720862174e-01,7.005538898618854926e-01
1.211999999999999966e+00,9.696000000000000174e-01,1.913319510273560065e-01,9.175965988776520199e-02,-4.795835687404123582e-01,1.723980489971332630e-01,9.762971073775097430e-01,2.645208251970653790e-01,8.699872967241379929e-01,7.008954603685586537e-01
1.213999999999999968e+00,9.712000000000000632e-01,1.915202591903010232e-01,9.654713172092251050e-02,-5.041092369501756210e-01,1.813734416509250325e-01,9.768397249756557432e-01,2.780870256111525052e-01,8.692980106746110991e-01,7.012309718723606089e-01
1.215999999999999970e+00,9.727999999999999980e-01,1.917181310989887755e-01,1.013233897137084949e-01,-5.285018643405862138e-01,1.903258552382300350e-01,9.774094073973091934e-01,2.915853340422688844e-01,8.685968428981677425e-01,7.015604372683342804e-01
1.217999999999999972e+00,9.744000000000000439e-01,1.919255441690415065e-01,1.060882772208807251e-01,-5.527574647772875993e-01,1.992550022762581974e-01,9.780060168091584405e-01,3.050137049231355091e-01,8.678838265408512775e-01,7.018838696561706669e-01
1.219999999999999973e+00,9.759999999999999787e-01,1.921424755032954679e-01,1.108416381024083380e-01,-5.768721247713251010e-01,2.081605963563228634e-01,9.786294113108181536e-01,3.183701168233654677e-01,8.671589951186291501e-01,7.022012823395302750e-01
1.221999999999999975e+00,9.776000000000000245e-01,1.923689018928167183e-01,1.155833167286386132e-01,-6.008420050816676294e-01,2.170423521530375766e-01,9.792794449835766635e-01,3.316525729202395856e-01,8.664223825159209635e-01,7.025126888253565571e-01
1.223999999999999977e+00,9.792000000000000703e-01,1.926047998179268306e-01,1.203131579854405109e-01,-6.246633422384849643e-01,2.258999854334630963e-01,9.799559679400688950e-01,3.448591014548022526e-01,8.656740229841205503e-01,7.028181028231775818e-01
1.225999999999999979e+00,9.808000000000000052e-01,1.928501454492396183e-01,1.250310072793269223e-01,-6.483324499863367674e-01,2.347332130662083682e-01,9.806588263748505785e-01,3.579877561731003022e-01,8.649139511401021663e-01,7.031175382444062594e-01
1.227999999999999980e+00,9.824000000000000510e-01,1.931049146487067159e-01,1.297367105425555334e-01,-6.718457206465739961e-01,2.435417530304852529e-01,9.813878626158329954e-01,3.710366167524057901e-01,8.641422019647146957e-01,7.034110092016341298e-01
1.229999999999999982e+00,9.839999999999999858e-01,1.933690829706748437e-01,1.344301142382091641e-01,-6.951996263983730717e-01,2.523253244251186245e-01,9.821429151765611598e-01,3.840037892122749041e-01,8.633588108012695272e-01,7.036985300079130479e-01
1.231999999999999984e+00,9.856000000000000316e-01,1.936426256629522058e-01,1.391110653652492812e-01,-7.183907204779452771e-01,2.610836474774998472e-01,9.829238188092968009e-01,3.968874063103020045e-01,8.625638133540101116e-01,7.039801151760372022e-01
1.233999999999999986e+00,9.872000000000000774e-01,1.939255176678852111e-01,1.437794114635525811e-01,-7.414156382956660352e-01,2.698164435525027827e-01,9.837304045588763923e-01,4.096856279224873054e-01,8.617572456865755237e-01,7.042557794178138098e-01
1.235999999999999988e+00,9.888000000000000123e-01,1.942177336234455209e-01,1.484350006189245619e-01,-7.642710984709267796e-01,2.785234351613500303e-01,9.845624998173158060e-01,4.223966414081068987e-01,8.609391442204489264e-01,7.045255376433315897e-01
1.237999999999999989e+00,9.904000000000000581e-01,1.945192478643268941e-01,1.530776814680858688e-01,-7.869539037846493557e-01,2.872043459704227142e-01,9.854199283791289510e-01,4.350186619590007409e-01,8.601095457334001493e-01,7.047894049602144717e-01
1.239999999999999991e+00,9.919999999999999929e-01,1.948300344230517456e-01,1.577073032036425126e-01,-8.094609420496156060e-01,2.958589008100333539e-01,9.863025104973281998e-01,4.475499329332536802e-01,8.592684873579091720e-01,7.050473966728819653e-01
1.241999999999999993e+00,9.936000000000000387e-01,1.951500670310880037e-01,1.623237155790276942e-01,-8.317891868987625781e-01,3.044868256831401165e-01,9.872100629400779592e-01,4.599887261731927524e-01,8.584160065795850558e-01,7.052995282817907663e-01
1.243999999999999995e+00,9.952000000000000846e-01,1.954793191199760416e-01,1.669267689134238120e-01,-8.539356984918285987e-01,3.130878477740177135e-01,9.881423990479698549e-01,4.723333423077029636e-01,8.575521412355732176e-01,7.055458154826753647e-01
1.245999999999999996e+00,9.968000000000000194e-01,1.958177638224642136e-01,1.715163140966612376e-01,-8.758976241408027441e-01,3.216616954568785047e-01,9.890993287918803389e-01,4.845821110388489616e-01,8.566769295129473827e-01,7.057862741657846550e-01
1.247999999999999998e+00,9.984000000000000652e-01,1.961653739736559376e-01,1.760922025940909741e-01,-8.976721988547240461e-01,3.302080983044393681e-01,9.900806588313955103e-01,4.967333914127957106e-01,8.557904099470952097e-01,7.060209204151068896e-01
1.250000000000000000e+00,1.000000000000000000e+00,1.965221221121651041e-01,1.806542864514368019e-01,-9.192567458045678430e-01,3.387267870964439931e-01,9.910861925737544098e-01,5.087855720750806832e-01,8.548926214200903706e-01,7.062497705075932997e-01
1.252000000000000002e+00,1.001600000000000046e+00,1.968879804812818102e-01,1.852024182996236668e-01,-9.406486767089924372e-01,3.472174938281344381e-01,9.921157302332904715e-01,5.207370715102608294e-01,8.539836031590567478e-01,7.064728409123698372e-01
1.254000000000000004e+00,1.003200000000000092e+00,1.972629210301471980e-01,1.897364513595794500e-01,-9.618454921418430059e-01,3.556799517186676196e-01,9.931690688913360487e-01,5.325863382659900003e-01,8.530633947345160895e-01,7.066901482899525799e-01
1.256000000000000005e+00,1.004800000000000137e+00,1.976469154149390339e-01,1.942562394470156162e-01,-9.828447817624421656e-01,3.641138952194860612e-01,9.942460025565604820e-01,5.443318511616079824e-01,8.521320360587349985e-01,7.069017094914413768e-01
1.258000000000000007e+00,1.006399999999999961e+00,1.980399350000653647e-01,1.987616369771824376e-01,-1.003644224469760760e+00,3.725190600226353510e-01,9.953463222257081799e-01,5.559721194813207479e-01,8.511895673840491616e-01,7.071075415577251499e-01
1.260000000000000009e+00,1.008000000000000007e+00,1.984419508593681936e-01,2.032524989696000706e-01,-1.024241588481666465e+00,3.808951830690305296e-01,9.964698159447085146e-01,5.675056831520733924e-01,8.502360293011872461e-01,7.073076617186675463e-01
1.262000000000000011e+00,1.009600000000000053e+00,1.988529337773377037e-01,2.077286810527661232e-01,-1.044634731340533751e+00,3.892420025566731279e-01,9.976162688701283310e-01,5.789311129062301164e-01,8.492714627375789194e-01,7.075020873922927001e-01
1.264000000000000012e+00,1.011200000000000099e+00,1.992728542503336697e-01,2.121900394688358837e-01,-1.064821599846586198e+00,3.975592579488109179e-01,9.987854633309301011e-01,5.902470104291825947e-01,8.482959089556540988e-01,7.076908361839651107e-01
1.266000000000000014e+00,1.012800000000000145e+00,1.997016824878182217e-01,2.166364310782820379e-01,-1.084800229920430681e+00,4.058466899820535323e-01,9.999771788905147396e-01,6.014520084920410570e-01,8.473094095511319868e-01,7.078739258855597516e-01
1.268000000000000016e+00,1.014399999999999968e+00,2.001393884135970469e-01,2.210677133645267967e-01,-1.104568746396288770e+00,4.141040406744315727e-01,1.001191192409013997e+00,6.125447710695418602e-01,8.463120064513001140e-01,7.080513744746301796e-01
1.270000000000000018e+00,1.016000000000000014e+00,2.005859416670693895e-01,2.254837444385482947e-01,-1.124125362747525170e+00,4.223310533334009298e-01,1.002427278105800790e+00,6.235239934433463027e-01,8.453037419132808372e-01,7.082232001135703170e-01
1.272000000000000020e+00,1.017600000000000060e+00,2.010413116044887372e-01,2.298843830434629532e-01,-1.143468380746130331e+00,4.305274725637974198e-01,1.003685207622197373e+00,6.343884022909007658e-01,8.442846585222941735e-01,7.083894211487645753e-01
1.274000000000000021e+00,1.019200000000000106e+00,2.015054673002302510e-01,2.342694885590838050e-01,-1.162596190057896939e+00,4.386930442757403514e-01,1.004964750084340830e+00,6.451367557600562463e-01,8.432547991898994288e-01,7.085500561097438643e-01
1.276000000000000023e+00,1.020800000000000152e+00,2.019783775480700205e-01,2.386389210064510658e-01,-1.181507267775017134e+00,4.468275156924789715e-01,1.006265672166189118e+00,6.557678435296226960e-01,8.422142071522398243e-01,7.087051237083235034e-01
1.278000000000000025e+00,1.022399999999999975e+00,2.024600108624714234e-01,2.429925410523383900e-01,-1.200200177887969177e+00,4.549306353581879514e-01,1.007587738152630363e+00,6.662804868560829874e-01,8.411629259682693593e-01,7.088546428377402453e-01
1.280000000000000027e+00,1.024000000000000021e+00,2.029503354798810610e-01,2.473302100137320658e-01,-1.218673570698534103e+00,4.630021531457064188e-01,1.008930710002674758e+00,6.766735386066703439e-01,8.401009995179696821e-01,7.089986325717877458e-01
1.282000000000000028e+00,1.025600000000000067e+00,2.034493193600335759e-01,2.516517898622869231e-01,-1.236926182175876354e+00,4.710418202642286389e-01,1.010294347412695970e+00,6.869458832790444891e-01,8.390284720005605212e-01,7.091371121639391539e-01
1.284000000000000030e+00,1.027200000000000113e+00,2.039569301872657670e-01,2.559571432287531811e-01,-1.254956833257603543e+00,4.790493892669344111e-01,1.011678407879702757e+00,6.970964370077835648e-01,8.379453879326989041e-01,7.092701010464702582e-01
1.286000000000000032e+00,1.028800000000000159e+00,2.044731353718388933e-01,2.602461334073781773e-01,-1.272764429097812178e+00,4.870246140585675065e-01,1.013082646764607020e+00,7.071241475579452818e-01,8.368517921466703813e-01,7.093976188295701979e-01
1.288000000000000034e+00,1.030399999999999983e+00,2.049979020512701644e-01,2.645186243602830611e-01,-1.290347958264112860e+00,4.949672499029616479e-01,1.014506817355468105e+00,7.170279943059417738e-01,8.357477297885668177e-01,7.095196853004540616e-01
1.290000000000000036e+00,1.032000000000000028e+00,2.055311970916727238e-01,2.687744807218124254e-01,-1.307706491885664457e+00,5.028770534305110340e-01,1.015950670930685584e+00,7.268069882079808419e-01,8.346332463164594095e-01,7.096363204224642729e-01
1.292000000000000037e+00,1.033600000000000074e+00,2.060729870891044868e-01,2.730135678028542956e-01,-1.324839182754240285e+00,5.107537826455798013e-01,1.017413956822117660e+00,7.364601717563227234e-01,8.335083874985586005e-01,7.097475443341699775e-01
1.294000000000000039e+00,1.035200000000000120e+00,2.066232383709258325e-01,2.772357515951387463e-01,-1.341745264380431291e+00,5.185971969338665222e-01,1.018896422478099861e+00,7.459866189236441514e-01,8.323731994113685584e-01,7.098533773484567710e-01
1.296000000000000041e+00,1.036800000000000166e+00,2.071819169971648722e-01,2.814408987755054881e-01,-1.358424050007012829e+00,5.264070570697054752e-01,1.020397813526338515e+00,7.553854350957570629e-01,8.312277284378273290e-01,7.099538399516178711e-01
