Omega,a_tip,ell_tip,tau_tip,real_q,imag_q,real_qprime,g_a,g_ell_ell,cusp_coefficient
1.250000000000000000e+00,3.966326669423201334e-01,4.922574410304620951e-01,3.151530633208736276e+00,1.438086293136778562e-14,3.771766081461763731e-01,3.676042334001365930e-01,-1.801097906531100801e+00,-6.986697939510417843e-01,2.270636813808651677e+00
